ORDERVOLUME,CUSTOMER_NAME,ORDERTYPE,WAREHOUSE,CITY,ORDERWEEK
5,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 14
1,WINCO FOODS DIST CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,PLAINVIEW,2024 14
12,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,PORTERVILLE,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,RED BLUFF,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,REDLANDS,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,RIALTO,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,RIALTO,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,RIVERSIDE,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SALEM,2024 14
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,LAX BHI LOS ANGELES IO,SAN BERNARDINO,2024 14
2,MARINE CORPS EXCHANGE,PrePaidOrder,LAX BHI LOS ANGELES IO,SAN BERNARDINO,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SANGER,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SEALY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SEARCY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SEYMOUR,2024 14
6,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,SHAFTER,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SHELBY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SPRING VALLEY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,ST. JAMES,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,SUTHERLAND,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,TOBYHANNA,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,WEST JORDAN,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,WOODLAND,2024 14
1,VACUUMS R US,PrePaidOrder,PHA BHI PHARR IO,ARVADA,2024 14
1,JANILINK CORP,PrePaidOrder,PHA BHI PHARR IO,ATLANTA,2024 14
1,POLLOCK ORORA,PrePaidOrder,PHA BHI PHARR IO,ATLANTA,2024 14
1,KIM PAPER,PrePaidOrder,PHA BHI PHARR IO,AUSTIN,2024 14
1,A&L SALES INC,PrePaidOrder,PHA BHI PHARR IO,BELLE CHASSE,2024 14
1,FERGUSON ENTERPRISES,PrePaidOrder,PHA BHI PHARR IO,BELLEVILLE,2024 14
1,MERCHANDISE MECCA.COM,PrePaidOrder,PHA BHI PHARR IO,BERKLEY,2024 14
1,SWISS BOY,PrePaidOrder,PHA BHI PHARR IO,BOUNTIFUL,2024 14
1,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,BURLINGTON,2024 14
1,CLEANING STUFF,PrePaidOrder,PHA BHI PHARR IO,CALHOUN,2024 14
1,FEDEX KINKOS,PrePaidOrder,PHA BHI PHARR IO,CAMARILLO,2024 14
1,AMERICAN PAPER & SUPPLY CO,PrePaidOrder,PHA BHI PHARR IO,CARLSTADT,2024 14
3,"TAHOE SUPPLY COMPANY, LLC",PrePaidOrder,PHA BHI PHARR IO,CARSON CITY,2024 14
2,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,CITY OF INDUSTRY,2024 14
1,"SYSCO GUEST SUPPLY, LLC",PrePaidOrder,PHA BHI PHARR IO,CORONA,2024 14
1,DO IT BEST CORP,PrePaidOrder,PHA BHI PHARR IO,DIXON,2024 14
1,ORGILL BROTHERS & COMPANY,PrePaidOrder,PHA BHI PHARR IO,DORAL,2024 14
1,VERITIV OPERATING CO,PrePaidOrder,PHA BHI PHARR IO,DOWNEY,2024 14
1,THE CLEANING SUPPLIER       **,PrePaidOrder,PHA BHI PHARR IO,DRAPER,2024 14
1,ABEL INDUSTRIES INC,PrePaidOrder,PHA BHI PHARR IO,DUMFRIES,2024 14
1,BRAME SPECIALTY CO,PrePaidOrder,PHA BHI PHARR IO,DURHAM,2024 14
1,"CONSOLIDATED HOSPITALITY SUPPLIES, LLC",PrePaidOrder,PHA BHI PHARR IO,FONTANA,2024 14
1,PROFESSIONAL POLISH INC,PrePaidOrder,PHA BHI PHARR IO,FORT WORTH,2024 14
1,THREE STAR JANTL SUPPLY & SERV,PrePaidOrder,PHA BHI PHARR IO,GARDEN GROVE,2024 14
1,POLLOCK ORORA,PrePaidOrder,PHA BHI PHARR IO,GRAND PRAIRIE,2024 14
1,STAPLES INC.,PrePaidOrder,PHA BHI PHARR IO,GREENCASTLE,2024 14
4,DESCO VAC CLEANER SUPPLY INC.,PrePaidOrder,PHA BHI PHARR IO,HAUPPAUGE,2024 14
1,IMPERIAL BAG & PAPER CO LLC,PrePaidOrder,PHA BHI PHARR IO,HAZELWOOD,2024 14
2,MILL - CHEM MFG CO,PrePaidOrder,PHA BHI PHARR IO,HIGH POINT,2024 14
1,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,HOUSTON,2024 14
1,M & M VACUUM,PrePaidOrder,PHA BHI PHARR IO,HOUSTON,2024 14
1,IMPERIAL BAG & PAPER CO LLC,PrePaidOrder,PHA BHI PHARR IO,JERSEY CITY,2024 14
1,ULINE INC,PrePaidOrder,PHA BHI PHARR IO,KENOSHA,2024 14
1,KELSAN INC,PrePaidOrder,PHA BHI PHARR IO,KNOXVILLE,2024 14
1,SSC SERVICE SOLUTIONS/SE SERVICE,PrePaidOrder,PHA BHI PHARR IO,KNOXVILLE,2024 14
1,"LAM'S SWEEPER SHOP, INC.",PrePaidOrder,PHA BHI PHARR IO,LANSING,2024 14
1,"TAHOE SUPPLY COMPANY, LLC",PrePaidOrder,PHA BHI PHARR IO,LAS VEGAS,2024 14
1,MAINTENANCE SUPPLY HEADQUARTERS,PrePaidOrder,PHA BHI PHARR IO,LAUREL,2024 14
1,IMPERIAL BAG & PAPER CO LLC,PrePaidOrder,PHA BHI PHARR IO,LITHIA SPRINGS,2024 14
1,WAXIE SANITARY SUPPLY,PrePaidOrder,PHA BHI PHARR IO,LIVERMORE,2024 14
1,STAPLES INC.,PrePaidOrder,PHA BHI PHARR IO,LONDON,2024 14
1,IDEAL MAINTENANCE EQUIPMENT,PrePaidOrder,PHA BHI PHARR IO,LOS ANGELES,2024 14
1,"CLARK CORE SERVICES, LLC",PrePaidOrder,PHA BHI PHARR IO,MADISONVILLE,2024 14
1,DO IT BEST CORP,PrePaidOrder,PHA BHI PHARR IO,MEDINA,2024 14
1,IMPERIAL BAG & PAPER CO LLC,PrePaidOrder,PHA BHI PHARR IO,MIAMI,2024 14
1,VACLAND WHOLESALE DISTRIBUTING LLC,PrePaidOrder,PHA BHI PHARR IO,MILFORD,2024 14
1,"AE MOORE JANITORIAL, INC.",PrePaidOrder,PHA BHI PHARR IO,MILLSBORO,2024 14
1,SOUTHSIDE VACUUM,PrePaidOrder,PHA BHI PHARR IO,MODESTO,2024 14
25,STEEL CITY VACUUM,PrePaidOrder,PHA BHI PHARR IO,MOUNT PLEASANT,2024 14
1,AMERICAN PAPER & TWINE CO,PrePaidOrder,PHA BHI PHARR IO,NASHVILLE,2024 14
1,DALCO CORP,PrePaidOrder,PHA BHI PHARR IO,NEW BRIGHTON,2024 14
28,SOUTH SHORE VACUUM,PrePaidOrder,PHA BHI PHARR IO,NORWOOD,2024 14
1,"HOTEL EMPORIUM, INC.",PrePaidOrder,PHA BHI PHARR IO,ORLANDO,2024 14
1,STAPLES INC.,PrePaidOrder,PHA BHI PHARR IO,ORLANDO,2024 14
1,"SYSCO GUEST SUPPLY, LLC",PrePaidOrder,PHA BHI PHARR IO,ORLANDO,2024 14
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,PATTERSON,2024 14
1,PENN JERSEY PAPER CO,PrePaidOrder,PHA BHI PHARR IO,PHILADELPHIA,2024 14
1,SHEPPARD ENTERPRISES INC,PrePaidOrder,PHA BHI PHARR IO,PHOENIXVILLE,2024 14
1,PRESTIGE MAINT/USA JAN SPLY,PrePaidOrder,PHA BHI PHARR IO,PLANO,2024 14
1,STARK'S VACUUM CLNR SLS & SERV,PrePaidOrder,PHA BHI PHARR IO,PORTLAND,2024 14
2,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,REDLANDS,2024 14
54,VAC PARTS WAREHOUSE,PrePaidOrder,PHA BHI PHARR IO,ROCKWALL,2024 14
1,THE HOME DEPOT PRO,PrePaidOrder,PHA BHI PHARR IO,SAN BERNARDINO,2024 14
1,M & M VACUUM PARTS DIST INC,PrePaidOrder,PHA BHI PHARR IO,SOUTH PLAINFIELD,2024 14
3,ELECTRIC SWEEPER SERVICE CO.,PrePaidOrder,PHA BHI PHARR IO,SPARKS,2024 14
9,ELECTRIC SWEEPER SERVICE CO.,PrePaidOrder,PHA BHI PHARR IO,TWINSBURG,2024 14
1,DAYCON PRODUCTS COMPANY INC,PrePaidOrder,PHA BHI PHARR IO,UPPER MARLBORO,2024 14
1,SOUTH JERSEY PAPER PRODUCTS,PrePaidOrder,PHA BHI PHARR IO,VINELAND,2024 14
1,DUMOUCHEL PAPER COMPANY,PrePaidOrder,PHA BHI PHARR IO,WATERBURY,2024 14
1,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,WEST SACRAMENTO,2024 14
1,DOLLAR GENERAL,PrePaidOrder,RVA BHI R VIRGINIA IO,ALACHUA,2024 14
12,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,ALACHUA,2024 14
5,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,AMSTERDAM,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,APPLE VALLEY,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BALTIMORE,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BEAVER DAM,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BENTONVILLE,2024 14
1,DOLLAR GENERAL,PrePaidOrder,RVA BHI R VIRGINIA IO,BETHEL,2024 14
1,INGLES,PrePaidOrder,RVA BHI R VIRGINIA IO,BLACK MOUNTAIN,2024 14
1,"PUBLIX SUPER MARKETS, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BOYNTON BEACH,2024 14
7,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BROOKHAVEN,2024 14
11,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BROOKSVILLE,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,BROWNSTOWN,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,BUCKEYE,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CARLISLE,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CASTLETON,2024 14
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,CEDAR FALLS,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,CHAMBERSBURG,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CHARLESTON,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,COLDWATER,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CONCORD,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CRANBURY,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,CULLMAN,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,DELTONA,2024 14
1,SAFEWAY,PrePaidOrder,RVA BHI R VIRGINIA IO,DENVER,2024 14
1,FOOD LION- DELHAIZE,PrePaidOrder,RVA BHI R VIRGINIA IO,DISPUTANTA,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,DOUGLAS,2024 14
1,FOOD LION- DELHAIZE,PrePaidOrder,RVA BHI R VIRGINIA IO,DUNN,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,EASTON,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,EDWARDSVILLE,2024 14
1,P.C. RICHARDS & SON,PrePaidOrder,RVA BHI R VIRGINIA IO,FARMINGDALE,2024 14
1,BEST BUY PURCHASING LLC,PrePaidOrder,RVA BHI R VIRGINIA IO,FINDLAY,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,FORT WAYNE,2024 14
13,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,FT PIERCE,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,GRANTSVILLE,2024 14
1,FOOD LION- DELHAIZE,PrePaidOrder,RVA BHI R VIRGINIA IO,GREENCASTLE,2024 14
1,FOOD LION- DELHAIZE,PrePaidOrder,RVA BHI R VIRGINIA IO,GREENVILLE,2024 14
13,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,GROVE CITY,2024 14
5,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,GROVEPORT,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,HATTIESBURG,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,HERMISTON,2024 14
15,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,HOPE MILLS,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,HOPKINSVILLE,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,IMPERIAL,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,JACKSONVILLE,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,JEFFERSON,2024 14
1,DOLLAR GENERAL,PrePaidOrder,RVA BHI R VIRGINIA IO,JONESVILLE,2024 14
1,WALGREEN COMPANY,PrePaidOrder,RVA BHI R VIRGINIA IO,JUPITER,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,KERNERSVILLE,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,LA GRANGE,2024 14
1,"PUBLIX SUPER MARKETS, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,LAKELAND,2024 14
2,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,LAKELAND,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,LEWISBERRY,2024 14
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,LOGAN TOWNSHIP,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,LOVELAND,2024 14
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,LUGOFF,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MACON,2024 14
1,KOHL'S DEPARTMENT STORE,PrePaidOrder,RVA BHI R VIRGINIA IO,MACON,2024 14
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,MADISON,2024 14
14,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MARCY,2024 14
1,"PUBLIX SUPER MARKETS, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MCLEANSVILLE,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MENOMONIE,2024 14
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,MIDWAY,2024 14
8,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MIDWAY,2024 14
1,"WEIS MARKETS, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MILTON,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MOUNT PLEASANT,2024 14
13,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,MT. CRAWFORD,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,NEW BRAUNFELS,2024 14
1,AAFES - HEADQUARTERS,PrePaidOrder,RVA BHI R VIRGINIA IO,NEWPORT NEWS,2024 14
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,NEWTON,2024 14
1,BEST BUY PURCHASING LLC,PrePaidOrder,RVA BHI R VIRGINIA IO,NICHOLS,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,NORTH CANTON,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,OPELOUSAS,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,OTTAWA,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,PALESTINE,2024 14
1,NAVY EXCHANGE SERVICE COMMAND,PrePaidOrder,RVA BHI R VIRGINIA IO,PENSACOLA,2024 14
1,WALGREEN COMPANY,PrePaidOrder,RVA BHI R VIRGINIA IO,PERRYSBURG,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,PLAINVIEW,2024 14
1,C&S WHOLESALE GROCERS,PrePaidOrder,RVA BHI R VIRGINIA IO,PLANT CITY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,PORTERVILLE,2024 14
1,ACE HARDWARE CORPORATION,PrePaidOrder,RVA BHI R VIRGINIA IO,PORTLAND,2024 14
1,PEYTON'S,PrePaidOrder,RVA BHI R VIRGINIA IO,PORTLAND,2024 14
1,"WEGMANS FOOD MARKETS, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,POTTSVILLE,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,PRINCE GEORGE,2024 14
14,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,RAYMOND,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,RED BLUFF,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SANGER,2024 14
1,SUPERVALU INC,PrePaidOrder,RVA BHI R VIRGINIA IO,SCHNECKSVILLE,2024 14
1,HANNAFORD BROTHERS,PrePaidOrder,RVA BHI R VIRGINIA IO,SCHODACK LANDING,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SEALY,2024 14
2,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SEARCY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SEYMOUR,2024 14
14,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SHELBY,2024 14
13,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SMYRNA,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SOMERSET,2024 14
1,DOLLAR GENERAL,PrePaidOrder,RVA BHI R VIRGINIA IO,SOUTH BOSTON,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SPRING VALLEY,2024 14
1,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,ST. JAMES,2024 14
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,STUARTS DRAFT,2024 14
1,NAVY EXCHANGE SERVICE COMMAND,PrePaidOrder,RVA BHI R VIRGINIA IO,SUFFOLK,2024 14
12,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,SUTHERLAND,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,TAYLOR,2024 14
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,TIFTON,2024 14
14,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,TOBYHANNA,2024 14
1,SAM'S WHOLESALE CLUB,PrePaidOrder,RVA BHI R VIRGINIA IO,VILLA RICA,2024 14
2,MARINE CORPS EXCHANGE,PrePaidOrder,RVA BHI R VIRGINIA IO,WARSAW,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,WEST JEFFERSON,2024 14
1,WALGREEN COMPANY,PrePaidOrder,RVA BHI R VIRGINIA IO,WILLIAMSTON,2024 14
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,RVA BHI R VIRGINIA IO,WILTON,2024 14
1,KOHL'S DEPARTMENT STORE,PrePaidOrder,RVA BHI R VIRGINIA IO,WINCHESTER,2024 14
1,WALGREEN COMPANY,PrePaidOrder,RVA BHI R VIRGINIA IO,WINDSOR,2024 14
15,"WAL-MART STORES, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,WOODLAND,2024 14
1,KOHL'S DEPARTMENT STORE,PrePaidOrder,RVA BHI R VIRGINIA IO,WURTSBORO,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,RVA BHI R VIRGINIA IO,YORK,2024 14
1,DOLLAR GENERAL,PrePaidOrder,RVA BHI R VIRGINIA IO,ZANESVILLE,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SEA BHI SEATTLE IO,ALBANY,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,AURORA,2024 14
1,KROGER,PrePaidOrder,SEA BHI SEATTLE IO,AURORA,2024 14
1,WINCO FOODS DIST CENTER,PrePaidOrder,SEA BHI SEATTLE IO,BOISE,2024 14
1,"FRED MEYER, INC. ACCTS PAYABLE",PrePaidOrder,SEA BHI SEATTLE IO,CHEHALIS,2024 14
1,"FRED MEYER, INC. ACCTS PAYABLE",PrePaidOrder,SEA BHI SEATTLE IO,CLACKAMAS,2024 14
2,KROGER,PrePaidOrder,SEA BHI SEATTLE IO,CLACKAMAS,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,DUPONT,2024 14
1,ASSOCIATED FOODS/SLC,PrePaidOrder,SEA BHI SEATTLE IO,FARR WEST,2024 14
1,AAFES - HEADQUARTERS,PrePaidOrder,SEA BHI SEATTLE IO,FRENCH CAMP,2024 14
12,"WAL-MART STORES, INC.",PrePaidOrder,SEA BHI SEATTLE IO,GRANTSVILLE,2024 14
12,"WAL-MART STORES, INC.",PrePaidOrder,SEA BHI SEATTLE IO,HERMISTON,2024 14
2,SAM'S WHOLESALE CLUB,PrePaidOrder,SEA BHI SEATTLE IO,LOVELAND,2024 14
15,"WAL-MART STORES, INC.",PrePaidOrder,SEA BHI SEATTLE IO,LOVELAND,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,NORTH LITTLE ROCK,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,OKLAHOMA CITY,2024 14
1,KROGER,PrePaidOrder,SEA BHI SEATTLE IO,PUYALLUP,2024 14
15,"WAL-MART STORES, INC.",PrePaidOrder,SEA BHI SEATTLE IO,RED BLUFF,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,REDLANDS,2024 14
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,SACRAMENTO,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,SALEM,2024 14
1,MARINE CORPS EXCHANGE,PrePaidOrder,SEA BHI SEATTLE IO,SAN BERNARDINO,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,SPOKANE,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SEA BHI SEATTLE IO,WEST JORDAN,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SEA BHI SEATTLE IO,WOODLAND,2024 14
1,WALGREEN COMPANY,PrePaidOrder,SEA BHI SEATTLE IO,WOODLAND,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,CHARLESTON,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,CONCORD,2024 14
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,DELTONA,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,JACKSONVILLE,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,JEFFERSON,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,KERNERSVILLE,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SGA BHI SAVANNAH IO,LUGOFF,2024 14
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,SGA BHI SAVANNAH IO,MACON,2024 14
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SGA BHI SAVANNAH IO,MADISON,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SGA BHI SAVANNAH IO,MIDWAY,2024 14
4,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SGA BHI SAVANNAH IO,NEWTON,2024 14
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,SGA BHI SAVANNAH IO,TIFTON,2024 14
1,ACE HARDWARE CORPORATION,PrepaidOrder,ELW BHI ELWOOD IO,TUCUMCARI,2024 14
