ORDERVOLUME,CUSTOMER_NAME,ORDERTYPE,WAREHOUSE,CITY,ORDERWEEK
1,HOME DEPOT,CollectOrder,DAL BHI DALLAS IO,DALLAS,2024 01
1,HOME DEPOT,CollectOrder,DAL BHI DALLAS IO,HOUSTON,2024 01
1,HOME DEPOT,CollectOrder,DAL BHI DALLAS IO,TOPEKA,2024 01
3,EDMAR CORPORATION,CollectOrder,ELW BHI ELWOOD IO,COOKEVILLE,2024 01
19,MARSHALLS,CollectOrder,ELW BHI ELWOOD IO,DECATUR,2024 01
21,TJ MAXX,CollectOrder,ELW BHI ELWOOD IO,DECATUR,2024 01
1,HOME DEPOT,CollectOrder,ELW BHI ELWOOD IO,JOLIET,2024 01
1,"MEIJER,  INC.",CollectOrder,ELW BHI ELWOOD IO,LANSING,2024 01
3,"MEIJER, INC.",CollectOrder,ELW BHI ELWOOD IO,LANSING,2024 01
1,"MEIJER,  INC.",CollectOrder,ELW BHI ELWOOD IO,NEWPORT,2024 01
1,"MEIJER,  INC.",CollectOrder,ELW BHI ELWOOD IO,PLEASANT PRAIRIE,2024 01
1,"MEIJER,  INC.",CollectOrder,ELW BHI ELWOOD IO,TIPP CITY,2024 01
1,"MEIJER, INC.",CollectOrder,ELW BHI ELWOOD IO,TIPP CITY,2024 01
3,MARSHALLS,CollectOrder,ELW BHI ELWOOD IO,WOBURN,2024 01
1,TJ MAXX,CollectOrder,ELW BHI ELWOOD IO,WOBURN,2024 01
1,COSTCO WHOLESALE,CollectOrder,LAX BHI LOS ANGELES IO,AURORA,2024 01
3,COSTCO WHOLESALE,CollectOrder,LAX BHI LOS ANGELES IO,MIRA LOMA,2024 01
1,HOME DEPOT,CollectOrder,LAX BHI LOS ANGELES IO,ONTARIO,2024 01
3,LOWE'S COMPANIES INC.,CollectOrder,LAX BHI LOS ANGELES IO,PERRIS,2024 01
1,HOME DEPOT,CollectOrder,LAX BHI LOS ANGELES IO,REDLANDS,2024 01
3,LOWE'S COMPANIES INC.,CollectOrder,LAX BHI LOS ANGELES IO,SPARKS,2024 01
1,COSTCO WHOLESALE,CollectOrder,LAX BHI LOS ANGELES IO,TOLLESON,2024 01
1,HOME DEPOT,CollectOrder,LAX BHI LOS ANGELES IO,TOLLESON,2024 01
1,HOME DEPOT,CollectOrder,LAX BHI LOS ANGELES IO,TRACY,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,CAROL STREAM,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,COLUMBUS,2024 01
2,GLOBAL MERCHANDISE,CollectOrder,PHA BHI PHARR IO,COMMERCE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,CRANBURY,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,DENVER,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,EAGAN,2024 01
1,TACONY CORPORATION-AP DEPARTMENT,CollectOrder,PHA BHI PHARR IO,FORT WORTH,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,GREENVILLE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,HANOVER,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,HOUSTON,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,IRVING,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,LA VERGNE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,LITHIA SPRINGS,2024 01
4,W W GRAINGER INC,CollectOrder,PHA BHI PHARR IO,MACEDONIA,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,ORLANDO,2024 01
1,W W GRAINGER INC,CollectOrder,PHA BHI PHARR IO,PATTERSON,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,PERRIS,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,PHOENIX,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,PHOENIXVILLE,2024 01
1,W W GRAINGER INC,CollectOrder,PHA BHI PHARR IO,ROANOKE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,SACRAMENTO,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,SUWANEE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,TWINSBURG,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,W COXSACKIE,2024 01
1,ESSENDANT,CollectOrder,PHA BHI PHARR IO,WOBURN,2024 01
1,GLOBAL MERCHANDISE,CollectOrder,PHA BHI PHARR IO,YORK,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,ADAIRSVILLE,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,BREINIGSVILLE,2024 01
1,COSTCO WHOLESALE,CollectOrder,RVA BHI R VIRGINIA IO,BROOKSHIRE,2024 01
2,COSTCO WHOLESALE,CollectOrder,RVA BHI R VIRGINIA IO,COLLEGE PARK,2024 01
1,COSTCO WHOLESALE,CollectOrder,RVA BHI R VIRGINIA IO,DALLAS,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,DENTON,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,FINDLAY,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,GARYSBURG,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,KISSIMMEE,2024 01
1,"MEIJER, INC.",CollectOrder,RVA BHI R VIRGINIA IO,LANSING,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,MINERSVILLE,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,MONROE,2024 01
1,COSTCO WHOLESALE,CollectOrder,RVA BHI R VIRGINIA IO,MORRIS,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,MOUNT VERNON,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,NORTH VERNON,2024 01
1,COSTCO WHOLESALE,CollectOrder,RVA BHI R VIRGINIA IO,OWATONNA,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,PITTSTON,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,PITTSTON TOWNSHIP,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,PLAINFIELD,2024 01
2,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,PLEASANT VIEW,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,ROCKFORD,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,SHIPPENSBURG,2024 01
2,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,STATESVILLE,2024 01
1,"MEIJER, INC.",CollectOrder,RVA BHI R VIRGINIA IO,TIPP CITY,2024 01
1,LOWE'S COMPANIES INC.,CollectOrder,RVA BHI R VIRGINIA IO,VALDOSTA,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,VAN BUREN,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,WESTFIELD,2024 01
1,HOME DEPOT,CollectOrder,RVA BHI R VIRGINIA IO,WINCHESTER,2024 01
1,HOME DEPOT,CollectOrder,SEA BHI SEATTLE IO,SALEM,2024 01
1,HOME DEPOT,CollectOrder,SGA BHI SAVANNAH IO,LAKE PARK,2024 01
1,HOME DEPOT,CollectOrder,SGA BHI SAVANNAH IO,LOCUST GROVE,2024 01
1,HOME DEPOT,CollectOrder,SGA BHI SAVANNAH IO,WEST COLUMBIA,2024 01
1,"AFFILIATED FOODS, INC.",PrePaidOrder,DAL BHI DALLAS IO,AMARILLO,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,DAL BHI DALLAS IO,AMARILLO,2024 01
1,BEST BUY PURCHASING LLC,PrePaidOrder,DAL BHI DALLAS IO,ARDMORE,2024 01
9,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,BENTONVILLE,2024 01
1,KROGER,PrePaidOrder,DAL BHI DALLAS IO,BLUFFTON,2024 01
1,"SCHNUCK'S MARKETS, INC.",PrePaidOrder,DAL BHI DALLAS IO,BRIDGETON,2024 01
2,"FRED MEYER, INC. ACCTS PAYABLE",PrePaidOrder,DAL BHI DALLAS IO,CLACKAMAS,2024 01
1,KROGER,PrePaidOrder,DAL BHI DALLAS IO,CLEVELAND,2024 01
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,DAL BHI DALLAS IO,CORSICANA,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,DAL BHI DALLAS IO,DAYTON,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,DAYVILLE,2024 01
1,WINCO FOODS DIST CENTER,PrePaidOrder,DAL BHI DALLAS IO,DENTON,2024 01
1,KOHL'S DEPARTMENT STORE,PrePaidOrder,DAL BHI DALLAS IO,DESOTO,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,DAL BHI DALLAS IO,FONTANA,2024 01
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,DAL BHI DALLAS IO,GRAIN VALLEY,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,JUPITER,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,DAL BHI DALLAS IO,KANSAS CITY,2024 01
1,SAM'S WHOLESALE CLUB,PrePaidOrder,DAL BHI DALLAS IO,KANSAS CITY,2024 01
4,"AMAZON.COM.KYDC, INC",PrePaidOrder,DAL BHI DALLAS IO,LANCASTER,2024 01
1,SAFEWAY,PrePaidOrder,DAL BHI DALLAS IO,MELROSE PARK,2024 01
1,C&S WHOLESALE GROCERS,PrePaidOrder,DAL BHI DALLAS IO,MIAMI,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,MOUNT VERNON,2024 01
1,SAM'S WHOLESALE CLUB,PrePaidOrder,DAL BHI DALLAS IO,NEW BRAUNFELS,2024 01
11,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,NEW BRAUNFELS,2024 01
5,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,OPELOUSAS,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,OTTAWA,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,PALESTINE,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,PERRYSBURG,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,PLAINVIEW,2024 01
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,DAL BHI DALLAS IO,PUEBLO,2024 01
1,SAFEWAY,PrePaidOrder,DAL BHI DALLAS IO,ROANOKE,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,DAL BHI DALLAS IO,SAN ANTONIO,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,DAL BHI DALLAS IO,SANGER,2024 01
16,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,SANGER,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,SEALY,2024 01
1,SAM'S WHOLESALE CLUB,PrePaidOrder,DAL BHI DALLAS IO,SEARCY,2024 01
9,"WAL-MART STORES, INC.",PrePaidOrder,DAL BHI DALLAS IO,SEARCY,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,DAL BHI DALLAS IO,SHAFTER,2024 01
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,DAL BHI DALLAS IO,TOPEKA,2024 01
1,BROOKSHIRES GROCERY CO,PrePaidOrder,DAL BHI DALLAS IO,TYLER,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,WAXAHACHIE,2024 01
1,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,WILLIAMSTON,2024 01
2,WALGREEN COMPANY,PrePaidOrder,DAL BHI DALLAS IO,WINDSOR,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,AMARILLO,2024 01
9,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,BEAVER DAM,2024 01
1,ADUSA (AHOLD) DISTRIBUTION LLC,PrePaidOrder,ELW BHI ELWOOD IO,BETHLEHEM,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,ELW BHI ELWOOD IO,BROWNSTOWN,2024 01
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,CEDAR FALLS,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,CHAMBERSBURG,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,CHICAGO,2024 01
1,MASON COMPANIES' ACCTS PAYABLE,PrePaidOrder,ELW BHI ELWOOD IO,CHIPPEWA FALLS,2024 01
2,SCHAFFER PARTNERS INC,PrePaidOrder,ELW BHI ELWOOD IO,CLEVELAND,2024 01
11,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,COLDWATER,2024 01
1,"BISSELL HOMECARE, INC.",PrePaidOrder,ELW BHI ELWOOD IO,DALLAS,2024 01
2,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,DIXON,2024 01
1,HELIX GLOBAL SOLUTIONS INC.,PrePaidOrder,ELW BHI ELWOOD IO,DORAL,2024 01
1,"MENARD, INC.",PrePaidOrder,ELW BHI ELWOOD IO,EAU CLAIRE,2024 01
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,ELW BHI ELWOOD IO,FINDLAY,2024 01
2,ALL STAR INCENTIVE MARKETING,PrePaidOrder,ELW BHI ELWOOD IO,FISKDALE,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,FORT WAYNE,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,FRIDLEY,2024 01
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,GALESBURG,2024 01
1,ABT ELECTRONICS INC,PrePaidOrder,ELW BHI ELWOOD IO,GLENVIEW,2024 01
1,"BISSELL HOMECARE, INC.",PrePaidOrder,ELW BHI ELWOOD IO,GRAND RAPIDS,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,ELW BHI ELWOOD IO,GREENFIELD,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,GREENWOOD,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,HARTVILLE,2024 01
1,DESCO VAC CLEANER SUPPLY INC.,PrePaidOrder,ELW BHI ELWOOD IO,HAUPPAUGE,2024 01
1,"MENARD, INC.",PrePaidOrder,ELW BHI ELWOOD IO,HOLIDAY CITY,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,INDIANAPOLIS,2024 01
1,ORGILL BROTHERS & COMPANY,PrePaidOrder,ELW BHI ELWOOD IO,INWOOD,2024 01
1,BLAIN SUPPLY INCORPORATED,PrePaidOrder,ELW BHI ELWOOD IO,JANESVILLE,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,JOLIET,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,KANSAS CITY,2024 01
2,"NEBRASKA FURNITURE MART, INC",PrePaidOrder,ELW BHI ELWOOD IO,KANSAS CITY,2024 01
1,POWER SALES & ADVERTISING,PrePaidOrder,ELW BHI ELWOOD IO,LAFAYETTE,2024 01
11,POWER SALES & ADVERTISING,PrePaidOrder,ELW BHI ELWOOD IO,LENEXA,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,LEXINGTON,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,MEDINA,2024 01
12,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,MENOMONIE,2024 01
1,KOHL'S DEPARTMENT STORE,PrePaidOrder,ELW BHI ELWOOD IO,MIDDLETOWN,2024 01
1,POWER SALES & ADVERTISING,PrePaidOrder,ELW BHI ELWOOD IO,MINNEAPOLIS,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,MONTGOMERY,2024 01
1,WALGREEN COMPANY,PrePaidOrder,ELW BHI ELWOOD IO,MORENO VALLEY,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,MOUNT PLEASANT,2024 01
1,"BISSELL HOMECARE, INC.",PrePaidOrder,ELW BHI ELWOOD IO,NEW ORLEANS,2024 01
1,AAFES - HEADQUARTERS,PrePaidOrder,ELW BHI ELWOOD IO,NEWPORT NEWS,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,OCONOMOWOC,2024 01
2,"NEBRASKA FURNITURE MART, INC",PrePaidOrder,ELW BHI ELWOOD IO,OMAHA,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,ELW BHI ELWOOD IO,OSWEGO,2024 01
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,ELW BHI ELWOOD IO,OTTAWA,2024 01
1,PETSMART,PrePaidOrder,ELW BHI ELWOOD IO,OTTAWA,2024 01
1,"MENARD, INC.",PrePaidOrder,ELW BHI ELWOOD IO,PLANO,2024 01
2,RESORT SUPPLY INC.,PrePaidOrder,ELW BHI ELWOOD IO,PORTLAND,2024 01
1,ORGILL BROTHERS & COMPANY,PrePaidOrder,ELW BHI ELWOOD IO,POST FALLS,2024 01
3,VAC PARTS WAREHOUSE,PrePaidOrder,ELW BHI ELWOOD IO,ROCKWALL,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,SAN ANTONIO,2024 01
1,MARINE CORPS EXCHANGE,PrePaidOrder,ELW BHI ELWOOD IO,SAN BERNARDINO,2024 01
14,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,SEYMOUR,2024 01
1,"MENARD, INC.",PrePaidOrder,ELW BHI ELWOOD IO,SHELBY,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,ELW BHI ELWOOD IO,SHELBY TOWNSHIP,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,SIKESTON,2024 01
1,PETSMART,PrePaidOrder,ELW BHI ELWOOD IO,SPARKS,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,SPRING VALLEY,2024 01
8,"WAL-MART STORES, INC.",PrePaidOrder,ELW BHI ELWOOD IO,ST. JAMES,2024 01
3,HALO BRANDS SOLUTIONS,PrePaidOrder,ELW BHI ELWOOD IO,STERLING,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,STUARTS DRAFT,2024 01
1,"COLONY BRANDS, INC",PrePaidOrder,ELW BHI ELWOOD IO,SUN PRAIRIE,2024 01
1,"NEBRASKA FURNITURE MART, INC",PrePaidOrder,ELW BHI ELWOOD IO,THE COLONY,2024 01
1,ORGILL BROTHERS & COMPANY,PrePaidOrder,ELW BHI ELWOOD IO,TIFTON,2024 01
1,AAFES - HEADQUARTERS,PrePaidOrder,ELW BHI ELWOOD IO,WACO,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,ELW BHI ELWOOD IO,WILTON,2024 01
1,DO IT BEST CORP,PrePaidOrder,ELW BHI ELWOOD IO,WOODBURN,2024 01
4,VACPRO VIETNAM COMPANY LIMITED ,PrePaidOrder,GRA BHI GRAND RAPIDS IO,NHOH TRACH DISTRICT,2024 01
5,V.S. INDUSTRY BERHAD,PrePaidOrder,GRA BHI GRAND RAPIDS IO,SENAI,2024 01
2,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,ALBANY,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,APPLE VALLEY,2024 01
1,KROGER,PrePaidOrder,LAX BHI LOS ANGELES IO,AURORA,2024 01
1,WINCO FOODS DIST CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,BOISE,2024 01
2,SAM'S WHOLESALE CLUB,PrePaidOrder,LAX BHI LOS ANGELES IO,BUCKEYE,2024 01
10,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,BUCKEYE,2024 01
1,"FRED MEYER, INC. ACCTS PAYABLE",PrePaidOrder,LAX BHI LOS ANGELES IO,CHEHALIS,2024 01
1,"FRED MEYER, INC. ACCTS PAYABLE",PrePaidOrder,LAX BHI LOS ANGELES IO,CLACKAMAS,2024 01
1,"PUBLIX SUPER MARKETS, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,DACULA,2024 01
1,SAFEWAY,PrePaidOrder,LAX BHI LOS ANGELES IO,DENVER,2024 01
1,BEST BUY PURCHASING LLC,PrePaidOrder,LAX BHI LOS ANGELES IO,DINUBA,2024 01
1,S & K SALES CO,PrePaidOrder,LAX BHI LOS ANGELES IO,FIFE,2024 01
4,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,FONTANA,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,FONTANA,2024 01
1,C&S WHOLESALE GROCERS,PrePaidOrder,LAX BHI LOS ANGELES IO,HAMMOND,2024 01
1,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,LAS VEGAS,2024 01
1,S & K SALES CO,PrePaidOrder,LAX BHI LOS ANGELES IO,MIDLAND,2024 01
1,WALGREEN COMPANY,PrePaidOrder,LAX BHI LOS ANGELES IO,MORENO VALLEY,2024 01
3,SAM'S WHOLESALE CLUB,PrePaidOrder,LAX BHI LOS ANGELES IO,ONTARIO,2024 01
2,KOHL'S DEPARTMENT STORE,PrePaidOrder,LAX BHI LOS ANGELES IO,PATTERSON,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 01
1,KROGER,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 01
1,PEYTON'S,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 01
1,WINCO FOODS DIST CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,PHOENIX,2024 01
11,"WAL-MART STORES, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,PORTERVILLE,2024 01
1,"WEGMANS FOOD MARKETS, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,POTTSVILLE,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,REDLANDS,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,RIALTO,2024 01
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,RIALTO,2024 01
2,"AMAZON.COM.KYDC, INC.",PrePaidOrder,LAX BHI LOS ANGELES IO,RIVERSIDE,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,RIVERSIDE,2024 01
3,KOHL'S DEPARTMENT STORE,PrePaidOrder,LAX BHI LOS ANGELES IO,SAN BERNARDINO,2024 01
1,MARINE CORPS EXCHANGE,PrePaidOrder,LAX BHI LOS ANGELES IO,SAN BERNARDINO,2024 01
3,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,SHAFTER,2024 01
1,SAFEWAY,PrePaidOrder,LAX BHI LOS ANGELES IO,TOLLESON,2024 01
1,WINCO FOODS DIST CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,WOODBURN,2024 01
1,TARGET NORTHERN OPER. CENTER,PrePaidOrder,LAX BHI LOS ANGELES IO,WOODLAND,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,AMARILLO,2024 01
1,SUPPLY DEN INC,PrePaidOrder,PHA BHI PHARR IO,AUBURN HILLS,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,AUBURNDALE,2024 01
1,A&L SALES INC,PrePaidOrder,PHA BHI PHARR IO,BELLE CHASSE,2024 01
1,FERGUSON ENTERPRISES,PrePaidOrder,PHA BHI PHARR IO,BELLEVILLE,2024 01
1,VACUUM CLEANER EXCHANGE,PrePaidOrder,PHA BHI PHARR IO,BELLEVILLE,2024 01
1,MERCHANDISE MECCA.COM,PrePaidOrder,PHA BHI PHARR IO,BERKLEY,2024 01
1,SOUTHEASTERN PAPER GROUP,PrePaidOrder,PHA BHI PHARR IO,BROWNS SUMMIT,2024 01
1,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,BURLINGTON,2024 01
1,CLEANING STUFF,PrePaidOrder,PHA BHI PHARR IO,CALHOUN,2024 01
1,FEDEX KINKOS,PrePaidOrder,PHA BHI PHARR IO,CAMARILLO,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,CANTON,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,CARENCRO,2024 01
1,AMERICAN PAPER & SUPPLY CO,PrePaidOrder,PHA BHI PHARR IO,CARLSTADT,2024 01
1,A CLEANER PLACE,PrePaidOrder,PHA BHI PHARR IO,CHANDLER,2024 01
1,HD SUPPLY (MAINTENANCE WHSE),PrePaidOrder,PHA BHI PHARR IO,CITY OF INDUSTRY,2024 01
1,MAINTEX INC,PrePaidOrder,PHA BHI PHARR IO,CITY OF INDUSTRY,2024 01
1,SOUTHEASTERN PAPER GROUP,PrePaidOrder,PHA BHI PHARR IO,COLLEGE PARK,2024 01
1,J A D,PrePaidOrder,PHA BHI PHARR IO,COLLEGE POINT,2024 01
1,SUTTONS,PrePaidOrder,PHA BHI PHARR IO,CONCORD,2024 01
1,VERITIV OPERATING CO,PrePaidOrder,PHA BHI PHARR IO,CONCORD,2024 01
1,OAK LAWN VACUUM,PrePaidOrder,PHA BHI PHARR IO,COUNTRYSIDE,2024 01
1,"FLORIDA SUPPLY & CLEANING PRODUCTS, LLC",PrePaidOrder,PHA BHI PHARR IO,DAYTONA BEACH,2024 01
1,"CONSOLIDATED HOSPITALITY SUPPLIES, LLC",PrePaidOrder,PHA BHI PHARR IO,DENTON,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,FALL RIVER,2024 01
1,DACOTAH PAPER/DBA AMERICAN JAN,PrePaidOrder,PHA BHI PHARR IO,FARGO,2024 01
2,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,FISHERSVILLE,2024 01
1,"AMAZON.COM.KYDC, INC",PrePaidOrder,PHA BHI PHARR IO,FONTANA,2024 01
