TRACKING_MONTH,CARRIER,SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2024 06,ODFL,CHICAGO,IL,US,TOPEKA,KS,US,2,2,5,100
2024 07,ODFL,SEATTLE,WA,US,STOCKTON,CA,US,7,2,6,29
2024 06,RBTW,LANCASTER,TX,US,KANSAS CITY,KS,US,18,2,2,13
2024 07,ODFL,SEATTLE,WA,US,PHOENIX,AZ,US,5,3,8,60
2024 08,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,2,1,4,50
2024 08,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,3,2,5,100
2024 08,ODFL,RICHMOND,VA,US,JUPITER,FL,US,8,2,4,50
2024 08,ODFL,CHICAGO,IL,US,MT. CRAWFORD,VA,US,4,2,2,100
2024 08,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,24,2,4,88
2024 06,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,4,1,3,100
2024 06,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,9,2,6,78
2024 08,ODFL,CHICAGO,IL,US,TIFTON,GA,US,7,2,6,29
2024 08,ODFL,DALLAS,TX,US,ONTARIO,CA,US,12,3,7,25
2024 08,FXFE,DALLAS,TX,US,BURLINGTON,NJ,US,10,3,5,20
2024 08,ODFL,LANCASTER,TX,US,WACO,TX,US,2,1,1,50
2024 07,RBTW,CHICAGO,IL,US,RICHMOND,VA,US,27,2,3,5
2024 08,ODFL,LANCASTER,TX,US,SANGER,TX,US,2,1,2,100
2024 08,ODFL,LANCASTER,TX,US,SHAFTER,CA,US,1,3,5,100
2024 08,ODFL,RICHMOND,VA,US,NORTH CANTON,OH,US,6,2,3,34
2024 08,ODFL,RICHMOND,VA,US,DUNN,NC,US,8,1,4,25
2024 06,ODFL,LOSANGELES,CA,US,NEW BRAUNFELS,TX,US,2,3,4,100
2024 06,ODFL,CHICAGO,IL,US,ABINGDON,VA,US,2,1,4,100
2024 06,ODFL,LOSANGELES,CA,US,SANGER,TX,US,2,2,4,100
2024 08,RBTW,DALLAS,TX,US,LANCASTER,TX,US,1,1,1,100
2024 07,ODFL,RICHMOND,VA,US,CHARLOTTE,NC,US,2,1,2,100
2024 08,ODFL,CHICAGO,IL,US,LOGAN TOWNSHIP,NJ,US,2,2,6,50
2024 07,ODFL,DALLAS,TX,US,COPPELL,TX,US,6,1,5,50
2024 07,ODFL,LANCASTER,TX,US,NEWTON,NC,US,3,2,10,67
2024 08,ODFL,RICHMOND,VA,US,BLACK MOUNTAIN,NC,US,4,1,3,100
2024 06,ODFL,CHICAGO,IL,US,SUN PRAIRIE,WI,US,3,1,3,100
2024 09,ODFL,CHICAGO,IL,US,SHELBY,NC,US,2,2,3,100
2024 10,AFXN,RICHMOND,VA,US,CRANBURY,NJ,US,57,3,3,7
2024 07,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,13,2,6,85
2024 06,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,2,2,4,100
2024 10,ODFL,CHICAGO,IL,US,WARRENSVILLE HEIGHTS,OH,US,3,1,3,100
2024 09,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,27,6,3,15
2024 10,ODFL,RICHMOND,VA,US,JEFFERSON,GA,US,11,1,5,28
2024 09,ODFL,LOSANGELES,CA,US,PUYALLUP,WA,US,12,2,8,50
2024 09,RBTW,GRAND RAPIDS,MI,US,FENTON,MO,US,29,1,2,7
2024 10,ODFL,CHICAGO,IL,US,MILBANK,SD,US,7,2,4,29
2024 07,ODFL,RICHMOND,VA,US,DUNN,NC,US,6,1,2,17
2024 07,ODFL,LANCASTER,TX,US,CEDAR FALLS,IA,US,2,2,3,100
2024 07,ODFL,CHICAGO,IL,US,MARCY,NY,US,10,2,4,25
2024 07,ODFL,CHICAGO,IL,US,BROOKSVILLE,FL,US,4,3,4,100
2024 07,ODFL,CHICAGO,IL,US,MELROSE PARK,IL,US,2,1,4,100
2024 07,ODFL,LANCASTER,TX,US,MIDWAY,GA,US,1,2,4,100
2024 05,ODFL,LOSANGELES,CA,US,FINDLAY,OH,US,2,5,4,100
2024 08,ODFL,LOSANGELES,CA,US,PUYALLUP,WA,US,8,2,13,38
2024 07,ODFL,LOSANGELES,CA,US,OCONOMOWOC,WI,US,2,4,6,100
2024 07,ODFL,LANCASTER,TX,US,PLAINVIEW,TX,US,2,1,1,100
2024 07,ODFL,LANCASTER,TX,US,COLDWATER,MI,US,1,3,3,100
2024 07,ODFL,CHICAGO,IL,US,HATTIESBURG,MS,US,2,3,2,100
2024 07,ODFL,RICHMOND,VA,US,TEWKSBURY,MA,US,4,2,7,50
2024 07,ODFL,LANCASTER,TX,US,MENOMONIE,WI,US,1,3,3,100
2024 06,ODFL,RICHMOND,VA,US,MEDINA,OH,US,3,2,6,100
2024 07,ODFL,LANCASTER,TX,US,SUTHERLAND,VA,US,1,3,3,100
2024 07,ODFL,CHICAGO,IL,US,LOXLEY,AL,US,4,3,5,50
2024 10,ODFL,RICHMOND,VA,US,WELLS,ME,US,4,2,4,50
2024 10,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,21,1,4,16
2024 09,ODFL,CHICAGO,IL,US,TYLER,TX,US,6,2,4,67
2024 07,ODFL,LANCASTER,TX,US,DOUGLAS,GA,US,1,2,4,100
2024 09,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,14,1,3,75
2024 09,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,8,2,4,75
2024 09,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,12,2,4,92
2024 09,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,7,1,3,58
2024 09,ODFL,CHICAGO,IL,US,SHAKOPEE,MN,US,6,1,3,17
2024 10,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,19,2,6,100
2024 09,ODFL,RICHMOND,VA,US,CARLISLE,PA,US,21,1,4,34
2024 09,ODFL,CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,15,1,2,34
2024 07,ODFL,RICHMOND,VA,US,BENTONVILLE,AR,US,2,2,4,100
2024 09,ODFL,RICHMOND,VA,US,MADISON,AL,US,2,2,5,100
2024 09,ODFL,LOSANGELES,CA,US,CHEHALIS,WA,US,12,2,8,50
2024 09,ABFS,LOSANGELES,CA,US,SAN BERNARDINO,CA,US,14,1,5,13
2024 09,ODFL,CHICAGO,IL,US,INWOOD,WV,US,10,2,3,17
2024 09,ODFL,CHICAGO,IL,US,SMYRNA,DE,US,2,2,5,100
2024 09,ODFL,CHICAGO,IL,US,FT PIERCE,FL,US,4,3,6,50
2024 09,ODFL,DALLAS,TX,US,LONDON,OH,US,6,3,6,100
2024 06,ODFL,CHICAGO,IL,US,KENOSHA,WI,US,2,1,5,100
2024 08,RBTW,LOSANGELES,CA,US,SALEM,OR,US,4,4,2,34
2024 11,RBTW,LOSANGELES,CA,US,DINUBA,CA,US,2,1,2,50
2024 11,RBTW,RICHMOND,VA,US,CHICAGO,IL,US,12,2,3,10
2024 11,ODFL,RICHMOND,VA,US,BEAVER DAM,WI,US,4,3,5,50
2024 10,ODFL,CHICAGO,IL,US,LUGOFF,SC,US,6,2,3,50
2024 11,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,8,1,2,75
2024 11,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,13,1,3,77
2024 11,ODFL,LANCASTER,TX,US,SAN ANTONIO,TX,US,12,1,3,34
2024 11,ODFL,LANCASTER,TX,US,ROANOKE,TX,US,2,1,1,100
2024 09,ODFL,LANCASTER,TX,US,LUFKIN,TX,US,2,1,2,100
2024 07,ODFL,LOSANGELES,CA,US,RED BLUFF,CA,US,3,1,2,100
2024 07,ODFL,LANCASTER,TX,US,BROOKHAVEN,MS,US,1,1,2,100
2024 07,ODFL,LOSANGELES,CA,US,RICHMOND,VA,US,3,4,4,100
2024 10,ODFL,LOSANGELES,CA,US,STUARTS DRAFT,VA,US,2,4,5,100
2024 12,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,22,3,2,5
2024 12,ODFL,LANCASTER,TX,US,SANGER,TX,US,8,1,3,50
2024 09,ODFL,RICHMOND,VA,US,TAYLOR,PA,US,8,1,5,50
2024 10,ODFL,LOSANGELES,CA,US,STOCKTON,CA,US,15,1,10,25
2024 10,ODFL,RICHMOND,VA,US,SCHNECKSVILLE,PA,US,1,1,4,100
2024 10,RBTW,GRAND RAPIDS,MI,US,LOSANGELES,CA,US,6,7,7,17
2024 09,ODFL,CHICAGO,IL,US,CULLMAN,AL,US,6,2,4,34
2024 12,ODFL,LANCASTER,TX,US,SAN ANTONIO,TX,US,16,1,2,31
2024 09,RBTW,RICHMOND,VA,US,PATTERSON,CA,US,1,3,1,100
2025 01,ODFL,LANCASTER,TX,US,SANGER,TX,US,4,1,2,100
2025 01,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,6,1,3,34
2025 01,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,18,1,3,89
2025 01,ODFL,CHICAGO,IL,US,SHAKOPEE,MN,US,8,1,2,100
2025 01,ODFL,RICHMOND,VA,US,STAUNTON,VA,US,4,1,5,100
2025 01,ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,6,1,4,100
2025 01,ODFL,RICHMOND,VA,US,WINDSOR,CT,US,6,2,4,100
2024 09,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,6,1,3,100
2024 09,ODFL,RICHMOND,VA,US,POTTSVILLE,PA,US,3,1,2,100
2024 09,ODFL,DALLAS,TX,US,CHICAGO,IL,US,3,2,6,100
2024 08,ODFL,CHICAGO,IL,US,TOPEKA,KS,US,4,2,5,100
2024 10,ODFL,DALLAS,TX,US,MOUNT PLEASANT,PA,US,26,3,6,12
2024 11,ODFL,CHICAGO,IL,US,NORFOLK,NE,US,2,1,2,100
2024 09,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,10,1,4,25
2024 11,RBTW,CHICAGO,IL,US,LENEXA,KS,US,19,1,2,12
2024 11,ODFL,RICHMOND,VA,US,MEDINA,OH,US,3,2,6,100
2024 10,RBTW,LANCASTER,TX,US,ARDMORE,OK,US,2,1,1,100
2024 10,ABFS,RICHMOND,VA,US,FINDLAY,OH,US,1,3,5,100
2025 01,RBTW,CHICAGO,IL,US,LENEXA,KS,US,19,1,2,8
2025 02,ODFL,DALLAS,TX,US,LAS VEGAS,NV,US,12,4,6,25
2024 11,ODFL,LANCASTER,TX,US,WILTON,NY,US,4,3,6,50
2024 11,ODFL,LANCASTER,TX,US,TIFTON,GA,US,6,2,4,50
2024 09,ODFL,CHICAGO,IL,US,WILTON,NY,US,2,2,3,100
2024 11,ODFL,RICHMOND,VA,US,WINDSOR,CT,US,4,2,5,100
2024 11,ODFL,RICHMOND,VA,US,JACKSONVILLE,FL,US,13,2,8,24
2024 11,ODFL,LANCASTER,TX,US,BENTONVILLE,AR,US,2,1,4,100
2024 12,ODFL,LOSANGELES,CA,US,CHEHALIS,WA,US,15,2,8,60
2024 11,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,6,1,2,67
2024 10,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,2,1,8,100
2024 10,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,2,1,1,100
2024 12,ODFL,LANCASTER,TX,US,WILMER,TX,US,4,1,1,100
2024 12,ODFL,RICHMOND,VA,US,HATTIESBURG,MS,US,8,3,6,75
2025 02,ODFL,RICHMOND,VA,US,JACKSONVILLE,FL,US,17,2,6,42
2025 01,ODFL,LOSANGELES,CA,US,MERIDIAN,ID,US,2,2,2,100
2025 02,RBTW,CHICAGO,IL,US,LENEXA,KS,US,3,1,1,34
2025 03,ODFL,RICHMOND,VA,US,MARCY,NY,US,8,3,4,100
2025 03,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,12,1,2,80
2025 03,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,17,2,6,59
2024 11,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,2,1,5,50
2024 12,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,4,1,2,100
2024 11,ODFL,RICHMOND,VA,US,OCONOMOWOC,WI,US,4,3,5,100
2025 01,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,8,1,2,100
2025 01,ODFL,CHICAGO,IL,US,MADISON,WI,US,2,1,2,100
2024 12,ODFL,RICHMOND,VA,US,STAUNTON,VA,US,6,1,4,100
2025 02,ODFL,LOSANGELES,CA,US,AURORA,CO,US,7,2,6,58
2025 02,ODFL,RICHMOND,VA,US,LAKELAND,FL,US,8,2,8,75
2025 01,ODFL,LOSANGELES,CA,US,IRVINE,CA,US,2,1,2,100
2025 02,ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,6,1,4,100
2025 01,RBTW,RICHMOND,VA,US,FINDLAY,OH,US,2,6,2,50
2024 12,ODFL,LANCASTER,TX,US,PRESCOTT VALLEY,AZ,US,2,3,2,100
2024 12,ODFL,CHICAGO,IL,US,WILTON,NY,US,2,2,4,100
2024 11,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,2,2,4,100
2025 02,ODFL,DALLAS,TX,US,LONDON,OH,US,6,3,6,50
2024 11,ODFL,LANCASTER,TX,US,URBANA,IL,US,2,2,3,100
2025 03,ODFL,RICHMOND,VA,US,LENEXA,KS,US,3,2,4,100
2025 03,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,21,5,2,5
2025 03,ODFL,LOSANGELES,CA,US,CHEHALIS,WA,US,12,3,7,25
2025 03,ODFL,LANCASTER,TX,US,SAN ANTONIO,TX,US,12,1,4,17
2024 12,ODFL,LANCASTER,TX,US,LONGVIEW,TX,US,2,1,2,100
2025 02,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,4,1,2,100
2025 03,RBTW,LANCASTER,TX,US,ARDMORE,OK,US,2,6,1,50
2025 03,ODFL,RICHMOND,VA,US,MT. CRAWFORD,VA,US,6,2,3,67
2025 03,ODFL,LANCASTER,TX,US,TIFTON,GA,US,2,2,4,100
2025 03,ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,6,2,4,100
2025 03,ODFL,LANCASTER,TX,US,MIDWAY,GA,US,2,2,4,100
2025 03,ODFL,LANCASTER,TX,US,LOGAN TOWNSHIP,NJ,US,2,3,4,100
2025 03,ODFL,LANCASTER,TX,US,KANSAS CITY,KS,US,8,2,5,50
2025 02,ODFL,CHICAGO,IL,US,KENOSHA,WI,US,2,1,2,100
2025 03,ODFL,LOSANGELES,CA,US,APPLE VALLEY,CA,US,2,1,2,100
2025 02,RBTW,CHICAGO,IL,US,POMPANO BEACH,FL,US,2,2,2,50
2025 03,ODFL,CHICAGO,IL,US,CLINTON,IA,US,3,1,2,100
2025 03,ODFL,DALLAS,TX,US,MONTGOMERY,NY,US,2,4,7,100
2025 04,ODFL,RICHMOND,VA,US,MAGNOLIA,TX,US,2,2,3,100
2025 04,ODFL,LANCASTER,TX,US,WILMER,TX,US,8,1,1,100
2025 04,ODFL,DALLAS,TX,US,ORLANDO,FL,US,20,4,7,30
2025 04,ODFL,LANCASTER,TX,US,DAYTON,TX,US,2,1,2,100
2025 04,ODFL,DALLAS,TX,US,LONDON,OH,US,6,3,6,50
2025 03,ODFL,RICHMOND,VA,US,ST. JAMES,MO,US,2,2,5,100
2025 03,ODFL,RICHMOND,VA,US,URBANA,IL,US,2,2,4,100
2025 03,ODFL,CHICAGO,IL,US,TAYLOR,PA,US,2,2,5,100
2025 04,ODFL,LANCASTER,TX,US,SAN ANTONIO,TX,US,9,1,2,45
2025 04,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,10,1,2,80
2025 04,ODFL,LOSANGELES,CA,US,MERIDIAN,ID,US,2,2,4,100
2025 04,ODFL,RICHMOND,VA,US,SPRING VALLEY,IL,US,2,3,7,50
2025 04,ODFL,RICHMOND,VA,US,WELLS,ME,US,2,2,2,100
2025 04,ODFL,CHICAGO,IL,US,PEOSTA,IA,US,3,1,3,100
2025 04,ODFL,CHICAGO,IL,US,BROOKHAVEN,MS,US,2,2,7,100
2025 05,RBTW,CHICAGO,IL,US,GALESBURG,MI,US,35,3,2,5
2025 05,ODFL,DALLAS,TX,US,CHARLOTTE,NC,US,58,3,2,97
2025 05,ODFL,RICHMOND,VA,US,ABINGDON,VA,US,19,1,2,95
2025 05,RBTW,LOSANGELES,CA,US,MIDLOTHIAN,TX,US,8,2,3,75
2025 05,ODFL,LOSANGELES,CA,US,PALESTINE,TX,US,36,2,1,100
2025 05,ABFS,LOSANGELES,CA,US,SAN BERNARDINO,CA,US,12,0,1,34
2025 05,ODFL,LANCASTER,TX,US,LOVELAND,CO,US,33,2,2,72
2025 05,ODFL,CHICAGO,IL,US,BLAIR,NE,US,22,1,3,23
2025 05,ODFL,RICHMOND,VA,US,ZANESVILLE,OH,US,21,2,2,34
2025 05,ODFL,LOSANGELES,CA,US,SEARCY,AR,US,37,2,1,100
2025 05,ODFL,LOSANGELES,CA,US,RIVERSIDE,CA,US,21,1,2,77
2025 05,ODFL,LANCASTER,TX,US,SEARCY,AR,US,28,0,2,84
2025 05,ODFL,CHICAGO,IL,US,NEWTON,NC,US,44,2,1,73
2025 05,ODFL,RICHMOND,VA,US,TOPEKA,KS,US,1,3,6,100
2025 05,ODFL,CHICAGO,IL,US,PALESTINE,TX,US,23,2,3,66
2025 05,ODFL,LOSANGELES,CA,US,ROCKLIN,CA,US,18,1,2,84
2025 05,ABFS,RICHMOND,VA,US,MIDDLETOWN,OH,US,20,4,4,45
2025 05,ODFL,CHICAGO,IL,US,SEALY,TX,US,33,2,2,94
2025 05,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,13,2,1,100
2025 05,ODFL,RICHMOND,VA,US,OCONOMOWOC,WI,US,20,3,4,40
2025 05,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,50,3,2,40
2025 05,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,15,2,1,100
2025 05,ODFL,LOSANGELES,CA,US,MORENO VALLEY,CA,US,6,0,2,84
2025 05,FXFC,MILTON,ON,CA,LONDON,ON,CA,10,0,9,34
2025 05,ODFL,CHICAGO,IL,US,THE COLONY,TX,US,4,2,12,50
2025 05,ODFL,LOSANGELES,CA,US,TRACY,CA,US,12,0,1,75
2025 05,ODFL,RICHMOND,VA,US,PLANT CITY,FL,US,73,2,3,59
2025 05,ODFL,RICHMOND,VA,US,SALISBURY,NC,US,19,1,1,100
2024 06,ODFL,SEATTLE,WA,US,PUYALLUP,WA,US,12,1,6,92
2024 06,ODFL,CHICAGO,IL,US,PRESCOTT VALLEY,AZ,US,8,4,7,25
2024 06,ODFL,RICHMOND,VA,US,SMYRNA,DE,US,8,1,3,67
2024 07,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,26,1,4,58
2024 05,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,2,2,4,50
2024 06,ODFL,CHICAGO,IL,US,COLORADO SPRINGS,CO,US,8,3,7,25
2024 06,ODFL,LANCASTER,TX,US,DAYTON,TX,US,2,1,2,50
2024 07,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,80,4,2,60
2024 06,ODFL,CHICAGO,IL,US,DACULA,GA,US,8,2,7,100
2024 06,ODFL,LOSANGELES,CA,US,MIDLOTHIAN,TX,US,6,2,7,34
2024 06,ODFL,LOSANGELES,CA,US,GALESBURG,MI,US,6,4,6,34
2024 06,ODFL,CHICAGO,IL,US,LUGOFF,SC,US,8,2,4,100
2024 07,ODFL,SEATTLE,WA,US,RICHMOND,VA,US,3,5,7,100
2024 07,ODFL,LOSANGELES,CA,US,LANCASTER,TX,US,3,2,4,100
2024 07,ODFL,RICHMOND,VA,US,FT PIERCE,FL,US,6,2,4,50
2024 06,ODFL,CHICAGO,IL,US,LOXLEY,AL,US,6,3,4,34
2024 08,ODFL,RICHMOND,VA,US,STAUNTON,VA,US,10,1,6,20
2024 08,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,6,1,5,34
2024 07,ODFL,CHICAGO,IL,US,ST. CLOUD,MN,US,4,1,4,100
2024 07,ODFL,RICHMOND,VA,US,SANGER,TX,US,2,2,5,100
2024 06,ODFL,CHICAGO,IL,US,NORTH CANTON,OH,US,5,1,3,40
2024 06,ODFL,CHICAGO,IL,US,LAKELAND,FL,US,5,3,5,20
2024 06,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,8,2,6,75
2024 06,RBTW,GRAND RAPIDS,MI,US,FENTON,MO,US,11,1,2,20
2024 07,ODFL,CHICAGO,IL,US,SUN PRAIRIE,WI,US,3,1,1,100
2024 08,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,4,2,4,50
2024 08,ODFL,CHICAGO,IL,US,SEARCY,AR,US,18,2,4,29
2024 08,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,14,1,3,15
2024 08,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,14,1,2,50
2024 08,ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,8,1,4,75
2024 08,ODFL,CHICAGO,IL,US,SMYRNA,DE,US,6,2,4,100
2024 08,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,10,2,3,40
2024 08,ODFL,SEATTLE,WA,US,LOVELAND,CO,US,6,2,3,34
2024 08,ODFL,CHICAGO,IL,US,LAKELAND,FL,US,2,3,7,100
2024 07,ODFL,RICHMOND,VA,US,WELLS,ME,US,6,2,3,100
2024 07,ODFL,DALLAS,TX,US,FENTON,MO,US,16,3,4,70
2024 08,ODFL,LANCASTER,TX,US,LUGOFF,SC,US,5,2,7,25
2024 08,ODFL,RICHMOND,VA,US,HATTIESBURG,MS,US,8,3,5,75
2024 08,ODFL,CHICAGO,IL,US,URBANA,IL,US,2,1,1,100
2024 08,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,8,1,3,50
2024 08,ODFL,CHICAGO,IL,US,MOUNT VERNON,IL,US,8,2,3,25
2024 08,ODFL,LANCASTER,TX,US,RIALTO,CA,US,1,2,3,100
2024 08,ODFL,LOSANGELES,CA,US,MERIDIAN,ID,US,2,2,4,100
2024 08,ODFL,CHICAGO,IL,US,MEDINA,OH,US,5,1,6,60
2024 08,ODFL,CHICAGO,IL,US,PHOENIX,AZ,US,6,3,7,34
2024 07,ODFL,CHICAGO,IL,US,KENOSHA,WI,US,2,1,2,100
2024 08,ODFL,LOSANGELES,CA,US,NEWPORT NEWS,VA,US,3,4,9,100
2024 07,ODFL,CHICAGO,IL,US,PRESCOTT VALLEY,AZ,US,12,4,5,40
2024 07,ODFL,RICHMOND,VA,US,SEALY,TX,US,4,2,5,50
2024 06,ODFL,RICHMOND,VA,US,SHELBY,NC,US,6,1,3,50
2024 09,ODFL,RICHMOND,VA,US,SUFFOLK,VA,US,8,1,2,50
2024 07,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,6,1,6,50
2024 07,ODFL,LANCASTER,TX,US,HUTCHINSON,KS,US,1,1,1,100
2024 07,ODFL,CHICAGO,IL,US,BROOKHAVEN,MS,US,2,2,3,100
2024 10,ODFL,LANCASTER,TX,US,RIVERSIDE,CA,US,11,1,4,19
2024 06,ODFL,CHICAGO,IL,US,URBANA,IL,US,2,1,2,100
2024 07,RBTW,RICHMOND,VA,US,FINDLAY,OH,US,4,1,2,25
2024 07,RBTW,LANCASTER,TX,US,LENEXA,KS,US,2,1,1,100
2024 06,ODFL,CHICAGO,IL,US,HOPE MILLS,NC,US,2,2,5,100
2024 07,ODFL,CHICAGO,IL,US,PLANO,IL,US,12,1,3,20
2024 07,ODFL,LOSANGELES,CA,US,MIDWAY,GA,US,6,4,7,50
2024 07,ODFL,CHICAGO,IL,US,PLAINVIEW,TX,US,2,3,5,100
2024 09,ODFL,CHICAGO,IL,US,LUGOFF,SC,US,8,2,4,67
2024 09,ODFL,RICHMOND,VA,US,WINDSOR,CT,US,8,2,5,38
2024 07,ODFL,LANCASTER,TX,US,HOPKINSVILLE,KY,US,1,2,3,100
2024 09,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,91,4,2,43
2024 09,ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,8,1,5,100
2024 09,ODFL,CHICAGO,IL,US,MIDLOTHIAN,TX,US,4,2,3,100
2024 09,ODFL,CHICAGO,IL,US,VILLA RICA,GA,US,6,2,4,34
2024 09,ODFL,LANCASTER,TX,US,KANSAS CITY,KS,US,8,1,8,25
2024 09,ODFL,CHICAGO,IL,US,SHELBY,IA,US,10,1,3,75
2024 11,ODFL,RICHMOND,VA,US,DUBLIN,GA,US,2,2,7,100
2024 09,RBTW,RICHMOND,VA,US,CHICAGO,IL,US,7,2,3,17
2024 11,ODFL,RICHMOND,VA,US,UXBRIDGE,MA,US,9,2,6,34
2024 11,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,8,1,2,50
2024 11,ODFL,CHICAGO,IL,US,MIDLAND,GA,US,2,2,3,100
2024 11,ODFL,CHICAGO,IL,US,BLUFFTON,IN,US,10,1,7,100
2024 11,ODFL,CHICAGO,IL,US,PLANO,IL,US,8,1,2,25
2024 11,RBTW,CHICAGO,IL,US,GROVEPORT,OH,US,12,1,1,20
2024 07,ODFL,RICHMOND,VA,US,LENEXA,KS,US,12,2,5,100
2024 07,ODFL,CHICAGO,IL,US,CLEVELAND,TN,US,6,2,8,100
2024 07,ODFL,LOSANGELES,CA,US,LUGOFF,SC,US,2,4,7,100
2024 07,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,8,2,6,25
2024 12,ODFL,CHICAGO,IL,US,NORFOLK,NE,US,2,1,4,100
2024 10,ODFL,LANCASTER,TX,US,BOYNTON BEACH,FL,US,2,2,7,100
2024 12,RBTW,CHICAGO,IL,US,RICHMOND,VA,US,14,2,3,19
2024 10,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,8,1,2,88
2024 10,ODFL,RICHMOND,VA,US,SPRING VALLEY,IL,US,2,3,6,50
2025 01,ODFL,RICHMOND,VA,US,JEFFERSON,GA,US,6,1,2,34
2025 01,ODFL,CHICAGO,IL,US,NEWTON,NC,US,4,2,4,50
2024 10,ODFL,LANCASTER,TX,US,WILMER,TX,US,6,1,2,34
2024 09,ODFL,LANCASTER,TX,US,PORTLAND,TN,US,2,2,5,100
2024 10,ODFL,LANCASTER,TX,US,ROANOKE,TX,US,4,1,1,100
2024 09,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,10,1,3,25
2024 09,RBTW,LANCASTER,TX,US,FREDERICKSBURG,VA,US,1,2,1,100
2024 09,ODFL,RICHMOND,VA,US,TYLER,TX,US,4,3,6,75
2024 10,ODFL,CHICAGO,IL,US,PLANO,IL,US,14,1,2,20
2024 08,ODFL,SEATTLE,WA,US,GALESBURG,MI,US,2,5,7,100
2024 08,ODFL,CHICAGO,IL,US,TYLER,TX,US,4,2,6,75
2024 08,ODFL,LANCASTER,TX,US,CHARLOTTE,NC,US,3,2,4,100
2024 08,ODFL,LANCASTER,TX,US,BUCKEYE,AZ,US,1,2,2,100
2024 08,ODFL,LOSANGELES,CA,US,TOPEKA,KS,US,2,3,6,100
2024 08,ODFL,LOSANGELES,CA,US,ALBANY,OR,US,4,2,6,50
2024 08,ODFL,SEATTLE,WA,US,PHOENIX,AZ,US,2,3,6,100
2024 09,ODFL,RICHMOND,VA,US,GALESBURG,MI,US,4,2,6,50
2024 10,ODFL,LANCASTER,TX,US,SANGER,TX,US,2,1,2,100
