TRACKING_MONTH,CARRIER,SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2025 01,ODFL,LANCASTER,TX,US,PHOENIX,AZ,US,2,2,2,100
2025 03,ODFL,RICHMOND,VA,US,LA GRANGE,GA,US,2,2,3,100
2025 02,ODFL,CHICAGO,IL,US,SUTHERLAND,VA,US,2,3,4,50
2025 03,ODFL,RICHMOND,VA,US,BENTONVILLE,AR,US,2,2,6,100
2025 04,ODFL,CHICAGO,IL,US,GREENFIELD,IN,US,2,1,2,100
2025 04,ODFL,RICHMOND,VA,US,BURLINGTON,NJ,US,10,1,4,70
2025 03,ODFL,LANCASTER,TX,US,MIDLOTHIAN,TX,US,6,1,1,100
2025 04,ODFL,CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,9,1,4,34
2025 04,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,4,1,5,50
2025 04,ODFL,CHICAGO,IL,US,CUMMING,IA,US,10,1,2,20
2025 04,ODFL,DALLAS,TX,US,LITHIA SPRINGS,GA,US,6,3,7,34
2025 04,ODFL,DALLAS,TX,US,HOUSTON,TX,US,11,1,4,28
2025 04,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,12,1,2,100
2025 04,ODFL,CHICAGO,IL,US,MADISON,AL,US,3,2,6,67
2025 04,ODFL,CHICAGO,IL,US,AMSTERDAM,NY,US,3,2,4,67
2025 04,ODFL,CHICAGO,IL,US,OSWEGO,IL,US,4,1,2,50
2025 04,ODFL,DALLAS,TX,US,COPPELL,TX,US,6,1,6,50
2025 04,ODFL,LOSANGELES,CA,US,MOUNT PLEASANT,IA,US,3,4,6,34
2025 04,ODFL,LANCASTER,TX,US,WACO,TX,US,8,1,1,67
2025 04,FXFC,MILTON,ON,CA,WOODSTOCK,ON,CA,2,1,1,100
2025 04,ODFL,LOSANGELES,CA,US,WOODLAND,CA,US,6,1,4,100
2025 04,ODFL,DALLAS,TX,US,MONTGOMERY,NY,US,4,4,7,50
2025 04,ODFL,CHICAGO,IL,US,OMAHA,NE,US,5,1,5,100
2025 04,ODFL,LOSANGELES,CA,US,SEALY,TX,US,2,3,6,100
2025 04,ODFL,CHICAGO,IL,US,FT PIERCE,FL,US,4,3,7,100
2025 04,ODFL,CHICAGO,IL,US,CULLMAN,AL,US,6,2,5,100
2025 04,ODFL,LANCASTER,TX,US,PORTERVILLE,CA,US,2,3,5,50
2025 04,ODFL,LANCASTER,TX,US,GRANTSVILLE,UT,US,2,2,4,100
2025 04,ODFL,CHICAGO,IL,US,BLUFFTON,IN,US,4,1,5,100
2025 04,ODFL,LOSANGELES,CA,US,LOGAN TOWNSHIP,NJ,US,1,5,6,100
2025 04,ODFL,CHICAGO,IL,US,KENOSHA,WI,US,3,1,2,100
2025 04,AEQC,RICHMOND,VA,US,JEFFERSON,GA,US,12,1,2,67
2025 04,ODFL,LANCASTER,TX,US,CULLMAN,AL,US,2,2,4,100
2025 05,ODFL,DALLAS,TX,US,ORLANDO,FL,US,68,4,4,93
2025 05,ODFL,CHICAGO,IL,US,MADISON,AL,US,86,2,2,82
2025 05,ODFL,CHICAGO,IL,US,STUARTS DRAFT,VA,US,79,2,2,67
2025 05,ODFL,LOSANGELES,CA,US,SMYRNA,DE,US,60,4,1,60
2025 05,ODFL,LANCASTER,TX,US,PORTERVILLE,CA,US,6,3,3,67
2025 05,ODFL,CHICAGO,IL,US,OTTAWA,KS,US,27,2,2,89
2025 05,ODFL,LOSANGELES,CA,US,PLAINVIEW,TX,US,42,2,1,100
2025 05,ODFL,CHICAGO,IL,US,SHAFTER,CA,US,64,4,4,49
2025 05,ODFL,LOSANGELES,CA,US,PATTERSON,CA,US,27,0,2,84
2025 05,ODFL,DALLAS,TX,US,LITHIA SPRINGS,GA,US,64,3,3,97
2025 05,ODFL,LANCASTER,TX,US,OLIVE BRANCH,MS,US,7,0,3,25
2025 05,ODFL,LOSANGELES,CA,US,ALBANY,OR,US,59,1,3,55
2025 05,ODFL,DALLAS,TX,US,COPPELL,TX,US,58,1,3,97
2025 05,ODFL,LANCASTER,TX,US,CULLMAN,AL,US,72,2,1,100
2025 05,ODFL,LOSANGELES,CA,US,OCEAN SHORES,WA,US,2,3,3,100
2025 05,ODFL,RICHMOND,VA,US,GOODLETTSVILLE,TN,US,30,2,2,94
2025 05,ODFL,LANCASTER,TX,US,INDIANAPOLIS,IN,US,29,1,1,100
2025 05,ODFL,LOSANGELES,CA,US,SPARKS,NV,US,6,0,3,34
2025 05,ODFL,DALLAS,TX,US,NORTHLAKE,IL,US,87,3,3,62
2025 05,ODFL,RICHMOND,VA,US,DACULA,GA,US,14,1,2,93
