SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,CARRIER,SPOT_RATE,DISTANCE,COST_PER_MILE
ELWOOD,IL,US,JEFFERSON,GA,US,TL,BNCH,5106.73,709.5,7.05
RICHMOND,VA,US,HAMPTON,GA,US,LTL,ODFL,253.6,538,0.47
ELWOOD,IL,US,LUGOFF,SC,US,TL,RBTW,2182.03,824,2.55
RICHMOND,VA,US,MOUNT VERNON,TX,US,LTL,SEFL,382.1,1156,0.35
RICHMOND,VA,US,HAGERSTOWN,MD,US,TL,RBTW,919.91,168,5.32
RICHMOND,VA,US,WILLIAMSVILLE,NY,US,LTL,ODFL,150.1,460,0.33
RICHMOND,VA,US,OPA LOCKA,FL,US,LTL,ODFL,152.29,933,0.17
RICHMOND,VA,US,WARRENSVILLE HEIGHTS,OH,US,LTL,ODFL,150.76,439,0.33
RICHMOND,VA,US,STRATFORD,CT,US,LTL,ODFL,150.12,392,0.39
RICHMOND,VA,US,EDISON,NJ,US,LTL,ODFL,145.95,301,0.5
RICHMOND,VA,US,FLEMINGTON,NJ,US,LTL,ODFL,149.72,289,0.53
SUMNER,WA,US,FRIDLEY,MN,US,LTL,ODFL,244.79,1606,0.15
LANCASTER,TX,US,CHINO,CA,US,PARCEL,FDEG,5164.6,1340,3.73
LANCASTER,TX,US,MIAMI,FL,US,LTL,ODFL,567.58,1298,0.43
LANCASTER,TX,US,GRAND RAPIDS,MI,US,LTL,ODFL,567.94,1085,0.54
REDLANDS,CA,US,CHESAPEAKE,VA,US,LTL,ODFL,5784.18,2602,2.31
PHARR,TX,US,BATON ROUGE,LA,US,LTL,ODFL,212.22,612,0.33
REDLANDS,CA,US,NEWNAN,GA,US,LTL,ODFL,530.64,2074,0.26
REDLANDS,CA,US,BUCKEYE,AZ,US,PARCEL,FDEG,5186,280,17.89
REDLANDS,CA,US,RANCHO SANTA MARGARITA,CA,US,LTL,ODFL,196.49,60,3.41
REDLANDS,CA,US,AUBURNDALE,FL,US,TL,RBTW,8853.78,2387,3.65
LANCASTER,TX,US,PARK CITY,KS,US,TL,RBTW,963.28,384.33,2.45
PHARR,TX,US,FOUNTAIN INN,SC,US,TL,TFIN,4916.1,1283,3.9
PHARR,TX,US,BURNSVILLE,MN,US,PARCEL,FDEG,4788.1,1412,3.54
PHARR,TX,US,STAMFORD,CT,US,LTL,ODFL,153.76,1982,0.08
PHARR,TX,US,MARIANNA,FL,US,LTL,ODFL,384.77,990,0.37
PHARR,TX,US,SARASOTA,FL,US,LTL,ODFL,953.68,1334,0.73
PHARR,TX,US,SPRINGFIELD,OR,US,LTL,EXLA,241.26,2284,0.11
PHARR,TX,US,BOSSIER CITY,LA,US,LTL,ODFL,283.79,583,0.49
PHARR,TX,US,WICHITA,KS,US,LTL,ODFL,178.96,852,0.21
ELWOOD,IL,US,CEDAR FALLS,IA,US,LTL,ODFL,279.71,277,1.01
RICHMOND,VA,US,KILGORE,TX,US,PARCEL,FDEG,5137.25,1178,4.24
RICHMOND,VA,US,CUMMING,GA,US,LTL,ODFL,158.43,500,0.32
SUMNER,WA,US,NEWPORT NEWS,VA,US,LTL,ODFL,827.43,2834,0.29
SUMNER,WA,US,PORTLAND,OR,US,TL,RBTW,620.57,149,3.99
LANCASTER,TX,US,DACULA,GA,US,LTL,ODFL,548.9,817,0.64
LANCASTER,TX,US,DALLAS,TX,US,LTL,ABFS,311.88,12,26.09
LANCASTER,TX,US,OPELOUSAS,LA,US,PARCEL,FDEG,5050.28,364,13.73
REDLANDS,CA,US,OLIVE BRANCH,MS,US,TL,RBTW,4741.11,1739,2.72
REDLANDS,CA,US,MADISON,AL,US,TL,RBTW,4545.08,1925,2.46
PHARR,TX,US,TUSCALOOSA,AL,US,LTL,ODFL,205.2,934,0.22
REDLANDS,CA,US,ONTARIO,CA,US,PARCEL,FDEG,4879.3,29,173.66
LANCASTER,TX,US,FREDERICKSBURG,VA,US,LTL,ODFL,821.58,1272,0.64
LANCASTER,TX,US,WACO,TX,US,TL,RBQT,452.72,87,5.3
PHARR,TX,US,FALL RIVER,MA,US,TL,RBTW,5833.55,2136,2.68
PHARR,TX,US,INDIANAPOLIS,IN,US,PARCEL,FDEG,4930.15,1342,3.73
PHARR,TX,US,WHITE PLAINS,MD,US,PARCEL,FDEG,4807.95,1717,2.91
ELWOOD,IL,US,NEW CASTLE,DE,US,TL,RBTW,2493.47,759,3.34
GRAND RAPIDS,MI,US,ELWOOD,IL,US,TL,HOSD,693.56,200.39,3.47
GRAND RAPIDS,MI,US,RICHMOND,VA,US,TL,AEQC,2261.51,733.71,3.05
ELWOOD,IL,US,KILGORE,TX,US,PARCEL,FDEG,4902.15,837,5.97
ELWOOD,IL,US,BERKLEY,MI,US,LTL,ODFL,157.8,302,0.53
ELWOOD,IL,US,ROMEOVILLE,IL,US,TL,RBTW,405.82,21,18.94
ELWOOD,IL,US,ROCKLIN,CA,US,LTL,ODFL,755.75,1989,0.38
ELWOOD,IL,US,SAN BERNARDINO,CA,US,LTL,ABFS,220.77,1940,0.12
ELWOOD,IL,US,GREENWOOD,IN,US,TL,HOSD,923.02,197,4.68
ELWOOD,IL,US,LEWISBERRY,PA,US,LTL,ODFL,475.26,680.2,0.7
ELWOOD,IL,US,LEWISBERRY,PA,US,TL,RBTW,2358.1,680,3.42
ELWOOD,IL,US,AMSTERDAM,NY,US,LTL,ODFL,417.96,796.96,0.53
ELWOOD,IL,US,CHAMBERSBURG,PA,US,LTL,ODFL,318.27,639,0.49
ELWOOD,IL,US,CHARLOTTE,NC,US,LTL,ODFL,460.13,738,0.63
ELWOOD,IL,US,OSWEGO,IL,US,LTL,ODFL,153.25,33,4.64
ELWOOD,IL,US,MEDINA,OH,US,LTL,ODFL,299.28,360.45,0.83
ELWOOD,IL,US,BELOIT,WI,US,TL,AFXN,551.12,114,4.86
ELWOOD,IL,US,FISKDALE,MA,US,LTL,ODFL,295.01,926.08,0.32
ELWOOD,IL,US,SUN PRAIRIE,WI,US,LTL,ODFL,305.44,162,1.89
ELWOOD,IL,US,NORFOLK,NE,US,LTL,ODFL,372.87,531,0.7
ELWOOD,IL,US,EDWARDSVILLE,IL,US,LTL,ODFL,192.5,228,0.85
ELWOOD,IL,US,EDWARDSVILLE,IL,US,TL,RBTW,867.42,228,3.77
ELWOOD,IL,US,N. KINGSTOWN,RI,US,LTL,ODFL,1344.72,971.5,1.34
ELWOOD,IL,US,BURLINGTON,NJ,US,LTL,ODFL,408,792.91,0.52
ELWOOD,IL,US,POST FALLS,ID,US,PARCEL,FDEG,4918.35,1708,2.93
ELWOOD,IL,US,BLUFFTON,IN,US,LTL,ODFL,592.57,192,3.11
ELWOOD,IL,US,WURTSBORO,NY,US,LTL,ABFS,266.51,803.55,0.34
ELWOOD,IL,US,LIVONIA,MI,US,TL,AFXN,954.71,284,3.37
ELWOOD,IL,US,TIFTON,GA,US,LTL,ODFL,350.77,859,0.41
ELWOOD,IL,US,INWOOD,WV,US,LTL,ODFL,271.59,651,0.42
ELWOOD,IL,US,BROOKPARK,OH,US,LTL,ODFL,458.54,353,1.28
ELWOOD,IL,US,MANCHESTER,CT,US,LTL,ODFL,223.13,918,0.25
ELWOOD,IL,US,ROCKWALL,TX,US,LTL,ODFL,139.11,868,0.16
ELWOOD,IL,US,OCONOMOWOC,WI,US,LTL,ODFL,274.14,139,1.96
ELWOOD,IL,US,FT PIERCE,FL,US,LTL,ODFL,452.07,1214.33,0.37
ELWOOD,IL,US,SHELBY,NC,US,LTL,ODFL,335.12,706.2,0.48
ELWOOD,IL,US,DOUGLAS,GA,US,TL,LRGR,2503.48,873,2.89
ELWOOD,IL,US,MARCY,NY,US,LTL,ODFL,284.84,737.17,0.38
ELWOOD,IL,US,ST. JAMES,MO,US,LTL,ODFL,621.33,346,1.78
ELWOOD,IL,US,BROOKSVILLE,FL,US,LTL,ODFL,435.53,1088.3,0.4
ELWOOD,IL,US,CHESTERFIELD,MI,US,LTL,ODFL,587.61,330,1.84
ELWOOD,IL,US,ST. JAMES,NY,US,LTL,ODFL,133.57,868.79,0.15
ELWOOD,IL,US,SPRINGFIELD,OR,US,LTL,EXLA,816.23,2074.5,0.4
ELWOOD,IL,US,CHIPPEWA FALLS,WI,US,LTL,ODFL,360.9,339.51,1.06
ELWOOD,IL,US,OAK BROOK,IL,US,LTL,ODFL,129.22,38,3.54
RICHMOND,VA,US,CARLISLE,PA,US,TL,AEQC,932.74,205.77,4.53
RICHMOND,VA,US,MIRA LOMA,CA,US,LTL,FXFE,5456.93,2544,2.17
RICHMOND,VA,US,LANSING,MI,US,PARCEL,FDEG,4998.26,662.6,7.55
RICHMOND,VA,US,PLAINFIELD,IN,US,LTL,ODFL,819.41,620.25,1.31
RICHMOND,VA,US,FALL RIVER,MA,US,TL,RBTW,1919.74,522.7,3.64
RICHMOND,VA,US,WEST JORDAN,UT,US,TL,RBTW,4538.42,2097.6,2.17
RICHMOND,VA,US,FINDLAY,OH,US,TL,BNCH,5011.94,539.66,9.27
RICHMOND,VA,US,ZANESVILLE,OH,US,LTL,ODFL,595.21,406.47,1.46
RICHMOND,VA,US,COLLEGE PARK,GA,US,TL,BNCH,5034.14,524.67,9.53
RICHMOND,VA,US,CHARLOTTE,NC,US,TL,RBTW,921.14,275,3.39
RICHMOND,VA,US,ALACHUA,FL,US,LTL,ODFL,451.6,669,0.68
RICHMOND,VA,US,NORTH CANTON,OH,US,TL,RBTW,1078.35,413.72,2.58
RICHMOND,VA,US,YORK,PA,US,LTL,ODFL,336.95,194.74,1.73
RICHMOND,VA,US,DUNN,NC,US,LTL,ODFL,146.46,184,0.79
RICHMOND,VA,US,UXBRIDGE,MA,US,TL,RBTW,1988.93,507.8,3.9
RICHMOND,VA,US,SALT LAKE CITY,UT,US,TL,RBTW,4384.35,2088,2.15
RICHMOND,VA,US,CARLISLE,PA,US,LTL,ODFL,283.41,205.56,1.38
RICHMOND,VA,US,MONROE,OH,US,LTL,PITD,116.95,506,0.23
RICHMOND,VA,US,BURLINGTON,NJ,US,LTL,ODFL,385.22,258.36,1.5
RICHMOND,VA,US,INDIANAPOLIS,IN,US,LTL,ODFL,362.64,605.83,0.61
RICHMOND,VA,US,WURTSBORO,NY,US,LTL,ABFS,525.71,394.19,1.34
RICHMOND,VA,US,MACON,GA,US,LTL,ABFS,315.7,554.28,0.57
RICHMOND,VA,US,WINCHESTER,VA,US,LTL,ABFS,548.51,140,3.94
RICHMOND,VA,US,NORFOLK,VA,US,LTL,ODFL,158.39,91,1.73
RICHMOND,VA,US,ALTAMONT,NY,US,LTL,ODFL,222.91,476,0.46
RICHMOND,VA,US,ROCK TAVERN,NY,US,TL,AFXN,1467.35,386.74,3.77
RICHMOND,VA,US,CLEAR BROOK,VA,US,TL,AFXN,828.46,145,5.69
RICHMOND,VA,US,LANCASTER,TX,US,LTL,ODFL,805.92,1265,0.64
RICHMOND,VA,US,CULLMAN,AL,US,LTL,ODFL,336.76,651.67,0.52
RICHMOND,VA,US,SHELBY,NC,US,TL,RBTW,707.56,307.4,2.36
RICHMOND,VA,US,APPLE VALLEY,CA,US,LTL,ODFL,407.6,2499,0.16
RICHMOND,VA,US,MARCY,NY,US,TL,RBTW,1477.13,489.63,3.02
RICHMOND,VA,US,AUBURN,MA,US,LTL,ODFL,145.57,499,0.3
RICHMOND,VA,US,MIAMI,FL,US,TL,RBTW,2443.66,940,2.61
RICHMOND,VA,US,WILLOUGHBY,OH,US,LTL,ODFL,138.59,448,0.32
RICHMOND,VA,US,BURLINGTON,NC,US,LTL,ODFL,136.95,170,0.78
RICHMOND,VA,US,CAMP HILL,PA,US,TL,BNCH,5015.25,214,23.38
SUMNER,WA,US,CHINO,CA,US,LTL,ODFL,166.39,1141,0.14
SUMNER,WA,US,LOVELAND,CO,US,LTL,ODFL,402.33,1245,0.32
SUMNER,WA,US,PATTERSON,CA,US,TL,RBTW,1345.88,807,1.65
SUMNER,WA,US,MODESTO,CA,US,LTL,ODFL,242.7,797,0.3
LANCASTER,TX,US,PALESTINE,TX,US,TL,DNGS,616.88,105,5.87
LANCASTER,TX,US,WAXAHACHIE,TX,US,LTL,ODFL,163.29,19,8.47
LANCASTER,TX,US,TOPEKA,KS,US,TL,RBTW,1066.25,485.83,2.2
LANCASTER,TX,US,CHINO,CA,US,LTL,ODFL,223.48,1340,0.17
LANCASTER,TX,US,NEW BRAUNFELS,TX,US,TL,RBTW,733.54,233,3.15
LANCASTER,TX,US,LEWISBERRY,PA,US,LTL,ODFL,192.27,1383,0.14
LANCASTER,TX,US,COPPELL,TX,US,TL,LOAM,559.8,28.77,19.44
LANCASTER,TX,US,SANGER,TX,US,LTL,ODFL,203.3,62.88,3.22
LANCASTER,TX,US,WACO,TX,US,TL,RBTW,509.83,87,5.87
LANCASTER,TX,US,WACO,TX,US,LTL,ODFL,283.22,87,3.27
LANCASTER,TX,US,DFW AIRPORT,TX,US,LTL,ODFL,238.43,27,8.51
LANCASTER,TX,US,RIALTO,CA,US,TL,RBTW,1925.14,1323.67,1.46
LANCASTER,TX,US,JANESVILLE,WI,US,LTL,ODFL,673.07,959.67,0.7
LANCASTER,TX,US,DALLAS,TX,US,TL,BNCH,4958.4,13.53,370.22
LANCASTER,TX,US,TOPEKA,KS,US,LTL,EXLA,173.18,485.89,0.36
LANCASTER,TX,US,SALEM,OR,US,LTL,ODFL,1428.77,2015,0.75
LANCASTER,TX,US,TURLOCK,CA,US,TL,RBTW,2824.51,1629,1.79
LANCASTER,TX,US,FORNEY,TX,US,TL,LRGR,390.37,26,15.03
LANCASTER,TX,US,REPUBLIC,MO,US,TL,RBTW,1073.08,417.69,2.58
LANCASTER,TX,US,CARENCRO,LA,US,LTL,ODFL,336.61,376.59,0.89
LANCASTER,TX,US,COLDWATER,MI,US,LTL,ODFL,239.4,1065.5,0.22
LANCASTER,TX,US,CULLMAN,AL,US,TL,RBTW,1378.85,669,2.03
LANCASTER,TX,US,OTTAWA,KS,US,TL,DART,1041.78,459.34,2.27
LANCASTER,TX,US,NEW BRAUNFELS,TX,US,TL,LRGR,817.44,233,3.52
REDLANDS,CA,US,VAN BUREN TOWNS,MI,US,LTL,FXFE,3230.66,2204,1.46
REDLANDS,CA,US,DAYTON,TX,US,LTL,ODFL,407.53,1475,0.27
REDLANDS,CA,US,RIALTO,CA,US,TL,RBTW,389.85,15,26.44
REDLANDS,CA,US,CHEHALIS,WA,US,LTL,ODFL,1087.34,1100.7,0.99
REDLANDS,CA,US,SAINT PETERSBURG,FL,US,LTL,ODFL,216.86,2379,0.09
REDLANDS,CA,US,AMSTERDAM,NY,US,LTL,ODFL,1337.04,2712.36,0.49
REDLANDS,CA,US,SALT LAKE CITY,UT,US,LTL,FXFE,1199.14,653,1.81
REDLANDS,CA,US,FARMINGDALE,NY,US,TL,RBTW,7833.38,2724.4,2.88
REDLANDS,CA,US,OWATONNA,MN,US,LTL,FXFE,2462.45,1778,1.4
REDLANDS,CA,US,PINEY FLATS,TN,US,TL,RBTW,5206.59,2214,2.39
REDLANDS,CA,US,MERIDIAN,ID,US,LTL,ODFL,1031.45,822,1.26
REDLANDS,CA,US,LAS VEGAS,NV,US,LTL,ODFL,355.7,236.14,1.5
REDLANDS,CA,US,SAN BERNARDINO,CA,US,PARCEL,FDEG,5022.69,10,488.95
REDLANDS,CA,US,SAN BERNARDINO,CA,US,TL,RBTW,357.09,10,34.82
REDLANDS,CA,US,ALBANY,OR,US,LTL,ODFL,544.2,952,0.56
REDLANDS,CA,US,SALEM,OR,US,LTL,ODFL,731.73,973.23,0.75
REDLANDS,CA,US,VISALIA,CA,US,LTL,ODFL,238.45,243,0.98
REDLANDS,CA,US,BOISE,ID,US,LTL,ODFL,358.23,831,0.43
REDLANDS,CA,US,SPARKS,NV,US,LTL,FXFE,174.77,461,0.38
REDLANDS,CA,US,IMPERIAL,PA,US,LTL,ODFL,1143.67,2320.5,0.5
REDLANDS,CA,US,AUBURNDALE,FL,US,LTL,ODFL,1304.18,2390,0.55
REDLANDS,CA,US,PARK CITY,KS,US,PARCEL,FDEG,4776.9,1323,3.78
REDLANDS,CA,US,GRANTSVILLE,UT,US,TL,RBTW,2272.88,678.09,3.35
REDLANDS,CA,US,RED BLUFF,CA,US,TL,LRGR,1951.1,568.34,3.42
REDLANDS,CA,US,AMARILLO,TX,US,LTL,ODFL,635.48,1010,0.63
REDLANDS,CA,US,LENEXA,KS,US,TL,RBTW,3526.25,1483,2.34
REDLANDS,CA,US,RIVERSIDE,CA,US,TL,RBTW,355.77,13,26.97
PHARR,TX,US,AUBURNDALE,FL,US,LTL,ODFL,345.41,1308,0.26
PHARR,TX,US,GROVEPORT,OH,US,LTL,ODFL,309.35,1485,0.2
PHARR,TX,US,RIVERSIDE,CA,US,LTL,ODFL,356.04,1467.59,0.24
PHARR,TX,US,BORDENTOWN,NJ,US,LTL,ODFL,257.36,1884.29,0.13
PHARR,TX,US,HOUSTON,TX,US,LTL,ODFL,180.47,345,0.52
REDLANDS,CA,US,SEARCY,AR,US,LTL,ODFL,348.2,1619,0.22
REDLANDS,CA,US,COLORADO SPRINGS,CO,US,LTL,ODFL,386.36,1018.8,0.38
LANCASTER,TX,US,PORTERVILLE,CA,US,LTL,ODFL,697.91,1490,0.46
PHARR,TX,US,FOREST PARK,GA,US,LTL,ODFL,450.02,1130.57,0.4
PHARR,TX,US,BELLEVILLE,MI,US,PARCEL,FDEG,5031.02,1609.33,3.11
PHARR,TX,US,BERKLEY,MI,US,LTL,ODFL,260.08,1636.63,0.16
PHARR,TX,US,JACKSONVILLE,FL,US,LTL,ABFS,592.98,1212,0.49
PHARR,TX,US,JACKSONVILLE,FL,US,TL,BNCH,4957.83,1212,4.12
PHARR,TX,US,MADISONVILLE,KY,US,LTL,ODFL,263.4,1146.6,0.23
PHARR,TX,US,ROMEOVILLE,IL,US,TL,RBTW,3073.08,1382,2.28
PHARR,TX,US,SAN BERNARDINO,CA,US,LTL,ODFL,373.57,1467.69,0.25
PHARR,TX,US,FLOWER MOUND,TX,US,LTL,AACT,183.55,528,0.35
PHARR,TX,US,POMPANO BEACH,FL,US,PARCEL,FDEG,4930.08,1496,3.34
PHARR,TX,US,HAUPPAUGE,NY,US,PARCEL,FDEG,4958.82,1992.29,2.51
PHARR,TX,US,ST. PAUL,MN,US,LTL,ODFL,158.42,1426,0.11
PHARR,TX,US,ANTIOCH,CA,US,PARCEL,FDEG,4826.15,1873,2.67
PHARR,TX,US,GROVE CITY,OH,US,LTL,ODFL,276.54,1476.06,0.19
PHARR,TX,US,RICHMOND,VA,US,LTL,ODFL,1365.31,1648.75,0.84
PHARR,TX,US,FLORENCE,NJ,US,LTL,ODFL,179.79,1880.33,0.09
PHARR,TX,US,FORT WORTH,TX,US,PARCEL,FDEG,5051.54,498,10.04
PHARR,TX,US,KNOXVILLE,TN,US,LTL,ODFL,255.8,1242,0.2
PHARR,TX,US,MONROE,OH,US,PARCEL,FDEG,5051.1,1403.5,3.56
PHARR,TX,US,SAN ANTONIO,TX,US,PARCEL,FDEG,5014.54,235,21.28
PHARR,TX,US,MEDINA,OH,US,LTL,ODFL,199.17,1590.8,0.13
PHARR,TX,US,ANAHEIM,CA,US,PARCEL,FDEG,4965.04,1504.82,3.32
PHARR,TX,US,POOLER,GA,US,LTL,AACT,184.26,1290,0.15
PHARR,TX,US,TUCKER,GA,US,LTL,AACT,353.6,1146,0.31
PHARR,TX,US,KENOSHA,WI,US,TL,RBTW,3356.72,1459.82,2.29
PHARR,TX,US,MACEDONIA,OH,US,LTL,CTII,184.64,1614.33,0.12
PHARR,TX,US,BOSTON,MA,US,PARCEL,FDEG,5058.58,2158.5,2.32
PHARR,TX,US,PHOENIX,AZ,US,LTL,SAIA,254.57,1150,0.22
PHARR,TX,US,CAROL STREAM,IL,US,LTL,AACT,367.34,1402.9,0.26
PHARR,TX,US,SOLON,OH,US,PARCEL,FDEG,4947.52,1624,3.08
PHARR,TX,US,GREENSBORO,NC,US,LTL,FXFE,334.31,1461,0.23
PHARR,TX,US,W COXSACKIE,NY,US,LTL,UPGF,546.84,2050.33,0.27
PHARR,TX,US,LA VERGNE,TN,US,PARCEL,FDEG,4981.17,1129.25,4.43
PHARR,TX,US,LEBANON,TN,US,PARCEL,FDEG,5108.63,1145,4.37
PHARR,TX,US,FORNEY,TX,US,LTL,ODFL,175.8,520,0.34
PHARR,TX,US,SOUTH PLAINFIELD,NJ,US,PARCEL,FDEG,4981.64,1920.1,2.61
PHARR,TX,US,JONESTOWN,PA,US,LTL,ODFL,461.64,1802.35,0.25
PHARR,TX,US,SANTA ANA,CA,US,LTL,ODFL,315.01,1505.57,0.21
PHARR,TX,US,DOWNSVIEW,ON,CA,LTL,ODFL,389.08,1853,0.21
PHARR,TX,US,REDLANDS,CA,US,LTL,ODFL,594.52,1458.83,0.41
PHARR,TX,US,DENVER,CO,US,LTL,ODFL,349.17,1156.45,0.3
PHARR,TX,US,RALEIGH,NC,US,LTL,ODFL,218.73,1509,0.15
PHARR,TX,US,LAKE BLUFF,IL,US,LTL,ODFL,311.51,1435,0.21
PHARR,TX,US,FORT WORTH,TX,US,TL,BNCH,4907,498,10.04
PHARR,TX,US,HARVARD,IL,US,LTL,EXLA,390.87,1432.57,0.27
PHARR,TX,US,JERSEY CITY,NJ,US,LTL,ODFL,363.57,1937.28,0.19
PHARR,TX,US,DOWNERS GROVE,IL,US,LTL,ODFL,246.8,1395,0.18
PHARR,TX,US,DODGE CITY,KS,US,PARCEL,FDEG,4942.3,891,5.61
PHARR,TX,US,FORT WORTH,TX,US,LTL,FXFE,168.25,498,0.34
ELWOOD,IL,US,HOPKINSVILLE,KY,US,TL,BGXP,1083.96,366,2.98
RICHMOND,VA,US,SOMERSET,NJ,US,TL,RBTW,1027.73,301.13,3.48
RICHMOND,VA,US,WEST JEFFERSON,OH,US,TL,LRGR,1140.94,472.43,2.41
RICHMOND,VA,US,MOUNT CRAWFORD,VA,US,TL,AEQC,648.19,120,5.42
RICHMOND,VA,US,HARTVILLE,OH,US,LTL,ODFL,200.87,414,0.49
ELWOOD,IL,US,SCHERTZ,TX,US,LTL,ODFL,902.25,1137,0.8
ELWOOD,IL,US,JONESVILLE,SC,US,LTL,ODFL,746.91,718,1.03
ELWOOD,IL,US,GRAND RAPIDS,MI,US,TL,RBTW,815.28,200.33,4.02
ELWOOD,IL,US,NEWPORT NEWS,VA,US,TL,RBTW,2611.93,852,3.07
ELWOOD,IL,US,READING,PA,US,TL,RBTW,2255.81,723,3.11
ELWOOD,IL,US,PALM HARBOR,FL,US,LTL,ODFL,297.53,1118,0.27
ELWOOD,IL,US,BRIDGEWATER,VA,US,TL,BNCH,5052.9,664,7.53
ELWOOD,IL,US,MEDLEY,FL,US,LTL,ODFL,431.5,1329,0.34
ELWOOD,IL,US,LAREDO,TX,US,LTL,ODFL,136.8,1308,0.1
ELWOOD,IL,US,FRESNO,CA,US,LTL,ODFL,444.89,2108.56,0.21
ELWOOD,IL,US,HUTCHINSON,KS,US,LTL,ODFL,529.44,665,0.8
RICHMOND,VA,US,COLLEGE PARK,GA,US,LTL,FXFE,661.19,525,1.22
RICHMOND,VA,US,SUMNER,WA,US,TL,BNCH,5068.97,2760,1.81
RICHMOND,VA,US,FINDLAY,OH,US,LTL,ODFL,672.8,538.62,1.24
RICHMOND,VA,US,ELWOOD,IL,US,LTL,ODFL,381.95,782,0.49
RICHMOND,VA,US,MURPHY,NC,US,LTL,SEFL,333.72,498,0.65
RICHMOND,VA,US,LEBANON,TN,US,LTL,ODFL,325.17,567.6,0.58
RICHMOND,VA,US,MOUNT PLEASANT,IA,US,LTL,ODFL,406.93,926,0.44
RICHMOND,VA,US,SMYRNA,DE,US,TL,AEQC,1085.77,199,5.65
RICHMOND,VA,US,LEDGEWOOD,NJ,US,LTL,ODFL,156.68,328,0.46
RICHMOND,VA,US,WALLINGFORD,CT,US,LTL,ODFL,154.7,421,0.36
RICHMOND,VA,US,ROCHESTER,NY,US,LTL,ODFL,150.5,463,0.33
RICHMOND,VA,US,JOHNSON CITY,NY,US,LTL,ODFL,145.9,398,0.38
RICHMOND,VA,US,YORK,PA,US,TL,RBTW,852.09,194.67,4.35
SUMNER,WA,US,RICHMOND,VA,US,LTL,ODFL,642.74,2759.5,0.24
SUMNER,WA,US,OCONOMOWOC,WI,US,LTL,ODFL,876.43,1904,0.47
SUMNER,WA,US,LANCASTER,TX,US,TL,RBTW,4134.02,2068.25,2.02
LANCASTER,TX,US,SCHERTZ,TX,US,LTL,ODFL,297.36,249,1.19
LANCASTER,TX,US,GREENFIELD,IN,US,LTL,ODFL,350.09,901.6,0.39
LANCASTER,TX,US,OLIVE BRANCH,MS,US,TL,AFXN,724.61,479,1.51
LANCASTER,TX,US,WILTON,NY,US,LTL,ODFL,481.72,1647,0.29
LANCASTER,TX,US,LIVONIA,MI,US,LTL,ODFL,174.34,1157,0.15
LANCASTER,TX,US,TOLLESON,AZ,US,LTL,ODFL,1118.27,1013,1.13
LANCASTER,TX,US,SHELBY,NC,US,LTL,ODFL,433.01,987,0.44
LANCASTER,TX,US,AMARILLO,TX,US,TL,AFXN,918.08,371.56,2.51
LANCASTER,TX,US,PHARR,TX,US,LTL,ODFL,226.82,486.33,0.45
LANCASTER,TX,US,IRVING,TX,US,LTL,ODFL,166.92,21,7.65
REDLANDS,CA,US,STOCKTON,CA,US,PARCEL,FDEG,5126.7,398,12.57
REDLANDS,CA,US,MIRA LOMA,CA,US,TL,COST,4967.56,24,212.06
REDLANDS,CA,US,COPPELL,TX,US,TL,RBTW,3284.57,1310,2.53
REDLANDS,CA,US,BROWNSTOWN,MI,US,TL,RBTW,4965.15,2220,2.21
REDLANDS,CA,US,CARLISLE,PA,US,TL,RBTW,5858.38,2505.5,2.3
REDLANDS,CA,US,TYLER,TX,US,TL,RBTW,3175.18,1409,2.29
REDLANDS,CA,US,MODESTO,CA,US,LTL,ODFL,197.95,372.14,0.53
REDLANDS,CA,US,HUTCHINSON,KS,US,TL,RBTW,3374.61,1292,2.69
REDLANDS,CA,US,KANSAS CITY,KS,US,TL,RBTW,4046.86,1503,2.69
PHARR,TX,US,CHARLOTTE,NC,US,LTL,AACT,171.61,1371,0.12
PHARR,TX,US,MIAMI BEACH,FL,US,LTL,ODFL,205.76,1534,0.13
PHARR,TX,US,FLOWER MOUND,TX,US,LTL,ODFL,208.28,528,0.39
REDLANDS,CA,US,SPOKANE,WA,US,LTL,ODFL,669.44,1176,0.57
REDLANDS,CA,US,ALAMEDA,CA,US,LTL,ODFL,169.13,430.5,0.39
REDLANDS,CA,US,FRENCH CAMP,CA,US,LTL,ODFL,526.77,393,1.33
LANCASTER,TX,US,HATTIESBURG,MS,US,LTL,ODFL,209.21,493.43,0.43
LANCASTER,TX,US,LANCASTER,TX,US,LTL,ODFL,210.44,25,8.1
PHARR,TX,US,JACKSONVILLE,FL,US,LTL,SEFL,723.61,1212,0.59
PHARR,TX,US,AUSTIN,TX,US,LTL,ODFL,162.14,300,0.53
PHARR,TX,US,WAUKESHA,WI,US,LTL,ODFL,195.12,1482,0.13
PHARR,TX,US,COLUMBUS,OH,US,TL,RBTW,3248.04,1483,2.09
PHARR,TX,US,REDLANDS,CA,US,PARCEL,FDEG,4897.4,1459,3.43
PHARR,TX,US,ORLANDO,FL,US,LTL,CTII,193.47,1295,0.15
PHARR,TX,US,LOCKBOURNE,OH,US,LTL,ODFL,237.08,1480,0.16
PHARR,TX,US,NEW CASTLE,DE,US,LTL,ODFL,346.7,1821.77,0.19
PHARR,TX,US,S SCHODACK,NY,US,PARCEL,FDEG,4962.9,2068,2.42
