SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,CARRIER,SPOT_RATE,DISTANCE,COST_PER_MILE
PHARR,TX,US,PINEVILLE,NC,US,LTL,ABFS,462.36,1376,0.33
PHARR,TX,US,PLEASANTON,CA,US,LTL,ODFL,177.51,1865,0.1
RICHMOND,VA,US,VACAVILLE,CA,US,TL,RBTW,4763.8,2770,1.74
ELWOOD,IL,US,PENSACOLA,FL,US,PARCEL,FDEG,5194.83,869.5,5.75
ELWOOD,IL,US,HATTIESBURG,MS,US,TL,RBTW,2174.65,788,2.68
ELWOOD,IL,US,PHOENIX,AZ,US,TL,RBTW,3295.28,1643,2.02
ELWOOD,IL,US,HUTCHINSON,KS,US,TL,RBTW,2009.37,665,3.06
RICHMOND,VA,US,SOUTHAVEN,MS,US,TL,RBTW,1757.86,811,2.12
RICHMOND,VA,US,NEWNAN,GA,US,LTL,ODFL,158.68,554,0.29
RICHMOND,VA,US,DERBY,CT,US,LTL,ODFL,157.52,397,0.38
RICHMOND,VA,US,RICHMOND,VA,US,TL,RBTW,451.53,25,18.6
SUMNER,WA,US,AMSTERDAM,NY,US,LTL,ODFL,774.19,2755,0.27
LANCASTER,TX,US,MC CALLA,AL,US,LTL,EXLA,178.48,612,0.29
LANCASTER,TX,US,EAU CLAIRE,WI,US,LTL,ODFL,1898.3,991,1.84
REDLANDS,CA,US,ROMEOVILLE,IL,US,LTL,ODFL,151.89,1948,0.08
REDLANDS,CA,US,FLORENCE,NJ,US,LTL,ODFL,5986.18,2642,2.3
REDLANDS,CA,US,GREENVILLE,TN,US,LTL,ODFL,1779.18,1937,0.88
REDLANDS,CA,US,HOPKINSVILLE,KY,US,PARCEL,FDEG,4823.8,1914,2.61
PHARR,TX,US,ROUND ROCK,TX,US,LTL,ODFL,312.56,319,1.03
PHARR,TX,US,NORTHLAKE,IL,US,PARCEL,FDEG,5197.93,1408,3.55
REDLANDS,CA,US,NEW CASTLE,DE,US,TL,RBTW,5772.31,2595,2.22
PHARR,TX,US,FRESNO,TX,US,PARCEL,FDEG,5065.35,337,14.85
PHARR,TX,US,REPUBLIC,MO,US,LTL,ODFL,287.72,907,0.31
PHARR,TX,US,MADISON,WI,US,LTL,ODFL,296.89,1465,0.2
PHARR,TX,US,MARYLAND HEIGHTS,MO,US,PARCEL,FDEG,5042.15,1125,4.44
RICHMOND,VA,US,OTTAWA,IL,US,LTL,ODFL,254.64,810,0.32
RICHMOND,VA,US,SPARKS,NV,US,LTL,SAIA,432.44,2605,0.17
ELWOOD,IL,US,OSWEGO,IL,US,PARCEL,FDEG,5016,33,151.24
ELWOOD,IL,US,CHESHIRE,CT,US,LTL,ODFL,447.69,888,0.51
ELWOOD,IL,US,RED BLUFF,CA,US,PARCEL,FDEG,5072.65,2067,2.42
ELWOOD,IL,US,JACKSONVILLE,FL,US,TL,RBTW,3349.49,987,3.33
ELWOOD,IL,US,RICHLAND CENTER,WI,US,LTL,ODFL,130.49,220,0.6
RICHMOND,VA,US,GROVEPORT,OH,US,TL,AFXN,1255.06,457,2.66
RICHMOND,VA,US,FORNEY,TX,US,LTL,ODFL,942.56,1250,0.75
RICHMOND,VA,US,BELLPORT,NY,US,LTL,ODFL,158.48,391,0.39
LANCASTER,TX,US,VILLA RICA,GA,US,TL,RBTW,1620.4,749,2.23
LANCASTER,TX,US,CORSICANA,TX,US,PARCEL,FDEG,4781.2,50,100.41
LANCASTER,TX,US,FINDLAY,OH,US,TL,RBTW,2252.54,1077,2.01
LANCASTER,TX,US,SUN PRAIRIE,WI,US,LTL,ODFL,546.13,987,0.58
LANCASTER,TX,US,PRINCE GEORGE,VA,US,LTL,ODFL,259.2,1275,0.19
REDLANDS,CA,US,NEW BRAUNFELS,TX,US,TL,RBTW,4011.37,1269,3.02
REDLANDS,CA,US,DFW AIRPORT,TX,US,TL,RBTW,3311.89,1297,2.64
PHARR,TX,US,FREDERICKSBURG,PA,US,LTL,ODFL,206.5,1805,0.11
PHARR,TX,US,OGALLALA,NE,US,LTL,ODFL,2972.18,1158,2.68
REDLANDS,CA,US,TUKWILA,WA,US,LTL,ODFL,207.63,1175,0.17
LANCASTER,TX,US,PATTERSON,CA,US,TL,RBTW,2885.53,1641,1.84
PHARR,TX,US,LANGHORNE,PA,US,LTL,ODFL,163.91,1882,0.09
PHARR,TX,US,IRVING,TX,US,TL,BNCH,5024.6,512,9.77
PHARR,TX,US,PERRIS,CA,US,TL,FLOK,5181.4,1467,3.41
PHARR,TX,US,MECHANICSBURG,PA,US,PARCEL,FDEG,4942.6,1769,2.83
PHARR,TX,US,NEW ROCHELLE,NY,US,LTL,ODFL,318.75,1966,0.17
PHARR,TX,US,TORONTO,ON,CA,PARCEL,FDEG,5056.7,1854,2.7
PHARR,TX,US,TACOMA,WA,US,PARCEL,FDEG,4823.6,2359,2.12
ELWOOD,IL,US,APPLE VALLEY,CA,US,LTL,ODFL,754.71,1904,0.41
ELWOOD,IL,US,CARLISLE,PA,US,LTL,ODFL,378.27,656.83,0.58
ELWOOD,IL,US,LANSING,MI,US,TL,MEIJ,5006.05,238,21.04
ELWOOD,IL,US,MIDLOTHIAN,TX,US,LTL,ODFL,362.58,904,0.4
ELWOOD,IL,US,MIDWAY,GA,US,LTL,ODFL,415.85,926.67,0.45
ELWOOD,IL,US,PLAINFIELD,IN,US,LTL,ODFL,326.28,185,1.75
ELWOOD,IL,US,ROMEOVILLE,IL,US,LTL,ODFL,158.77,21,7.39
ELWOOD,IL,US,HANOVER TOWNSHIP,PA,US,LTL,EXLA,373.3,700,0.53
ELWOOD,IL,US,SEARCY,AR,US,LTL,ODFL,256.2,546.91,0.47
ELWOOD,IL,US,PRINCETON,IL,US,LTL,ODFL,171.37,79,2.16
ELWOOD,IL,US,MEMPHIS,TN,US,TL,LRGR,1291.98,504,2.55
ELWOOD,IL,US,PENSACOLA,FL,US,LTL,ODFL,166.99,871.86,0.19
ELWOOD,IL,US,CHANNAHON,IL,US,LTL,ODFL,159.91,13,12.49
ELWOOD,IL,US,BELOIT,WI,US,TL,RBTW,597.51,114,5.21
ELWOOD,IL,US,TWINSBURG,OH,US,LTL,ODFL,134.24,374.67,0.36
ELWOOD,IL,US,TWINSBURG,OH,US,PARCEL,FDEG,4990.62,374.5,13.35
ELWOOD,IL,US,FENTON,MO,US,LTL,ODFL,204.96,266,0.8
ELWOOD,IL,US,FENTON,MO,US,TL,RBTW,906.08,266,3.4
ELWOOD,IL,US,JEFFERSON,GA,US,LTL,ODFL,236.67,705.96,0.33
ELWOOD,IL,US,BROWNSTOWN,MI,US,LTL,ODFL,337.21,293.97,1.15
ELWOOD,IL,US,NEWPORT,MI,US,TL,MEIJ,5005.71,283.74,17.63
ELWOOD,IL,US,JOLIET,IL,US,LTL,CTII,77.92,15,5.33
ELWOOD,IL,US,YORK,PA,US,TL,BNCH,4903.7,691,7.24
ELWOOD,IL,US,BEDFORD HEIGHTS,OH,US,LTL,ODFL,374.89,367.82,1.04
ELWOOD,IL,US,BRIDGETON,MO,US,LTL,ODFL,257.19,259.5,0.98
ELWOOD,IL,US,CHARLOTTE,NC,US,TL,BNCH,4981.35,738,6.78
ELWOOD,IL,US,JOLIET,IL,US,LTL,ODFL,144.01,15,9.81
ELWOOD,IL,US,GOODLETTSVILLE,TN,US,LTL,ODFL,186.94,426,0.44
ELWOOD,IL,US,PUEBLO,CO,US,LTL,ODFL,428.48,1030,0.42
ELWOOD,IL,US,OCONOMOWOC,WI,US,TL,RBTW,625.23,139,4.5
ELWOOD,IL,US,PLANO,IL,US,LTL,ODFL,135.04,38,3.57
ELWOOD,IL,US,WINCHESTER,VA,US,LTL,ABFS,221.57,645.92,0.35
ELWOOD,IL,US,EAU CLAIRE,WI,US,LTL,ODFL,253.53,328.62,0.77
ELWOOD,IL,US,DORAL,FL,US,LTL,ODFL,322.27,1332,0.24
ELWOOD,IL,US,REPUBLIC,MO,US,LTL,ODFL,179.78,478,0.39
ELWOOD,IL,US,DELTONA,FL,US,LTL,ODFL,704.75,1101,0.64
ELWOOD,IL,US,MELROSE PARK,IL,US,LTL,ODFL,237.5,46,5.12
ELWOOD,IL,US,MENOMONIE,WI,US,TL,LRGR,1191.14,353.63,3.36
ELWOOD,IL,US,LANCASTER,TX,US,TL,BGXP,2201.16,891,2.46
ELWOOD,IL,US,CULLMAN,AL,US,LTL,ODFL,269.97,575.95,0.47
ELWOOD,IL,US,SUTHERLAND,VA,US,LTL,ODFL,321.07,803.33,0.41
ELWOOD,IL,US,MT. CRAWFORD,VA,US,LTL,ODFL,247.2,667,0.37
ELWOOD,IL,US,OPELOUSAS,LA,US,LTL,ODFL,247.71,908,0.27
ELWOOD,IL,US,SOUTHAVEN,MS,US,LTL,ODFL,1002.16,514,1.96
ELWOOD,IL,US,JACKSONVILLE,FL,US,LTL,ODFL,488.82,987,0.48
ELWOOD,IL,US,OKLAHOMA CITY,OK,US,LTL,ODFL,410.65,747,0.55
ELWOOD,IL,US,OKLAHOMA CITY,OK,US,TL,RBTW,2034.81,747,2.72
ELWOOD,IL,US,HUNTLEY,IL,US,LTL,ODFL,160.77,65,2.44
ELWOOD,IL,US,HARVARD,IL,US,LTL,EXLA,373.72,87,4.31
ELWOOD,IL,US,YORK,PA,US,TL,RBTW,2349.65,692.71,3.37
ELWOOD,IL,US,LENEXA,KS,US,LTL,ODFL,472.29,471,1
ELWOOD,IL,US,LENEXA,KS,US,TL,RBTW,1371.12,471,2.88
RICHMOND,VA,US,PLAINFIELD,IN,US,TL,RBTW,1586.6,619,2.54
RICHMOND,VA,US,FALL RIVER,MA,US,LTL,ODFL,409.16,522,0.78
RICHMOND,VA,US,NICHOLS,NY,US,LTL,ODFL,515.3,374,1.38
RICHMOND,VA,US,WOODLAND,PA,US,TL,LRGR,1171.97,293,3.99
RICHMOND,VA,US,WOODLAND,PA,US,TL,RBTW,1050.03,293,3.58
RICHMOND,VA,US,MORRIS,IL,US,TL,BNCH,5022.86,791.5,6.32
RICHMOND,VA,US,DALLAS,TX,US,LTL,FXFE,1100.17,1255,0.87
RICHMOND,VA,US,SHAFTER,CA,US,TL,RBTW,4801.11,2614,1.78
RICHMOND,VA,US,DACULA,GA,US,LTL,ODFL,480.94,482.33,0.99
RICHMOND,VA,US,LUGOFF,SC,US,TL,AEQC,1026.31,338.11,3.04
RICHMOND,VA,US,AMSTERDAM,NY,US,TL,RBTW,1663,495.27,3.34
RICHMOND,VA,US,PENSACOLA,FL,US,LTL,ODFL,430.99,835.47,0.52
RICHMOND,VA,US,LAKELAND,FL,US,TL,AFXN,2122.86,790,2.56
RICHMOND,VA,US,GANSEVOORT,NY,US,LTL,ODFL,262.72,507,0.52
RICHMOND,VA,US,SCHODACK LANDING,NY,US,LTL,ODFL,171.86,467.57,0.37
RICHMOND,VA,US,PERRYSBURG,OH,US,LTL,ODFL,159.86,546.67,0.29
RICHMOND,VA,US,DISPUTANTA,VA,US,LTL,ODFL,166.66,35,4.73
RICHMOND,VA,US,S. PORTLAND,ME,US,LTL,ODFL,219.69,641.35,0.34
RICHMOND,VA,US,MONROVIA,MD,US,TL,BNCH,5024.77,142,35.18
RICHMOND,VA,US,UNIVERSITY PARK,IL,US,TL,RBTW,2049.55,750,2.66
RICHMOND,VA,US,JACKSONVILLE,FL,US,TL,LRGR,1619.93,597,2.74
RICHMOND,VA,US,CRANBURY,NJ,US,TL,RBTW,1062.92,286,3.72
RICHMOND,VA,US,OTTAWA,IL,US,LTL,ABFS,308.67,812.14,0.38
RICHMOND,VA,US,MACON,GA,US,TL,AEQC,1377,555,2.54
RICHMOND,VA,US,WINDSOR,CT,US,LTL,ODFL,158.33,448.82,0.35
RICHMOND,VA,US,NEW CASTLE,DE,US,TL,RBTW,877.31,209,4.22
RICHMOND,VA,US,CASTLETON,NY,US,TL,AFXN,1768.12,464.6,3.75
RICHMOND,VA,US,AUBURNDALE,FL,US,TL,RBTW,1828.12,783,2.36
RICHMOND,VA,US,FREDERICKSBURG,PA,US,LTL,ODFL,202.49,245.53,0.82
RICHMOND,VA,US,JOLIET,IL,US,LTL,ODFL,855.46,774.57,1.08
RICHMOND,VA,US,PENNS GROVE,NJ,US,TL,RBTW,829.73,218,3.83
RICHMOND,VA,US,FT PIERCE,FL,US,LTL,ODFL,455.8,824,0.55
RICHMOND,VA,US,DOUGLAS,GA,US,LTL,ODFL,214.28,589,0.37
RICHMOND,VA,US,SUTHERLAND,VA,US,TL,AEQC,402.14,34.4,11.58
RICHMOND,VA,US,MT. CRAWFORD,VA,US,TL,AEQC,652.95,120,5.43
RICHMOND,VA,US,GROVE CITY,OH,US,TL,AEQC,1128.5,460.25,2.45
RICHMOND,VA,US,NORTH DARTMOUTH,MA,US,LTL,ODFL,155.76,532,0.29
RICHMOND,VA,US,YORK,PA,US,TL,AEQC,913.05,194.84,4.7
RICHMOND,VA,US,FISHERSVILLE,VA,US,TL,AFXN,486.69,100,4.88
RICHMOND,VA,US,LENEXA,KS,US,TL,RBTW,2118.93,1074,1.99
SUMNER,WA,US,FRENCH CAMP,CA,US,LTL,ODFL,524.43,773,0.68
SUMNER,WA,US,RICHMOND,VA,US,TL,IQLS,5356.11,2760,1.95
SUMNER,WA,US,AURORA,CO,US,LTL,ODFL,806.91,1299,0.62
SUMNER,WA,US,WOODBURN,OR,US,LTL,ODFL,175.56,179,1
SUMNER,WA,US,REDLANDS,CA,US,TL,RBTW,1704.91,1164,1.47
WAYLAND,MI,US,GRAND RAPIDS,MI,US,TL,BNCH,4974.72,25,202.83
LANCASTER,TX,US,SEALY,TX,US,LTL,ODFL,287.57,230,1.29
LANCASTER,TX,US,AMSTERDAM,NY,US,LTL,ODFL,564.42,1609.89,0.35
LANCASTER,TX,US,FRENCH CAMP,CA,US,LTL,ODFL,1014.77,1667.17,0.61
LANCASTER,TX,US,SANGER,TX,US,TL,RBTW,430.4,62.75,6.92
LANCASTER,TX,US,AURORA,CO,US,LTL,ODFL,741.75,783.78,0.95
LANCASTER,TX,US,OSWEGO,IL,US,LTL,ODFL,284.47,901,0.32
LANCASTER,TX,US,ELWOOD,IL,US,TL,DNGS,1496.8,891,1.7
LANCASTER,TX,US,PHOENIX,AZ,US,LTL,ODFL,677.64,1001.23,0.68
LANCASTER,TX,US,MADISON,AL,US,TL,RBTW,1199.4,664.87,1.81
LANCASTER,TX,US,PUEBLO,CO,US,TL,RBTW,2150.33,692.14,3.1
LANCASTER,TX,US,DESOTO,TX,US,PARCEL,FDEG,4960.94,7,731.54
LANCASTER,TX,US,CARENCRO,LA,US,TL,RBTW,975.96,376.25,2.59
LANCASTER,TX,US,HOUSTON,TX,US,LTL,AACT,103.86,233.42,0.44
LANCASTER,TX,US,SAN ANTONIO,TX,US,TL,RBTW,702.03,263,2.67
LANCASTER,TX,US,CULLMAN,AL,US,TL,LRGR,1544.39,668.91,2.31
LANCASTER,TX,US,MARCY,NY,US,LTL,ODFL,271.18,1550,0.17
LANCASTER,TX,US,REDLANDS,CA,US,TL,RBTW,1738.6,1310,1.34
LANCASTER,TX,US,OPELOUSAS,LA,US,LTL,ODFL,543.8,364.33,1.5
REDLANDS,CA,US,STOCKTON,CA,US,TL,AFXN,1174.64,398,2.95
REDLANDS,CA,US,STOCKTON,CA,US,LTL,ODFL,259.24,398,0.65
REDLANDS,CA,US,VAN BUREN TOWNS,MI,US,TL,BNCH,4771.5,2204,2.27
REDLANDS,CA,US,WEST JORDAN,UT,US,TL,RBTW,2175.12,645,3.38
REDLANDS,CA,US,SALT LAKE CITY,UT,US,TL,RBTW,2154.81,653,3.29
REDLANDS,CA,US,CHINO,CA,US,TL,RBTW,383.66,32,12.02
REDLANDS,CA,US,SEALY,TX,US,LTL,ODFL,437.28,1396.4,0.32
REDLANDS,CA,US,TRACY,CA,US,LTL,ODFL,379.29,384,1
REDLANDS,CA,US,CLACKAMAS,OR,US,TL,RBTW,3157.46,1014.67,3.14
REDLANDS,CA,US,BUCKEYE,AZ,US,TL,RBTW,1141.4,280,4.12
REDLANDS,CA,US,ELWOOD,IL,US,TL,RBTW,4209.34,1949.14,2.17
REDLANDS,CA,US,PHOENIX,AZ,US,TL,RBTW,1193.78,309,3.84
REDLANDS,CA,US,EDGERTON,KS,US,TL,RBTW,3321.66,1471,2.37
REDLANDS,CA,US,PHOENIX,AZ,US,TL,LRGR,1256.94,309,4.07
REDLANDS,CA,US,TOLLESON,AZ,US,LTL,EXLA,211.73,298,0.72
REDLANDS,CA,US,FINDLAY,OH,US,LTL,ABFS,629.97,2161,0.29
REDLANDS,CA,US,PATTERSON,CA,US,LTL,ABFS,506.17,361,1.4
REDLANDS,CA,US,SAN BERNARDINO,CA,US,LTL,ABFS,423.74,10,41.35
REDLANDS,CA,US,WOODLAND,CA,US,TL,LOAM,1365.36,467.23,2.92
REDLANDS,CA,US,GOODYEAR,AZ,US,LTL,ODFL,244.23,301,0.82
REDLANDS,CA,US,WOODLAND,CA,US,LTL,ODFL,197.9,467.34,0.42
REDLANDS,CA,US,AURORA,CO,US,LTL,FXFE,1330.1,987,1.34
REDLANDS,CA,US,HENDERSON,NV,US,TL,RBTW,1082.86,235.93,4.59
REDLANDS,CA,US,RED BLUFF,CA,US,TL,RBTW,1873.1,568.28,3.3
REDLANDS,CA,US,RANCHO CUCAMONGA,CA,US,LTL,ODFL,277.35,30,9.29
PHARR,TX,US,MURRAY,KY,US,LTL,ODFL,213.79,1066.5,0.2
PHARR,TX,US,MONTGOMERY,NY,US,LTL,ODFL,268.67,1967.4,0.14
PHARR,TX,US,ROMEOVILLE,IL,US,LTL,ODFL,211.4,1381.77,0.16
PHARR,TX,US,MOUNT PLEASANT,PA,US,LTL,ODFL,612.58,1679.16,0.36
PHARR,TX,US,MOUNT PLEASANT,PA,US,TL,RBTW,4476.03,1679,2.6
PHARR,TX,US,BERKLEY,MI,US,PARCEL,FDEG,5029.21,1636.08,3.06
PHARR,TX,US,CALGARY,AB,CA,PARCEL,FDEG,5169.8,2241,2.23
LANCASTER,TX,US,LANCASTER,TX,US,TL,BNCH,5086.8,25,200
LANCASTER,TX,US,APPLE VALLEY,CA,US,LTL,ODFL,564.59,1344,0.43
LANCASTER,TX,US,BROOKHAVEN,MS,US,TL,RBTW,1156.26,440,2.63
PHARR,TX,US,JACKSONVILLE,FL,US,LTL,ODFL,340.24,1212,0.28
PHARR,TX,US,CHARLOTTE,NC,US,PARCEL,FDEG,5052.48,1371,3.65
PHARR,TX,US,LITHIA SPRINGS,GA,US,LTL,AACT,228.52,1117,0.2
PHARR,TX,US,PATTERSON,CA,US,LTL,ODFL,399.48,1818.64,0.22
PHARR,TX,US,FENTON,MO,US,TL,RBTW,2856.66,1109,2.57
PHARR,TX,US,DALLAS,TX,US,LTL,AACT,126.5,504,0.25
PHARR,TX,US,CLEVELAND,OH,US,LTL,ODFL,219.48,1620,0.14
PHARR,TX,US,SIKESTON,MO,US,PARCEL,FDEG,5225.95,1017,4.92
PHARR,TX,US,CHARLESTON,TN,US,LTL,ODFL,221.05,1173,0.19
PHARR,TX,US,SANTA ROSA,CA,US,PARCEL,FDEG,4910.03,1952,2.56
PHARR,TX,US,KATY,TX,US,PARCEL,FDEG,5011.28,336,14.88
PHARR,TX,US,WEST SENECA,NY,US,LTL,ODFL,329.99,1806,0.18
PHARR,TX,US,SAINT PAUL,MN,US,PARCEL,FDEG,4958.93,1426,3.51
PHARR,TX,US,BROOKLYN PARK,MN,US,PARCEL,FDEG,5047.23,1433,3.49
PHARR,TX,US,KENOSHA,WI,US,PARCEL,FDEG,4997.48,1460,3.43
PHARR,TX,US,TWINSBURG,OH,US,LTL,UPGF,514.17,1617.9,0.32
PHARR,TX,US,INDIANAPOLIS,IN,US,LTL,ODFL,196.41,1340.33,0.15
PHARR,TX,US,PEMBROKE PARK,FL,US,PARCEL,FDEG,5058.52,1510.67,3.31
PHARR,TX,US,EARTH CITY,MO,US,LTL,ODFL,158.54,1127,0.14
PHARR,TX,US,PERRIS,CA,US,PARCEL,FDEG,4977.12,1468,3.41
PHARR,TX,US,SUWANEE,GA,US,PARCEL,FDEG,4959.95,1160.73,4.31
PHARR,TX,US,EAGAN,MN,US,PARCEL,FDEG,5007.01,1416,3.53
PHARR,TX,US,FARMERS BRANCH,TX,US,LTL,AACT,126.11,512,0.25
PHARR,TX,US,CARLSTADT,NJ,US,LTL,ODFL,323.03,1944.75,0.17
PHARR,TX,US,SOUTH PLAINFIELD,NJ,US,LTL,ODFL,258.45,1918.57,0.14
PHARR,TX,US,SHELBY TOWNSHIP,MI,US,LTL,ODFL,319.57,1652.47,0.19
PHARR,TX,US,MANSFIELD,MA,US,PARCEL,FDEG,5038.15,2146,2.33
PHARR,TX,US,HENDERSON,NV,US,PARCEL,FDEG,4886.12,1419,3.52
PHARR,TX,US,CANTON,OH,US,PARCEL,FDEG,5141.35,1603,3.12
PHARR,TX,US,FREDERICKSBURG,VA,US,LTL,ODFL,165.21,1667.36,0.1
PHARR,TX,US,BROWNSBURG,IN,US,LTL,ODFL,239.12,1336.67,0.18
PHARR,TX,US,FORT HUACHUCA,AZ,US,LTL,ODFL,186.78,1034,0.18
PHARR,TX,US,DETROIT,MI,US,PARCEL,FDEG,4929.25,1628,3.07
PHARR,TX,US,HIALEAH,FL,US,LTL,ODFL,228.65,1518,0.15
ELWOOD,IL,US,SAINT JAMES,MO,US,TL,DART,978.35,346,2.78
RICHMOND,VA,US,BROOKPARK,OH,US,LTL,ODFL,450.99,450,0.96
RICHMOND,VA,US,LAGRANGE,GA,US,TL,LRGR,1393.87,580,2.37
RICHMOND,VA,US,SAINT JAMES,MO,US,LTL,ODFL,203.07,903,0.23
GRAND RAPIDS,MI,US,FENTON,MO,US,LTL,ODFL,604.59,456,1.29
ELWOOD,IL,US,SAN BERNARDINO,CA,US,PARCEL,FDEG,4912.98,1940,2.58
ELWOOD,IL,US,SCOTTSVILLE,KY,US,LTL,ABFS,470.47,417,1.13
ELWOOD,IL,US,INDIANAPOLIS,IN,US,TL,SCNN,731.24,186,3.89
ELWOOD,IL,US,DOWNERS GROVE,IL,US,LTL,ODFL,132.28,35,3.86
ELWOOD,IL,US,JACKSON,GA,US,LTL,ODFL,453.18,724,0.62
ELWOOD,IL,US,SMITHFIELD,VA,US,LTL,ODFL,172.81,848,0.21
ELWOOD,IL,US,PENDERGRASS,GA,US,TL,RBTW,2356.66,694,3.36
ELWOOD,IL,US,WALDEN,NY,US,LTL,ODFL,171.35,806.43,0.21
ELWOOD,IL,US,SAN ANTONIO,TX,US,LTL,ODFL,516.23,1151,0.44
ELWOOD,IL,US,BROWNSBURG,IN,US,TL,BNCH,5102.2,174,28.68
ELWOOD,IL,US,SUMNER,WA,US,TL,RBTW,3896.28,2018,1.94
ELWOOD,IL,US,HOPKINSVILLE,KY,US,LTL,ODFL,411.58,366,1.14
ELWOOD,IL,US,WICHITA,KS,US,TL,RBTW,2055.41,643,3.2
ELWOOD,IL,US,DALLAS,TX,US,LTL,ODFL,1004.99,878,1.1
ELWOOD,IL,US,GASTONIA,NC,US,LTL,ODFL,559.17,722,0.8
ELWOOD,IL,US,CUMMING,IA,US,LTL,ODFL,464.89,319,1.47
RICHMOND,VA,US,FLORENCE,NJ,US,TL,RBTW,997.83,265,3.78
RICHMOND,VA,US,READING,PA,US,LTL,ODFL,420.43,244.2,1.69
RICHMOND,VA,US,BROOKSHIRE,TX,US,TL,BNCH,4921.33,1337,3.74
RICHMOND,VA,US,BETHLEHEM,PA,US,LTL,ODFL,241.48,282.32,0.86
RICHMOND,VA,US,ODESSA,FL,US,LTL,SEFL,598.68,793,0.78
RICHMOND,VA,US,GARDEN CITY,NY,US,LTL,ODFL,151.84,349,0.44
RICHMOND,VA,US,AUBURN,NY,US,LTL,ODFL,147.06,455,0.33
SUMNER,WA,US,LACEY,WA,US,LTL,ODFL,165.65,32,4.98
SUMNER,WA,US,SHAFTER,CA,US,LTL,ODFL,288.4,989,0.29
SUMNER,WA,US,PUEBLO,CO,US,LTL,ODFL,370.58,1406,0.28
LANCASTER,TX,US,MIDLOTHIAN,TX,US,TL,RBTW,361.07,21,16.88
LANCASTER,TX,US,SCOTTSVILLE,KY,US,LTL,ODFL,233.5,735.5,0.32
LANCASTER,TX,US,LUGOFF,SC,US,LTL,ODFL,512.19,1018.91,0.5
LANCASTER,TX,US,CHARLOTTE,NC,US,LTL,ODFL,410.24,1020,0.41
LANCASTER,TX,US,HOLLYWOOD,FL,US,LTL,ODFL,218.36,1284,0.17
LANCASTER,TX,US,MACON,GA,US,LTL,ABFS,308.18,816.4,0.37
LANCASTER,TX,US,OTTAWA,IL,US,LTL,ABFS,229.66,873,0.26
LANCASTER,TX,US,AURORA,CO,US,TL,RBTW,2649.63,784,3.39
LANCASTER,TX,US,NORTH LITTLE ROCK,AR,US,LTL,ODFL,392.59,329.67,1.19
LANCASTER,TX,US,SOUTHAVEN,MS,US,LTL,ODFL,165.07,471,0.37
LANCASTER,TX,US,SHAKOPEE,MN,US,LTL,ODFL,211.36,930,0.23
REDLANDS,CA,US,MANTECA,CA,US,TL,RBTW,1433,386,3.6
REDLANDS,CA,US,BALTIMORE,MD,US,TL,RBTW,6640.61,2548,2.66
REDLANDS,CA,US,CARLISLE,PA,US,TL,BNCH,4959.3,2506,2
REDLANDS,CA,US,WEST PALM BEACH,FL,US,LTL,FXFE,3114.51,2544.8,1.23
REDLANDS,CA,US,LOGAN TOWNSHIP,NJ,US,LTL,ODFL,726,2613.6,0.28
PHARR,TX,US,LEXINGTON,SC,US,PARCEL,FDEG,4829.8,1330,3.76
PHARR,TX,US,NEW BERLIN,WI,US,PARCEL,FDEG,4849.12,1483.4,3.37
REDLANDS,CA,US,LACEY,WA,US,TL,RBTW,3400.7,1130.57,3.03
REDLANDS,CA,US,NEW CASTLE,DE,US,LTL,ODFL,575.2,2595,0.22
LANCASTER,TX,US,KILGORE,TX,US,LTL,ODFL,204.88,120,1.68
LANCASTER,TX,US,SEYMOUR,IN,US,LTL,ODFL,270.23,870.8,0.3
PHARR,TX,US,PEORIA,IL,US,PARCEL,FDEG,4868.3,1289,3.88
PHARR,TX,US,CHULA VISTA,CA,US,PARCEL,FDEG,4985.65,1474.67,3.39
PHARR,TX,US,HAZLETON,PA,US,PARCEL,FDEG,4955.42,1856,2.69
PHARR,TX,US,MIAMI,FL,US,PARCEL,FDEG,4991.44,1527,3.27
PHARR,TX,US,FOUNTAIN INN,SC,US,LTL,CTII,192.22,1285.4,0.15
PHARR,TX,US,GREENFIELD,IN,US,PARCEL,FDEG,4961.98,1362.5,3.67
PHARR,TX,US,GREENFIELD,IN,US,LTL,ODFL,196.42,1363,0.14
PHARR,TX,US,MANTECA,CA,US,LTL,ODFL,316.48,1845.4,0.17
PHARR,TX,US,ERIE,PA,US,PARCEL,FDEG,4990.9,1716,2.91
PHARR,TX,US,CONCORD,CA,US,LTL,ODFL,256.34,1885,0.14
PHARR,TX,US,LA VERGNE,TN,US,LTL,CTII,110.49,1129.75,0.1
PHARR,TX,US,LOS ANGELES,CA,US,PARCEL,FDEG,5048.1,1523,3.28
PHARR,TX,US,BOISE,ID,US,LTL,ODFL,234.75,1860,0.13
PHARR,TX,US,WILLIAMSBURG,VA,US,LTL,ODFL,283.45,1684.5,0.17
ELWOOD,IL,US,ROCK TAVERN,NY,US,TL,RBTW,2672.9,808,3.28
RICHMOND,VA,US,WEST JEFFERSON,OH,US,LTL,ODFL,325.66,473.33,0.68
ELWOOD,IL,US,NORTH ARLINGTON,NJ,US,LTL,ODFL,148.08,802.67,0.19
ELWOOD,IL,US,HANOVER TOWNSHIP,PA,US,TL,BNCH,4881.25,700,7.15
