CARRIER,SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
ODFL,RICHMOND,VA,US,URBANA,IL,US,2,2,4,100
ODFL,RICHMOND,VA,US,UXBRIDGE,MA,US,117,2,4,42
ODFL,RICHMOND,VA,US,VILLA RICA,GA,US,72,2,3,64
ODFL,RICHMOND,VA,US,WACO,TX,US,4,3,6,50
ODFL,RICHMOND,VA,US,WARSAW,NC,US,71,1,4,9
ODFL,RICHMOND,VA,US,WELLS,ME,US,40,3,4,60
ODFL,RICHMOND,VA,US,WEST JEFFERSON,OH,US,103,2,5,31
ODFL,RICHMOND,VA,US,WEST JORDAN,UT,US,6,4,11,50
ODFL,RICHMOND,VA,US,WILLIAMSTON,SC,US,94,2,4,52
ABFS,RICHMOND,VA,US,WINCHESTER,VA,US,144,2,4,21
RBTW,RICHMOND,VA,US,WINCHESTER,VA,US,11,4,1,15
ODFL,RICHMOND,VA,US,WINDSOR,CT,US,141,2,4,32
ODFL,RICHMOND,VA,US,WOODLAND,CA,US,6,4,7,67
ODFL,RICHMOND,VA,US,WOODLAND,PA,US,16,1,6,14
ABFS,RICHMOND,VA,US,WURTSBORO,NY,US,127,2,5,10
ODFL,RICHMOND,VA,US,YORK,PA,US,150,1,6,11
ODFL,RICHMOND,VA,US,ZANESVILLE,OH,US,48,2,3,15
ODFL,SUMNER,WA,US,AURORA,CO,US,32,2,9,5
ODFL,SUMNER,WA,US,CHEHALIS,WA,US,32,1,5,10
ODFL,SUMNER,WA,US,CHIPPEWA FALLS,WI,US,5,4,6,60
ODFL,SUMNER,WA,US,CLACKAMAS,OR,US,45,1,5,56
RBTW,SUMNER,WA,US,CLACKAMAS,OR,US,4,4,4,25
RBTW,SUMNER,WA,US,ELWOOD,IL,US,22,4,5,6
ODFL,SUMNER,WA,US,EUGENE,OR,US,12,1,3,34
ODFL,SUMNER,WA,US,FIFE,WA,US,4,1,3,50
ODFL,SUMNER,WA,US,FONTANA,CA,US,4,2,7,75
ODFL,SUMNER,WA,US,GALESBURG,MI,US,2,5,7,100
ODFL,SUMNER,WA,US,HERMISTON,OR,US,2,1,3,50
RBTW,SUMNER,WA,US,LANCASTER,TX,US,8,2,5,13
ODFL,SUMNER,WA,US,LOVELAND,CO,US,16,2,4,50
ODFL,SUMNER,WA,US,MADISON,AL,US,2,5,7,100
ODFL,SUMNER,WA,US,MERIDIAN,ID,US,7,1,4,86
ODFL,SUMNER,WA,US,PHOENIX,AZ,US,11,3,7,64
ODFL,SUMNER,WA,US,PUYALLUP,WA,US,30,1,5,77
LRGR,SUMNER,WA,US,REDLANDS,CA,US,52,3,5,4
RBTW,SUMNER,WA,US,REDLANDS,CA,US,23,3,3,8
ODFL,SUMNER,WA,US,RIALTO,CA,US,6,2,5,100
ODFL,SUMNER,WA,US,RICHMOND,VA,US,5,5,7,60
ODFL,SUMNER,WA,US,RIVERSIDE,CA,US,2,2,5,100
RBTW,SUMNER,WA,US,SACRAMENTO,CA,US,27,3,2,8
ODFL,SUMNER,WA,US,SHAFTER,CA,US,8,2,5,50
ODFL,SUMNER,WA,US,STOCKTON,CA,US,20,2,7,10
ODFL,SUMNER,WA,US,TOPEKA,KS,US,2,4,6,100
ODFL,SUMNER,WA,US,TRACY,CA,US,7,2,8,43
ODFL,SUMNER,WA,US,TYLER,TX,US,2,4,8,50
ODFL,SUMNER,WA,US,WOODLAND,CA,US,16,2,4,38
