SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,COST_PER_LB,COST_PER_MILE,COST_PER_CUFT,SHP_COUNT,MODE_PREFERENCE
RICHMOND,VA,US,BENTONVILLE,AR,US,LTL,0.39,0.34,3.17,5,Preferred Mode
RICHMOND,VA,US,BERKLEY,MI,US,LTL,0.39,0.24,4.46,1,Preferred Mode
RICHMOND,VA,US,BETHEL,PA,US,LTL,0.13,1.4,2.51,13,Preferred Mode
RICHMOND,VA,US,BETHLEHEM,PA,US,LTL,0.16,0.86,3.41,24,Preferred Mode
RICHMOND,VA,US,BETHLEHEM,PA,US,TL,0.07,3.58,1.11,2,Least Preferred Mode
RICHMOND,VA,US,BLACK MOUNTAIN,NC,US,LTL,0.12,0.98,2.9,15,Preferred Mode
RICHMOND,VA,US,BLASDELL,NY,US,LTL,1.67,0.34,9.49,1,Preferred Mode
RICHMOND,VA,US,BOWIE,MD,US,LTL,1.67,1.26,9.49,1,Preferred Mode
RICHMOND,VA,US,BOYNTON BEACH,FL,US,LTL,0.3,0.63,6.2,24,Preferred Mode
RICHMOND,VA,US,BRATTLEBORO,VT,US,LTL,0.19,0.49,5.63,1,Preferred Mode
RICHMOND,VA,US,BREINIGSVILLE,PA,US,LTL,0.11,2.14,2.79,7,Preferred Mode
RICHMOND,VA,US,BRIDGEVILLE,PA,US,LTL,1.67,0.46,9.49,1,Preferred Mode
RICHMOND,VA,US,BRONX,NY,US,LTL,0.44,0.76,5.57,6,Preferred Mode
RICHMOND,VA,US,BROOKFIELD,CT,US,LTL,1.67,0.38,9.49,1,Preferred Mode
RICHMOND,VA,US,BROOKHAVEN,MS,US,LTL,1.6,0.57,13.05,7,Least Preferred Mode
RICHMOND,VA,US,BROOKHAVEN,MS,US,TL,0.13,2.28,1.06,81,Preferred Mode
RICHMOND,VA,US,BROOKLYN,NY,US,LTL,1.59,0.46,10.26,4,Preferred Mode
RICHMOND,VA,US,BROOKPARK,OH,US,LTL,0.17,0.96,4.78,1,Preferred Mode
RICHMOND,VA,US,BROOKSVILLE,FL,US,LTL,0.29,0.83,3.68,8,Least Preferred Mode
RICHMOND,VA,US,BROOKSVILLE,FL,US,TL,0.13,2.84,1.03,120,Preferred Mode
RICHMOND,VA,US,BROWNSTOWN,MI,US,LTL,0.14,1.52,1.67,2,Preferred Mode
RICHMOND,VA,US,BROWNSTOWN,MI,US,TL,0.16,2.91,1.1,1,Least Preferred Mode
RICHMOND,VA,US,BUCKEYE,AZ,US,LTL,0.59,0.15,4.11,1,Least Preferred Mode
RICHMOND,VA,US,BUCKEYE,AZ,US,PARCEL,225.18,2.22,527.78,2,Preferred Mode
RICHMOND,VA,US,BURLINGTON,NC,US,LTL,1.46,0.78,8.3,1,Preferred Mode
RICHMOND,VA,US,BURLINGTON,NJ,US,LTL,0.18,1.48,2.59,39,Least Preferred Mode
RICHMOND,VA,US,BURLINGTON,NJ,US,TL,0.06,3.62,0.51,65,Preferred Mode
RICHMOND,VA,US,BUZZARDS BAY,MA,US,LTL,0.61,0.28,5.57,2,Preferred Mode
RICHMOND,VA,US,CALIFORNIA,MD,US,LTL,1.67,1.48,9.49,1,Preferred Mode
RICHMOND,VA,US,CAMP HILL,PA,US,LTL,1.67,0.71,9.49,1,Preferred Mode
RICHMOND,VA,US,CANTON,MI,US,LTL,1.6,0.24,9.09,1,Preferred Mode
RICHMOND,VA,US,CANTON,OH,US,LTL,0.24,1.15,1.93,7,Least Preferred Mode
RICHMOND,VA,US,CANTON,OH,US,TL,0.07,2.95,0.59,9,Preferred Mode
RICHMOND,VA,US,CAPE CORAL,FL,US,LTL,1.74,0.18,9.88,1,Preferred Mode
RICHMOND,VA,US,CAPITOL HEIGHTS,MD,US,LTL,1.67,1.35,9.49,1,Preferred Mode
RICHMOND,VA,US,CARLISLE,PA,US,LTL,0.18,1.41,2.74,47,Least Preferred Mode
RICHMOND,VA,US,CARLISLE,PA,US,TL,0.07,4.54,0.56,113,Preferred Mode
RICHMOND,VA,US,CARLSTADT,NJ,US,LTL,0.21,0.59,5.34,6,Preferred Mode
RICHMOND,VA,US,CARY,NC,US,LTL,1.46,0.81,8.3,1,Preferred Mode
RICHMOND,VA,US,CASTLETON,NY,US,LTL,0.28,0.58,2.25,13,Least Preferred Mode
RICHMOND,VA,US,CASTLETON,NY,US,TL,0.12,3.5,0.92,34,Preferred Mode
RICHMOND,VA,US,CEDAR FALLS,IA,US,LTL,0.38,0.41,4.07,12,Preferred Mode
RICHMOND,VA,US,CENTREVILLE,VA,US,LTL,0.44,1.32,4.08,1,Preferred Mode
RICHMOND,VA,US,CENTREVILLE,VA,US,PARCEL,23.36,49.24,227.27,1,Preferred Mode
RICHMOND,VA,US,CHAMBERSBURG,PA,US,LTL,0.51,1.14,3.62,4,Least Preferred Mode
RICHMOND,VA,US,CHAMBERSBURG,PA,US,TL,0.05,4.08,0.46,47,Preferred Mode
RICHMOND,VA,US,CHANNAHON,IL,US,LTL,0.19,0.79,1.63,8,Preferred Mode
RICHMOND,VA,US,CHANNAHON,IL,US,TL,0.15,2.64,1.2,1,Least Preferred Mode
RICHMOND,VA,US,CHARLESTON,TN,US,LTL,0.13,0.96,1.2,6,Least Preferred Mode
RICHMOND,VA,US,CHARLESTON,TN,US,TL,0.09,2.11,0.69,13,Preferred Mode
RICHMOND,VA,US,CHARLOTTE,NC,US,LTL,0.09,0.89,1.36,4,Least Preferred Mode
RICHMOND,VA,US,CHARLOTTE,NC,US,TL,0.1,3.38,1.06,7,Preferred Mode
RICHMOND,VA,US,CHESAPEAKE,VA,US,LTL,2.41,3.86,13.67,13,Least Preferred Mode
RICHMOND,VA,US,CHESAPEAKE,VA,US,TL,0.02,4.74,0.35,34,Preferred Mode
RICHMOND,VA,US,CHESHIRE,CT,US,LTL,0.15,0.69,3.81,27,Preferred Mode
RICHMOND,VA,US,CHESTERFIELD,MI,US,LTL,1.6,0.23,9.09,1,Preferred Mode
RICHMOND,VA,US,CHICAGO,IL,US,LTL,0.22,0.54,2.06,5,Preferred Mode
RICHMOND,VA,US,CHICKASHA,OK,US,LTL,1.85,0.11,14.63,1,Preferred Mode
RICHMOND,VA,US,CHICOPEE,MA,US,LTL,1.67,0.32,9.49,1,Preferred Mode
RICHMOND,VA,US,CHIPPEWA FALLS,WI,US,LTL,0.31,0.4,2.33,5,Preferred Mode
RICHMOND,VA,US,CLACKAMAS,OR,US,LTL,0.5,0.61,3.36,1,Preferred Mode
RICHMOND,VA,US,CLAY,NY,US,LTL,1.67,0.32,9.49,1,Preferred Mode
RICHMOND,VA,US,CLEAR BROOK,VA,US,LTL,0.32,1.41,2.81,7,Least Preferred Mode
RICHMOND,VA,US,CLEAR BROOK,VA,US,TL,0.07,5.88,0.54,25,Preferred Mode
RICHMOND,VA,US,CLEARWATER,FL,US,LTL,1.74,0.2,9.88,1,Preferred Mode
RICHMOND,VA,US,CLERMONT,FL,US,LTL,1.74,0.21,9.88,1,Preferred Mode
RICHMOND,VA,US,CLEVELAND,OH,US,LTL,0.6,0.37,5.61,3,Preferred Mode
RICHMOND,VA,US,CLINTON,IA,US,LTL,0.2,1.3,1.49,1,Least Preferred Mode
RICHMOND,VA,US,CLINTON,IA,US,TL,0.2,1.89,1.68,2,Preferred Mode
RICHMOND,VA,US,COLDWATER,MI,US,LTL,0.3,0.47,3.23,11,Preferred Mode
RICHMOND,VA,US,COLDWATER,MI,US,TL,0.25,2.63,1.74,1,Least Preferred Mode
RICHMOND,VA,US,COLLEGE POINT,NY,US,LTL,1.67,0.44,9.49,1,Preferred Mode
RICHMOND,VA,US,COLUMBIA,MD,US,LTL,1.67,1.13,9.49,1,Preferred Mode
RICHMOND,VA,US,COLUMBUS,OH,US,LTL,1.6,0.31,9.71,1,Preferred Mode
RICHMOND,VA,US,COMMACK,NY,US,LTL,1.67,0.41,9.49,1,Preferred Mode
RICHMOND,VA,US,CONCORD,NC,US,LTL,0.38,0.88,2.45,8,Least Preferred Mode
RICHMOND,VA,US,CONCORD,NC,US,TL,0.06,2.96,0.44,43,Preferred Mode
RICHMOND,VA,US,CONSHOHOCKEN,PA,US,LTL,1.67,0.62,9.49,1,Preferred Mode
RICHMOND,VA,US,CONYERS,GA,US,LTL,1.74,0.31,9.88,1,Preferred Mode
RICHMOND,VA,US,COPPELL,TX,US,LTL,0.3,0.6,2.57,4,Preferred Mode
RICHMOND,VA,US,CORAL SPRINGS,FL,US,LTL,1.74,0.17,9.88,1,Preferred Mode
RICHMOND,VA,US,CORSICANA,TX,US,LTL,0.54,0.2,4.02,2,Preferred Mode
RICHMOND,VA,US,CORSICANA,TX,US,PARCEL,277.78,3.94,714.29,1,Least Preferred Mode
RICHMOND,VA,US,COVENTRY,RI,US,LTL,1.67,0.31,9.49,1,Preferred Mode
RICHMOND,VA,US,CRANBURY,NJ,US,LTL,0.3,1.37,2.56,11,Least Preferred Mode
RICHMOND,VA,US,CRANBURY,NJ,US,TL,0.07,3.74,0.6,76,Preferred Mode
RICHMOND,VA,US,CROMWELL,CT,US,TL,0.07,4.05,0.77,2,Preferred Mode
RICHMOND,VA,US,CULLMAN,AL,US,LTL,0.21,0.52,1.41,6,Least Preferred Mode
RICHMOND,VA,US,CULLMAN,AL,US,TL,0.1,2.36,0.76,68,Preferred Mode
RICHMOND,VA,US,CUMMING,GA,US,LTL,1.74,0.32,9.88,1,Preferred Mode
RICHMOND,VA,US,DACULA,GA,US,LTL,0.13,0.97,3.77,5,Preferred Mode
RICHMOND,VA,US,DALLAS,TX,US,LTL,0.3,1.09,2.25,3,Preferred Mode
RICHMOND,VA,US,DANVERS,MA,US,LTL,1.67,0.27,9.49,1,Preferred Mode
RICHMOND,VA,US,DAVENPORT,FL,US,LTL,1.74,0.2,9.88,1,Preferred Mode
RICHMOND,VA,US,DAYTON,NJ,US,LTL,0.11,2.07,2.68,6,Preferred Mode
RICHMOND,VA,US,DEDHAM,MA,US,LTL,1.67,0.28,9.49,1,Preferred Mode
RICHMOND,VA,US,DEER PARK,NY,US,LTL,1.67,0.41,9.49,1,Preferred Mode
RICHMOND,VA,US,DELTONA,FL,US,LTL,0.28,0.58,2,11,Least Preferred Mode
RICHMOND,VA,US,DELTONA,FL,US,TL,0.13,2.77,1.09,84,Preferred Mode
RICHMOND,VA,US,DENVER,PA,US,LTL,0.11,2.36,2.78,10,Preferred Mode
RICHMOND,VA,US,DEPTFORD,NJ,US,LTL,1.67,0.64,9.49,1,Preferred Mode
RICHMOND,VA,US,DERBY,CT,US,LTL,1.67,0.38,9.49,1,Preferred Mode
RICHMOND,VA,US,DISPUTANTA,VA,US,LTL,0.18,4.7,4.28,26,Preferred Mode
RICHMOND,VA,US,DORAL,FL,US,LTL,1.3,0.21,22.47,1,Preferred Mode
RICHMOND,VA,US,DOUGLAS,GA,US,LTL,0.27,0.37,5.14,3,Least Preferred Mode
RICHMOND,VA,US,DOUGLAS,GA,US,TL,0.09,2.44,0.74,17,Preferred Mode
RICHMOND,VA,US,DOWNINGTOWN,PA,US,LTL,1.67,0.68,9.49,1,Preferred Mode
RICHMOND,VA,US,DRUMMOND ISLAND,MI,US,LTL,1.85,0.15,14.63,1,Preferred Mode
RICHMOND,VA,US,DU BOIS,PA,US,LTL,0.19,0.67,5.36,1,Preferred Mode
RICHMOND,VA,US,DUBLIN,GA,US,LTL,0.14,1.04,1.3,19,Least Preferred Mode
RICHMOND,VA,US,DUBLIN,GA,US,TL,0.12,2.1,1.1,37,Preferred Mode
RICHMOND,VA,US,DUNN,NC,US,LTL,0.16,0.78,3.69,29,Preferred Mode
RICHMOND,VA,US,DUPONT,WA,US,LTL,0.71,0.46,6.39,2,Preferred Mode
RICHMOND,VA,US,DUPONT,WA,US,TL,0.92,2.22,7.34,1,Least Preferred Mode
RICHMOND,VA,US,EAST POINT,GA,US,LTL,1.74,0.3,9.88,1,Preferred Mode
RICHMOND,VA,US,EAST RUTHERFORD,NJ,US,LTL,1.67,0.46,9.49,1,Preferred Mode
RICHMOND,VA,US,EAST SETAUKET,NY,US,LTL,1.67,0.39,9.49,1,Preferred Mode
RICHMOND,VA,US,EAST SYRACUSE,NY,US,LTL,1.67,0.32,9.49,1,Preferred Mode
RICHMOND,VA,US,EASTON,MD,US,LTL,1.67,0.9,9.49,1,Preferred Mode
RICHMOND,VA,US,EASTON,PA,US,LTL,0.35,1.08,3.03,7,Least Preferred Mode
RICHMOND,VA,US,EASTON,PA,US,TL,0.07,3.19,0.54,51,Preferred Mode
RICHMOND,VA,US,EAU CLAIRE,WI,US,LTL,0.22,0.97,1.93,1,Preferred Mode
RICHMOND,VA,US,EDGEWOOD,MD,US,LTL,0.76,1.4,17.81,9,Least Preferred Mode
RICHMOND,VA,US,EDGEWOOD,MD,US,PARCEL,33.72,30.35,843.65,10,Preferred Mode
RICHMOND,VA,US,EDISON,NJ,US,LTL,1.67,0.5,9.49,1,Preferred Mode
RICHMOND,VA,US,EDWARDSVILLE,IL,US,LTL,0.22,0.49,1.96,3,Preferred Mode
RICHMOND,VA,US,EDWARDSVILLE,IL,US,TL,0.08,2.42,0.87,1,Least Preferred Mode
RICHMOND,VA,US,EL RENO,OK,US,LTL,1.85,0.11,14.63,1,Preferred Mode
RICHMOND,VA,US,ELLOREE,SC,US,LTL,0.18,0.38,4.11,17,Preferred Mode
RICHMOND,VA,US,CHICAGO,IL,US,LTL,0.23,0.49,5.83,1,Least Preferred Mode
RICHMOND,VA,US,CHICAGO,IL,US,TL,0.1,1.98,0.84,80,Preferred Mode
RICHMOND,VA,US,ELYRIA,OH,US,LTL,0.17,0.79,1.67,1,Preferred Mode
RICHMOND,VA,US,ENGLEWOOD,NJ,US,LTL,0.3,0.6,2.73,1,Preferred Mode
RICHMOND,VA,US,ERLANGER,KY,US,LTL,0.16,1.41,1.29,2,Least Preferred Mode
RICHMOND,VA,US,ERLANGER,KY,US,TL,0.11,2.39,0.86,10,Preferred Mode
RICHMOND,VA,US,FAIRFAX,VA,US,LTL,1.46,1.35,8.3,1,Preferred Mode
RICHMOND,VA,US,FAIRFIELD,CT,US,LTL,1.67,0.4,9.49,1,Preferred Mode
RICHMOND,VA,US,FAIRLESS HILLS,PA,US,LTL,1.67,0.57,9.49,1,Preferred Mode
RICHMOND,VA,US,FAIRVIEW,MI,US,LTL,1.85,0.18,14.63,1,Preferred Mode
RICHMOND,VA,US,FALL RIVER,MA,US,LTL,0.17,0.76,1.22,6,Least Preferred Mode
RICHMOND,VA,US,FALL RIVER,MA,US,TL,0.15,4.04,1.18,79,Preferred Mode
RICHMOND,VA,US,FALLS CHURCH,VA,US,LTL,1.46,1.31,8.3,1,Preferred Mode
RICHMOND,VA,US,FARMINGDALE,NY,US,LTL,0.33,0.84,2.79,45,Preferred Mode
RICHMOND,VA,US,FARMINGDALE,NY,US,TL,0.16,3.83,1.16,5,Least Preferred Mode
RICHMOND,VA,US,FAYETTEVILLE,NC,US,LTL,1.46,0.63,8.3,1,Preferred Mode
RICHMOND,VA,US,FERGUS FALLS,MN,US,LTL,1.85,0.11,14.63,1,Preferred Mode
RICHMOND,VA,US,FINDLAY,OH,US,LTL,0.46,0.98,4.47,22,Least Preferred Mode
RICHMOND,VA,US,FINDLAY,OH,US,TL,0.1,2.25,0.92,48,Preferred Mode
RICHMOND,VA,US,FISHERSVILLE,VA,US,LTL,0.3,2.56,2.38,10,Least Preferred Mode
RICHMOND,VA,US,FISHERSVILLE,VA,US,TL,0.04,4.94,0.29,61,Preferred Mode
RICHMOND,VA,US,FISKDALE,MA,US,LTL,0.15,0.82,1.23,4,Preferred Mode
RICHMOND,VA,US,FISKDALE,MA,US,PARCEL,714.29,10.29,2500,1,Least Preferred Mode
RICHMOND,VA,US,FLEMINGTON,NJ,US,LTL,1.67,0.53,9.49,1,Preferred Mode
RICHMOND,VA,US,FLORENCE,NJ,US,LTL,0.13,1.26,2.89,2,Least Preferred Mode
RICHMOND,VA,US,FLORENCE,NJ,US,TL,0.04,3.78,0.83,12,Preferred Mode
RICHMOND,VA,US,FLORENCE,SC,US,LTL,0.06,1.15,1.08,2,Preferred Mode
RICHMOND,VA,US,FLORENCE,SC,US,TL,0.17,3.13,2.94,1,Least Preferred Mode
RICHMOND,VA,US,FLUSHING,NY,US,LTL,1.67,0.45,9.49,1,Preferred Mode
RICHMOND,VA,US,FONTANA,CA,US,LTL,0.62,0.27,4.34,3,Preferred Mode
RICHMOND,VA,US,FORNEY,TX,US,LTL,0.28,0.75,2.7,1,Preferred Mode
RICHMOND,VA,US,FORT LAUDERDALE,FL,US,LTL,1.74,0.17,9.88,1,Preferred Mode
RICHMOND,VA,US,FORT MYERS,FL,US,LTL,1.74,0.18,9.88,1,Preferred Mode
RICHMOND,VA,US,FORT PIERCE,FL,US,LTL,0.29,0.31,2.5,1,Least Preferred Mode
RICHMOND,VA,US,FORT PIERCE,FL,US,TL,0.12,2.89,1.09,5,Preferred Mode
RICHMOND,VA,US,FORT WAYNE,IN,US,LTL,0.19,1.6,3.46,2,Least Preferred Mode
RICHMOND,VA,US,FORT WAYNE,IN,US,TL,0.07,2.47,1.14,5,Preferred Mode
RICHMOND,VA,US,FRAMINGHAM,MA,US,LTL,1.67,0.29,9.49,1,Preferred Mode
RICHMOND,VA,US,FRANKLIN,MA,US,LTL,1.67,0.29,9.49,1,Preferred Mode
RICHMOND,VA,US,FREDERICKSBURG,PA,US,LTL,0.18,0.81,2.15,47,Preferred Mode
RICHMOND,VA,US,FREDERICKSBURG,VA,US,LTL,0.35,6.13,4.16,10,Least Preferred Mode
RICHMOND,VA,US,FREDERICKSBURG,VA,US,TL,0.02,8.96,0.36,39,Preferred Mode
RICHMOND,VA,US,FREEPORT,NY,US,LTL,1.67,0.43,9.49,1,Preferred Mode
RICHMOND,VA,US,FRENCH CAMP,CA,US,LTL,0.65,0.16,5.05,1,Preferred Mode
RICHMOND,VA,US,FRESNO,TX,US,LTL,0.28,0.88,2.1,2,Preferred Mode
RICHMOND,VA,US,FRESNO,TX,US,TL,0.38,1.96,2.18,1,Least Preferred Mode
RICHMOND,VA,US,FRIDLEY,MN,US,LTL,0.54,0.44,5.79,10,Preferred Mode
RICHMOND,VA,US,FT PIERCE,FL,US,LTL,0.36,0.55,4.35,9,Least Preferred Mode
RICHMOND,VA,US,FT PIERCE,FL,US,TL,0.13,2.74,1.09,81,Preferred Mode
RICHMOND,VA,US,FT. MYERS BEACH,FL,US,LTL,0.54,0.18,4.57,1,Preferred Mode
RICHMOND,VA,US,GAINESVILLE,VA,US,LTL,1.46,1.32,8.3,1,Preferred Mode
RICHMOND,VA,US,GALESBURG,MI,US,LTL,0.26,0.63,3.08,13,Preferred Mode
RICHMOND,VA,US,GALESBURG,MI,US,TL,1.07,2.69,3.59,1,Least Preferred Mode
RICHMOND,VA,US,GANSEVOORT,NY,US,LTL,0.21,0.52,2.3,34,Preferred Mode
RICHMOND,VA,US,GARDEN CITY,GA,US,LTL,0.43,1.2,4.41,4,Preferred Mode
RICHMOND,VA,US,GARDEN CITY,GA,US,TL,0.05,2.63,0.93,4,Preferred Mode
RICHMOND,VA,US,GARDEN CITY,NY,US,LTL,1.67,0.44,9.49,1,Preferred Mode
RICHMOND,VA,US,GARNER,NC,US,LTL,1.46,0.83,8.3,1,Preferred Mode
RICHMOND,VA,US,GOODLETTSVILLE,TN,US,LTL,1.02,0.3,10,2,Preferred Mode
RICHMOND,VA,US,GOODYEAR,AZ,US,LTL,0.69,0.13,5.32,1,Preferred Mode
RICHMOND,VA,US,GRAIN VALLEY,MO,US,PARCEL,25.25,4.83,151.52,1,Preferred Mode
RICHMOND,VA,US,GRAND RAPIDS,MI,US,LTL,0.5,0.2,4.26,1,Preferred Mode
RICHMOND,VA,US,GREENCASTLE,PA,US,LTL,0.18,0.97,4.19,23,Preferred Mode
RICHMOND,VA,US,GREENFIELD,IN,US,LTL,0.14,1.17,1.49,2,Preferred Mode
RICHMOND,VA,US,GREENFIELD,MA,US,LTL,1.67,0.3,9.49,1,Preferred Mode
RICHMOND,VA,US,GREENVILLE,SC,US,LTL,0.17,0.39,4.01,18,Preferred Mode
RICHMOND,VA,US,GREENVILLE,TN,US,LTL,0.21,0.87,1.25,1,Least Preferred Mode
RICHMOND,VA,US,GREENVILLE,TN,US,TL,0.09,1.87,0.61,5,Preferred Mode
RICHMOND,VA,US,GREENWOOD,IN,US,LTL,0.17,1.49,3.1,2,Preferred Mode
RICHMOND,VA,US,GROVE CITY,OH,US,LTL,0.18,1.24,2.2,4,Least Preferred Mode
RICHMOND,VA,US,GROVE CITY,OH,US,TL,0.07,2.46,0.54,204,Preferred Mode
RICHMOND,VA,US,GROVEPORT,OH,US,LTL,0.25,0.78,4.26,4,Least Preferred Mode
RICHMOND,VA,US,GROVEPORT,OH,US,TL,0.09,2.61,0.68,16,Preferred Mode
RICHMOND,VA,US,HAGERSTOWN,MD,US,TL,0.03,4.94,0.35,2,Preferred Mode
RICHMOND,VA,US,HAMILTON,NJ,US,LTL,1.67,0.56,9.49,1,Preferred Mode
RICHMOND,VA,US,HAMPTON,GA,US,LTL,0.16,0.46,2.36,2,Least Preferred Mode
RICHMOND,VA,US,HAMPTON,GA,US,TL,0.08,2.16,0.72,13,Preferred Mode
RICHMOND,VA,US,HAMPTON,VA,US,LTL,1.46,1.68,8.3,1,Preferred Mode
RICHMOND,VA,US,HARTVILLE,OH,US,LTL,0.44,0.49,7.78,1,Preferred Mode
RICHMOND,VA,US,HATTIESBURG,MS,US,LTL,0.19,0.39,1.52,36,Preferred Mode
RICHMOND,VA,US,HATTIESBURG,MS,US,TL,0.33,2.49,2.54,17,Least Preferred Mode
RICHMOND,VA,US,HAUPPAUGE,NY,US,LTL,0.93,0.41,9.62,1,Preferred Mode
RICHMOND,VA,US,HAVERHILL,MA,US,LTL,1.67,0.27,9.49,1,Preferred Mode
RICHMOND,VA,US,HAZLETON,PA,US,LTL,0.33,2.2,5.23,5,Least Preferred Mode
RICHMOND,VA,US,HAZLETON,PA,US,TL,0.03,3.12,0.66,25,Preferred Mode
RICHMOND,VA,US,HENDERSON,NV,US,LTL,0.43,0.58,4.31,1,Preferred Mode
RICHMOND,VA,US,HERMISTON,OR,US,LTL,0.76,0.16,5.31,1,Preferred Mode
RICHMOND,VA,US,HIALEAH,FL,US,LTL,1.74,0.17,9.88,1,Preferred Mode
RICHMOND,VA,US,HIALEAH GARDENS,FL,US,LTL,1.74,0.17,9.88,1,Preferred Mode
RICHMOND,VA,US,HICKORY,NC,US,LTL,0.2,0.49,4.28,13,Preferred Mode
RICHMOND,VA,US,HOLIDAY CITY,OH,US,LTL,0.3,0.36,7.08,2,Preferred Mode
RICHMOND,VA,US,HOLLYWOOD,FL,US,LTL,0.77,0.26,5.01,3,Preferred Mode
RICHMOND,VA,US,HOLLYWOOD,FL,US,TL,0.38,2.84,2.62,1,Least Preferred Mode
RICHMOND,VA,US,HOMER,MI,US,LTL,1.85,0.23,14.63,1,Preferred Mode
RICHMOND,VA,US,HOMESTEAD,FL,US,LTL,1.74,0.16,9.88,1,Preferred Mode
RICHMOND,VA,US,HOPE MILLS,NC,US,LTL,0.09,1.39,0.54,4,Least Preferred Mode
RICHMOND,VA,US,HOPE MILLS,NC,US,TL,0.05,3.69,0.39,138,Preferred Mode
RICHMOND,VA,US,HOPEWELL JUNCTION,NY,US,LTL,0.14,1.24,2.55,5,Preferred Mode
RICHMOND,VA,US,HOPEWELL JUNCTION,NY,US,TL,0.06,3.63,0.93,5,Preferred Mode
RICHMOND,VA,US,HOPKINS,MN,US,LTL,0.36,0.3,8.41,2,Preferred Mode
RICHMOND,VA,US,HOPKINSVILLE,KY,US,LTL,0.31,0.45,3.88,11,Preferred Mode
RICHMOND,VA,US,HOPKINSVILLE,KY,US,PARCEL,18.25,7.54,68.49,1,Least Preferred Mode
RICHMOND,VA,US,HOPKINSVILLE,KY,US,TL,0.13,2.17,0.97,2,Least Preferred Mode
RICHMOND,VA,US,HOUSTON,TX,US,LTL,0.34,1.4,7.91,2,Preferred Mode
RICHMOND,VA,US,HOWELL,NJ,US,LTL,1.67,0.51,9.49,1,Preferred Mode
RICHMOND,VA,US,HUDSON,MA,US,LTL,1.67,0.29,9.49,1,Preferred Mode
RICHMOND,VA,US,HUNTLEY,IL,US,TL,0.06,1.94,0.66,1,Preferred Mode
RICHMOND,VA,US,HURRICANE,UT,US,PARCEL,78.13,2.21,555.56,1,Preferred Mode
RICHMOND,VA,US,HUTCHINSON,KS,US,LTL,0.36,0.55,3.53,1,Preferred Mode
RICHMOND,VA,US,HUTCHINSON,KS,US,TL,0.37,2.12,2.61,1,Preferred Mode
RICHMOND,VA,US,HYANNIS,MA,US,LTL,1.67,0.26,9.49,1,Preferred Mode
RICHMOND,VA,US,IMPERIAL,PA,US,LTL,0.38,0.78,2.85,26,Least Preferred Mode
RICHMOND,VA,US,IMPERIAL,PA,US,TL,0.1,3.45,0.78,44,Preferred Mode
RICHMOND,VA,US,INDIANAPOLIS,IN,US,LTL,0.24,0.58,2.04,12,Preferred Mode
RICHMOND,VA,US,INWOOD,WV,US,LTL,0.29,1.32,2.62,2,Preferred Mode
RICHMOND,VA,US,INWOOD,WV,US,PARCEL,78.13,32.65,555.56,1,Least Preferred Mode
RICHMOND,VA,US,ISLANDIA,NY,US,LTL,1.67,0.4,9.49,1,Preferred Mode
RICHMOND,VA,US,ITHACA,NY,US,LTL,1.67,0.37,9.49,1,Preferred Mode
RICHMOND,VA,US,JACKSON,GA,US,LTL,0.17,0.55,3.94,2,Preferred Mode
RICHMOND,VA,US,JACKSONVILLE,FL,US,LTL,0.28,0.65,2.82,67,Preferred Mode
RICHMOND,VA,US,JACKSONVILLE,FL,US,TL,0.15,2.61,1.15,50,Least Preferred Mode
RICHMOND,VA,US,JANESVILLE,WI,US,LTL,0.28,0.3,2.96,2,Preferred Mode
RICHMOND,VA,US,JASPER,AR,US,LTL,1.85,0.14,14.63,1,Preferred Mode
RICHMOND,VA,US,JEFFERSON,GA,US,LTL,0.28,0.47,2.85,41,Least Preferred Mode
RICHMOND,VA,US,JEFFERSON,GA,US,TL,0.08,2.27,0.63,42,Preferred Mode
RICHMOND,VA,US,JENSEN BEACH,FL,US,LTL,1.74,0.19,9.88,1,Preferred Mode
RICHMOND,VA,US,JERSEY CITY,NJ,US,LTL,1.67,0.47,9.49,1,Preferred Mode
RICHMOND,VA,US,JOHNSON CITY,NY,US,LTL,1.67,0.38,9.49,1,Preferred Mode
RICHMOND,VA,US,JOHNSTON,RI,US,LTL,1.67,0.3,9.49,1,Preferred Mode
RICHMOND,VA,US,JOLIET,IL,US,LTL,0.19,1.08,3.44,7,Preferred Mode
RICHMOND,VA,US,JOLIET,IL,US,TL,0.1,2.66,1.67,1,Least Preferred Mode
RICHMOND,VA,US,JONESVILLE,SC,US,LTL,0.11,0.59,2.29,14,Preferred Mode
RICHMOND,VA,US,JUPITER,FL,US,LTL,0.51,0.19,9.6,33,Preferred Mode
RICHMOND,VA,US,JUPITER,FL,US,TL,0.1,2.94,1.12,2,Least Preferred Mode
RICHMOND,VA,US,KANSAS CITY,KS,US,LTL,0.3,0.67,3.88,4,Preferred Mode
RICHMOND,VA,US,KEARNY,NJ,US,LTL,1.67,0.47,9.49,1,Preferred Mode
RICHMOND,VA,US,KERNERSVILLE,NC,US,LTL,0.22,1.11,1.79,9,Least Preferred Mode
RICHMOND,VA,US,KERNERSVILLE,NC,US,TL,0.05,3.51,0.43,72,Preferred Mode
RICHMOND,VA,US,KILGORE,TX,US,LTL,0.53,0.13,3.89,1,Preferred Mode
RICHMOND,VA,US,KILGORE,TX,US,PARCEL,78.13,4.24,555.56,1,Preferred Mode
