SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,COST_PER_LB,COST_PER_MILE,COST_PER_CUFT,SHP_COUNT,MODE_PREFERENCE
DELTA,BC,CA,ABBOTSFORD,BC,CA,LTL,0.1,0.52,0.85,1,Preferred Mode
DELTA,BC,CA,ACHESON,AB,CA,TL,12,7.05,439.04,3,Preferred Mode
DELTA,BC,CA,BRAMPTON,ON,CA,TL,3.73,1.86,39.74,2,Preferred Mode
DELTA,BC,CA,BURNABY,BC,CA,LTL,0.1,1.58,0.85,2,Preferred Mode
DELTA,BC,CA,CALGARY,AB,CA,LTL,0.09,0.04,0.82,7,Least Preferred Mode
DELTA,BC,CA,CALGARY,AB,CA,TL,2.1,6.89,26.17,180,Preferred Mode
DELTA,BC,CA,CAMPBELL RIVER,BC,CA,LTL,0.1,0.15,0.85,1,Preferred Mode
DELTA,BC,CA,CAMROSE,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,COLD LAKE,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,COQUITLAM,BC,CA,LTL,0.1,0.98,0.85,1,Preferred Mode
DELTA,BC,CA,CORNWALL,ON,CA,TL,24.33,5.18,253.64,11,Preferred Mode
DELTA,BC,CA,COURTENAY,BC,CA,LTL,0.1,0.18,0.85,1,Preferred Mode
DELTA,BC,CA,DELTA,BC,CA,LTL,0.1,0.98,0.85,1,Preferred Mode
DELTA,BC,CA,DELTA,BC,CA,TL,16.08,200,500,1,Preferred Mode
DELTA,BC,CA,DUNCAN,BC,CA,LTL,0.1,0.27,0.85,1,Preferred Mode
DELTA,BC,CA,EDMONTON,AB,CA,LTL,0.1,0.03,0.85,8,Preferred Mode
DELTA,BC,CA,FORT MCMURRAY,AB,CA,LTL,0.1,0.02,0.85,1,Preferred Mode
DELTA,BC,CA,FORT ST. JOHN,BC,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,KELOWNA,BC,CA,LTL,0.1,0.1,0.85,1,Preferred Mode
DELTA,BC,CA,LANGLEY,BC,CA,LTL,0.1,1.19,0.85,1,Preferred Mode
DELTA,BC,CA,LETHBRIDGE,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,LLOYDMINSTER,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,MAPLE RIDGE,BC,CA,LTL,0.1,0.79,0.85,1,Preferred Mode
DELTA,BC,CA,MEDICINE HAT,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,MISSISSAUGA,ON,CA,TL,22.01,5.71,338.83,18,Preferred Mode
DELTA,BC,CA,N. VANCOUVER,BC,CA,LTL,0.1,0.96,0.85,1,Preferred Mode
DELTA,BC,CA,NANAIMO,BC,CA,LTL,0.1,0.34,0.85,1,Preferred Mode
DELTA,BC,CA,NEW WESTMINSTER,BC,CA,TL,19.27,232.62,194.99,4,Preferred Mode
DELTA,BC,CA,NISKU,AB,CA,TL,23.63,6.48,320.69,3,Preferred Mode
DELTA,BC,CA,OKOTOKS,AB,CA,LTL,0.1,0.04,0.85,1,Preferred Mode
DELTA,BC,CA,PENTICTON,BC,CA,LTL,0.1,0.09,0.85,1,Preferred Mode
DELTA,BC,CA,PORT COQUITLAM,BC,CA,LTL,0.09,0.93,0.79,2,Preferred Mode
DELTA,BC,CA,PRINCE GEORGE,BC,CA,LTL,0.1,0.05,0.85,1,Preferred Mode
DELTA,BC,CA,RED DEER,AB,CA,LTL,0.1,0.04,0.85,1,Preferred Mode
DELTA,BC,CA,REGINA,SK,CA,LTL,0.1,0.02,0.85,1,Preferred Mode
DELTA,BC,CA,RICHMOND,BC,CA,LTL,0.1,2.64,0.85,2,Least Preferred Mode
DELTA,BC,CA,RICHMOND,BC,CA,TL,2.61,416.55,31.36,8,Preferred Mode
DELTA,BC,CA,SARDIS,BC,CA,LTL,0.1,0.37,0.85,1,Preferred Mode
DELTA,BC,CA,SASKATOON,SK,CA,LTL,0.1,0.02,0.85,2,Preferred Mode
DELTA,BC,CA,SHERWOOD PARK,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,SPRUCE GROVE,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,ST. ALBERT,AB,CA,LTL,0.1,0.03,0.85,1,Preferred Mode
DELTA,BC,CA,SURREY,BC,CA,LTL,0.1,1.44,0.85,1,Preferred Mode
DELTA,BC,CA,TSAWWASSEN,BC,CA,TL,3.61,807.88,105.23,3,Preferred Mode
DELTA,BC,CA,VANCOUVER,BC,CA,LTL,0.1,1.46,0.85,2,Preferred Mode
DELTA,BC,CA,VERNON,BC,CA,LTL,0.1,0.09,0.85,1,Preferred Mode
DELTA,BC,CA,VICTORIA,BC,CA,LTL,0.1,0.45,0.85,2,Preferred Mode
DELTA,BC,CA,WEST VANCOUVER,BC,CA,LTL,0.1,0.85,0.85,1,Preferred Mode
DELTA,BC,CA,WHITEHORSE,YT,CA,LTL,0.1,0.02,0.85,1,Preferred Mode
DELTA,BC,CA,WILLIAMS LAKE,BC,CA,LTL,0.1,0.07,0.85,1,Preferred Mode
DELTA,BC,CA,WINNIPEG,MB,CA,LTL,0.1,0.02,0.85,4,Preferred Mode
CHICAGO,IL,US,ABINGDON,VA,US,LTL,0.21,0.57,5.54,3,Preferred Mode
CHICAGO,IL,US,ALACHUA,FL,US,LTL,0.33,0.64,3.63,9,Preferred Mode
CHICAGO,IL,US,ALBANY,OR,US,LTL,1.12,0.19,13.16,5,Preferred Mode
CHICAGO,IL,US,ALPINE,TX,US,LTL,0.43,0.1,3.7,1,Preferred Mode
CHICAGO,IL,US,AMARILLO,TX,US,LTL,0.21,0.98,1.62,2,Preferred Mode
CHICAGO,IL,US,AMARILLO,TX,US,TL,0.18,2.79,1.57,2,Preferred Mode
CHICAGO,IL,US,AMBRIDGE,PA,US,LTL,0.53,0.29,9.46,1,Preferred Mode
CHICAGO,IL,US,AMSTERDAM,NY,US,LTL,0.27,0.53,3.43,28,Preferred Mode
CHICAGO,IL,US,AMSTERDAM,NY,US,TL,0.53,3.32,3.68,1,Least Preferred Mode
CHICAGO,IL,US,ANNAPOLIS,MD,US,LTL,0.35,0.21,2.75,1,Preferred Mode
CHICAGO,IL,US,ARDMORE,OK,US,LTL,0.27,0.28,2.11,1,Preferred Mode
CHICAGO,IL,US,ATLANTIC CITY,NJ,US,LTL,0.24,0.56,2.32,1,Preferred Mode
CHICAGO,IL,US,AUBURNDALE,FL,US,LTL,0.31,0.63,3.23,8,Preferred Mode
CHICAGO,IL,US,AUBURNDALE,FL,US,TL,0.15,2.86,1.49,1,Least Preferred Mode
CHICAGO,IL,US,AURORA,CO,US,LTL,0.32,0.7,6.54,7,Preferred Mode
CHICAGO,IL,US,AURORA,IL,US,LTL,0.24,6.28,2.05,10,Least Preferred Mode
CHICAGO,IL,US,AURORA,IL,US,TL,0.03,12.3,0.2,53,Preferred Mode
CHICAGO,IL,US,BALTIC,OH,US,LTL,0.39,0.35,4.14,1,Preferred Mode
CHICAGO,IL,US,BALTIMORE,MD,US,LTL,0.33,0.24,2.84,3,Preferred Mode
CHICAGO,IL,US,BALTIMORE,MD,US,TL,0.13,3.36,0.93,1,Least Preferred Mode
CHICAGO,IL,US,BARTLETT,TN,US,LTL,0.47,0.33,6.96,2,Preferred Mode
CHICAGO,IL,US,BATTLE CREEK,MI,US,LTL,0.51,0.7,5.08,1,Preferred Mode
CHICAGO,IL,US,BEAVER DAM,WI,US,LTL,0.19,2.04,1.44,3,Least Preferred Mode
CHICAGO,IL,US,BEAVER DAM,WI,US,TL,0.04,3.76,0.33,122,Preferred Mode
CHICAGO,IL,US,BEDFORD HEIGHTS,OH,US,LTL,0.15,1.04,3.67,11,Preferred Mode
CHICAGO,IL,US,BELLEFONTAINE,OH,US,LTL,0.21,0.59,4.45,10,Preferred Mode
CHICAGO,IL,US,BELLEVILLE,IL,US,LTL,1.15,0.53,10.14,1,Preferred Mode
CHICAGO,IL,US,BELLOWS FALLS,VT,US,LTL,0.64,0.15,5.32,1,Preferred Mode
CHICAGO,IL,US,BELOIT,WI,US,LTL,0.18,2.64,1.57,10,Least Preferred Mode
CHICAGO,IL,US,BELOIT,WI,US,TL,0.04,4.91,0.31,66,Preferred Mode
CHICAGO,IL,US,BENTONVILLE,AR,US,LTL,0.31,0.42,2.7,27,Preferred Mode
CHICAGO,IL,US,BERKLEY,MI,US,LTL,0.41,0.53,5.1,15,Preferred Mode
CHICAGO,IL,US,BETHEL,PA,US,LTL,0.22,0.68,4.22,19,Preferred Mode
CHICAGO,IL,US,BETHEL,PA,US,TL,0.19,3.17,2.28,1,Least Preferred Mode
CHICAGO,IL,US,BETHLEHEM,PA,US,LTL,0.17,1.14,4.5,1,Preferred Mode
CHICAGO,IL,US,BETHPAGE,NY,US,LTL,0.3,0.4,2.67,3,Preferred Mode
CHICAGO,IL,US,BILOXI,MS,US,LTL,0.44,0.19,2.69,1,Preferred Mode
CHICAGO,IL,US,BLACK JACK,MO,US,LTL,0.73,0.81,6.97,1,Preferred Mode
CHICAGO,IL,US,BLAIR,NE,US,LTL,0.21,0.8,4.24,15,Preferred Mode
CHICAGO,IL,US,BLOOMINGTON,IN,US,LTL,0.52,0.6,8.03,8,Preferred Mode
CHICAGO,IL,US,BLUFFTON,IN,US,LTL,0.12,3.1,3.06,47,Preferred Mode
CHICAGO,IL,US,BLUFFTON,IN,US,TL,0.06,4.08,1.44,2,Least Preferred Mode
CHICAGO,IL,US,BOCA RATON,FL,US,LTL,0.56,0.13,5.51,1,Preferred Mode
CHICAGO,IL,US,BOONVILLE,NY,US,LTL,0.36,0.27,2.62,3,Preferred Mode
CHICAGO,IL,US,BOSTON,MA,US,LTL,0.38,0.14,2.56,1,Preferred Mode
CHICAGO,IL,US,BOYNTON BEACH,FL,US,LTL,0.31,0.83,9.18,1,Preferred Mode
CHICAGO,IL,US,BREINIGSVILLE,PA,US,LTL,0.16,1.56,4.12,2,Preferred Mode
CHICAGO,IL,US,BRIDGETON,MO,US,LTL,0.21,0.98,4.96,22,Preferred Mode
CHICAGO,IL,US,BROADUS,MT,US,LTL,0.57,0.18,4.63,1,Preferred Mode
CHICAGO,IL,US,BRONX,NY,US,LTL,0.91,0.2,7.74,2,Preferred Mode
CHICAGO,IL,US,BROOKHAVEN,MS,US,LTL,0.47,0.3,4.23,10,Preferred Mode
CHICAGO,IL,US,BROOKHAVEN,MS,US,PARCEL,263.16,6.55,1666.67,1,Least Preferred Mode
CHICAGO,IL,US,BROOKLYN,NY,US,LTL,0.24,1.03,5.07,1,Preferred Mode
CHICAGO,IL,US,BROOKPARK,OH,US,LTL,0.14,1.28,3.5,10,Preferred Mode
CHICAGO,IL,US,BROOKSVILLE,FL,US,LTL,2.03,0.42,11.12,11,Preferred Mode
CHICAGO,IL,US,BROWNSTOWN,MI,US,LTL,0.13,1.17,1.01,30,Preferred Mode
CHICAGO,IL,US,BROWNSTOWN,MI,US,TL,0.16,3.67,1.18,23,Least Preferred Mode
CHICAGO,IL,US,BUCKEYE,AZ,US,LTL,0.57,0.15,6.86,1,Preferred Mode
CHICAGO,IL,US,BUCKEYE,AZ,US,PARCEL,32.05,2.98,96.15,1,Preferred Mode
CHICAGO,IL,US,BURLINGTON,NJ,US,LTL,0.27,0.64,3.6,10,Preferred Mode
CHICAGO,IL,US,BURLINGTON,NJ,US,TL,0.31,3.18,2.09,6,Least Preferred Mode
CHICAGO,IL,US,BURNSVILLE,MN,US,LTL,0.72,0.3,3.08,1,Preferred Mode
CHICAGO,IL,US,BYRON CENTER,MI,US,LTL,0.18,1.22,4.34,20,Preferred Mode
CHICAGO,IL,US,CANTON,OH,US,LTL,0.31,1.15,4.68,14,Least Preferred Mode
CHICAGO,IL,US,CANTON,OH,US,TL,0.09,3.18,0.72,36,Preferred Mode
CHICAGO,IL,US,CARLISLE,PA,US,LTL,0.27,0.62,3,10,Preferred Mode
CHICAGO,IL,US,CARLISLE,PA,US,TL,0.26,3.45,1.88,2,Least Preferred Mode
CHICAGO,IL,US,CASTLETON,NY,US,LTL,0.21,0.6,1.66,4,Preferred Mode
CHICAGO,IL,US,CEDAR FALLS,IA,US,LTL,0.22,1.01,4.52,3,Least Preferred Mode
CHICAGO,IL,US,CEDAR FALLS,IA,US,TL,0.06,3.24,0.5,47,Preferred Mode
CHICAGO,IL,US,CHAMBERSBURG,PA,US,LTL,0.26,0.49,2.45,15,Preferred Mode
CHICAGO,IL,US,CHAMBERSBURG,PA,US,TL,0.3,3.29,2,2,Least Preferred Mode
CHICAGO,IL,US,CHANNAHON,IL,US,LTL,0.23,12.62,2.56,12,Least Preferred Mode
CHICAGO,IL,US,CHANNAHON,IL,US,TL,0.02,22.85,0.16,52,Preferred Mode
CHICAGO,IL,US,CHARLESTON,TN,US,LTL,0.18,0.76,1.68,11,Least Preferred Mode
CHICAGO,IL,US,CHARLESTON,TN,US,TL,0.12,2.87,0.99,51,Preferred Mode
CHICAGO,IL,US,CHARLOTTE,NC,US,LTL,0.21,0.63,1.86,17,Least Preferred Mode
CHICAGO,IL,US,CHARLOTTE,NC,US,TL,0.22,2.5,1.64,36,Preferred Mode
CHICAGO,IL,US,CHEHALIS,WA,US,TL,1.14,2.34,4.86,6,Preferred Mode
CHICAGO,IL,US,CHEROKEE,IA,US,LTL,0.24,1.81,5.91,22,Preferred Mode
CHICAGO,IL,US,CHESAPEAKE,VA,US,LTL,0.22,1.06,2.83,10,Preferred Mode
CHICAGO,IL,US,CHESAPEAKE,VA,US,TL,0.29,2.98,2.29,3,Least Preferred Mode
CHICAGO,IL,US,CHESHIRE,CT,US,LTL,0.23,0.51,5.22,1,Preferred Mode
CHICAGO,IL,US,CHESTERFIELD,MI,US,LTL,0.2,1.84,4.81,3,Preferred Mode
CHICAGO,IL,US,CHICAGO,IL,US,LTL,0.2,2.87,1.62,58,Preferred Mode
CHICAGO,IL,US,CHICAGO,IL,US,TL,0.04,8.52,0.3,16,Least Preferred Mode
CHICAGO,IL,US,CHICKASHA,OK,US,LTL,0.64,0.17,5.32,1,Preferred Mode
CHICAGO,IL,US,CHINO,CA,US,LTL,0.6,0.15,6.41,2,Preferred Mode
CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,LTL,0.22,1.07,2.03,37,Preferred Mode
CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,TL,0.14,3.12,0.96,4,Least Preferred Mode
CHICAGO,IL,US,CINCINNATI,OH,US,LTL,0.64,0.45,5.32,1,Preferred Mode
CHICAGO,IL,US,CLACKAMAS,OR,US,LTL,0.51,0.17,11.43,1,Preferred Mode
CHICAGO,IL,US,CLACKAMAS,OR,US,PARCEL,36.23,2.4,357.14,1,Preferred Mode
CHICAGO,IL,US,CLACKAMAS,OR,US,TL,0.69,2.07,4.62,1,Preferred Mode
CHICAGO,IL,US,CLARKSVILLE,TN,US,TL,0.05,3.35,0.67,1,Preferred Mode
CHICAGO,IL,US,CLEAR BROOK,VA,US,TL,0.46,3.54,2.72,1,Preferred Mode
CHICAGO,IL,US,CLEVELAND,OH,US,LTL,0.4,0.41,3.2,29,Preferred Mode
CHICAGO,IL,US,CLEVELAND,OH,US,PARCEL,18.7,13.85,130.35,2,Least Preferred Mode
CHICAGO,IL,US,CLEVELAND,TN,US,LTL,0.13,1.26,3.21,37,Preferred Mode
CHICAGO,IL,US,CLINTON,IA,US,LTL,0.16,2.55,1.31,8,Least Preferred Mode
CHICAGO,IL,US,CLINTON,IA,US,TL,0.08,4.7,0.5,9,Preferred Mode
CHICAGO,IL,US,COCONUT CREEK,FL,US,TL,0.31,3.39,3.03,1,Preferred Mode
CHICAGO,IL,US,COLDWATER,MI,US,LTL,0.15,2.09,0.95,2,Least Preferred Mode
CHICAGO,IL,US,COLDWATER,MI,US,TL,0.05,4.37,0.4,196,Preferred Mode
CHICAGO,IL,US,COLORADO SPRINGS,CO,US,LTL,0.42,0.64,3.86,18,Preferred Mode
CHICAGO,IL,US,COLUMBUS,OH,US,LTL,0.83,0.52,6.53,14,Preferred Mode
CHICAGO,IL,US,CONCORD,NC,US,LTL,0.25,0.52,2.34,3,Preferred Mode
CHICAGO,IL,US,COPPELL,TX,US,LTL,0.25,0.87,2.44,2,Preferred Mode
CHICAGO,IL,US,CORSICANA,TX,US,LTL,0.32,0.29,2.49,6,Preferred Mode
CHICAGO,IL,US,CORSICANA,TX,US,TL,2.05,2.4,5.59,1,Least Preferred Mode
CHICAGO,IL,US,CRANBURY,NJ,US,LTL,0.24,0.82,2.32,8,Least Preferred Mode
CHICAGO,IL,US,CRANBURY,NJ,US,TL,0.29,2.64,2.04,12,Preferred Mode
CHICAGO,IL,US,CROSSLAKE,MN,US,LTL,0.33,0.3,2.83,1,Preferred Mode
CHICAGO,IL,US,CULLMAN,AL,US,LTL,1.2,0.47,6.95,20,Preferred Mode
CHICAGO,IL,US,CUMMING,IA,US,LTL,0.21,1.49,5.4,14,Preferred Mode
CHICAGO,IL,US,DACULA,GA,US,LTL,0.19,0.8,4.91,39,Preferred Mode
CHICAGO,IL,US,DALLAS,TX,US,LTL,0.21,1.1,1.34,1,Least Preferred Mode
CHICAGO,IL,US,DALLAS,TX,US,TL,0.22,2.48,4.25,2,Preferred Mode
CHICAGO,IL,US,DANVILLE,PA,US,LTL,0.21,0.6,1.9,1,Preferred Mode
CHICAGO,IL,US,DAYTON,TX,US,LTL,0.26,0.68,2.83,4,Preferred Mode
CHICAGO,IL,US,DECORAH,IA,US,LTL,0.25,0.57,2.25,1,Preferred Mode
CHICAGO,IL,US,DELTA,BC,CA,LTL,0.57,0.18,5.49,1,Preferred Mode
CHICAGO,IL,US,DELTONA,FL,US,LTL,0.28,0.7,2.01,7,Preferred Mode
CHICAGO,IL,US,DELTONA,FL,US,TL,0.24,3,2.48,3,Least Preferred Mode
CHICAGO,IL,US,DENVER,CO,US,LTL,0.27,0.66,7.34,1,Preferred Mode
CHICAGO,IL,US,DIXON,IL,US,LTL,0.16,1.59,1.63,22,Preferred Mode
CHICAGO,IL,US,DORAL,FL,US,LTL,0.97,0.24,7.99,28,Preferred Mode
CHICAGO,IL,US,DORAL,FL,US,PARCEL,49.62,3.75,396.22,3,Least Preferred Mode
CHICAGO,IL,US,DOUGLAS,GA,US,LTL,1.58,0.59,8.96,12,Least Preferred Mode
CHICAGO,IL,US,DOUGLAS,GA,US,TL,0.15,2.87,1.19,94,Preferred Mode
CHICAGO,IL,US,DOWNERS GROVE,IL,US,LTL,0.37,3.86,2.83,5,Preferred Mode
CHICAGO,IL,US,DRUMMOND ISLAND,MI,US,LTL,0.65,0.28,5.44,1,Preferred Mode
CHICAGO,IL,US,DUBUQUE,IA,US,LTL,0.14,2.74,1.11,1,Preferred Mode
CHICAGO,IL,US,DUNN,NC,US,LTL,0.3,0.35,6.33,1,Preferred Mode
CHICAGO,IL,US,DUPONT,WA,US,LTL,0.52,0.52,5.36,3,Preferred Mode
CHICAGO,IL,US,EASTON,PA,US,LTL,0.87,0.63,22.04,5,Preferred Mode
CHICAGO,IL,US,EAU CLAIRE,WI,US,LTL,0.24,0.77,4.82,53,Preferred Mode
CHICAGO,IL,US,EAU CLAIRE,WI,US,TL,0.03,3.29,0.68,1,Least Preferred Mode
CHICAGO,IL,US,EDGERTON,KS,US,LTL,0.21,0.58,1.84,2,Preferred Mode
CHICAGO,IL,US,EDGERTON,KS,US,TL,0.12,2.98,1.02,2,Preferred Mode
CHICAGO,IL,US,EDGEWATER,FL,US,LTL,0.53,0.2,3.96,10,Preferred Mode
CHICAGO,IL,US,EDWARDSVILLE,IL,US,LTL,0.14,0.83,1.19,52,Preferred Mode
CHICAGO,IL,US,EDWARDSVILLE,IL,US,PARCEL,32.26,21.9,178.57,1,Least Preferred Mode
CHICAGO,IL,US,EDWARDSVILLE,IL,US,TL,0.1,3.77,0.73,39,Least Preferred Mode
CHICAGO,IL,US,EGG HARBOR TOWNSHIP,NJ,US,TL,0.17,3.09,1.67,1,Preferred Mode
CHICAGO,IL,US,EL RENO,OK,US,LTL,0.64,0.17,5.32,1,Preferred Mode
CHICAGO,IL,US,ELGIN,SC,US,LTL,0.43,0.16,4.23,1,Preferred Mode
CHICAGO,IL,US,ELYRIA,OH,US,LTL,0.29,0.43,4.02,4,Preferred Mode
CHICAGO,IL,US,ENGLEWOOD,NJ,US,LTL,0.35,0.24,2.96,17,Preferred Mode
CHICAGO,IL,US,ERLANGER,KY,US,LTL,0.28,0.67,2.66,1,Preferred Mode
CHICAGO,IL,US,EVERETT,WA,US,LTL,0.66,0.12,4.05,1,Preferred Mode
CHICAGO,IL,US,FAIRVIEW,MI,US,LTL,0.64,0.34,5.32,1,Preferred Mode
CHICAGO,IL,US,FALL RIVER,MA,US,LTL,0.23,0.58,2.46,6,Preferred Mode
CHICAGO,IL,US,FALL RIVER,MA,US,TL,0.28,3.21,2.63,2,Least Preferred Mode
CHICAGO,IL,US,FARMINGDALE,NY,US,LTL,0.41,0.24,2.68,4,Preferred Mode
CHICAGO,IL,US,FENTON,MO,US,LTL,0.4,0.8,3.87,1,Least Preferred Mode
CHICAGO,IL,US,FENTON,MO,US,TL,0.04,3.4,0.43,16,Preferred Mode
CHICAGO,IL,US,FERGUS FALLS,MN,US,LTL,0.61,0.21,5.07,1,Preferred Mode
CHICAGO,IL,US,FINDLAY,OH,US,LTL,0.21,2.04,1.93,27,Least Preferred Mode
CHICAGO,IL,US,FINDLAY,OH,US,TL,0.13,3.45,0.82,38,Preferred Mode
CHICAGO,IL,US,FISHERSVILLE,VA,US,LTL,0.24,0.78,2.13,5,Preferred Mode
CHICAGO,IL,US,FISHERSVILLE,VA,US,TL,0.15,3.08,1.26,2,Least Preferred Mode
CHICAGO,IL,US,FISKDALE,MA,US,LTL,0.37,0.33,3.17,68,Preferred Mode
CHICAGO,IL,US,FISKDALE,MA,US,PARCEL,40.36,5.4,335,7,Least Preferred Mode
CHICAGO,IL,US,FISKDALE,MA,US,TL,0.54,3.62,4.22,2,Least Preferred Mode
CHICAGO,IL,US,FLORENCE,NJ,US,LTL,0.19,1.11,2.35,5,Preferred Mode
CHICAGO,IL,US,FONTANA,CA,US,LTL,0.55,0.18,16.56,1,Preferred Mode
CHICAGO,IL,US,FORNEY,TX,US,LTL,0.26,0.47,2.23,2,Preferred Mode
CHICAGO,IL,US,FORT ATKINSON,WI,US,LTL,0.75,1.04,9.65,1,Preferred Mode
CHICAGO,IL,US,FORT BENTON,MT,US,LTL,0.57,0.14,3.57,1,Preferred Mode
CHICAGO,IL,US,FORT LAUDERDALE,FL,US,LTL,0.43,0.4,4.35,2,Preferred Mode
CHICAGO,IL,US,FORT WAYNE,IN,US,LTL,0.41,1.03,5.19,4,Least Preferred Mode
CHICAGO,IL,US,FORT WAYNE,IN,US,TL,0.03,4.17,0.56,20,Preferred Mode
CHICAGO,IL,US,FREDERICKSBURG,PA,US,LTL,0.34,0.46,3.91,22,Preferred Mode
CHICAGO,IL,US,FREDERICKSBURG,VA,US,LTL,0.17,1.34,2.17,7,Preferred Mode
CHICAGO,IL,US,FRENCH CAMP,CA,US,LTL,0.46,0.26,4.4,2,Preferred Mode
CHICAGO,IL,US,FRESNO,CA,US,LTL,0.59,0.21,9.6,9,Preferred Mode
CHICAGO,IL,US,FRESNO,TX,US,LTL,0.34,0.46,4.21,2,Preferred Mode
CHICAGO,IL,US,FRIDLEY,MN,US,LTL,0.16,1.29,3.4,2,Least Preferred Mode
CHICAGO,IL,US,FRIDLEY,MN,US,TL,0.08,2.9,0.72,38,Preferred Mode
CHICAGO,IL,US,FT LAUDERDALE,FL,US,LTL,0.32,0.49,2.56,1,Preferred Mode
CHICAGO,IL,US,FT PIERCE,FL,US,LTL,1.82,0.42,10.28,13,Preferred Mode
CHICAGO,IL,US,FULTON,MO,US,LTL,0.18,1.39,3.3,17,Preferred Mode
CHICAGO,IL,US,GALESBURG,MI,US,LTL,0.2,1.94,4.14,3,Least Preferred Mode
CHICAGO,IL,US,GALESBURG,MI,US,TL,0.05,4.68,0.45,49,Preferred Mode
CHICAGO,IL,US,GANSEVOORT,NY,US,LTL,0.3,0.37,3.54,22,Preferred Mode
CHICAGO,IL,US,GARDEN CITY,GA,US,LTL,0.37,0.44,2.57,3,Preferred Mode
CHICAGO,IL,US,GARDEN CITY,GA,US,TL,0.11,2.99,1.88,1,Least Preferred Mode
CHICAGO,IL,US,GARDEN CITY,MI,US,LTL,0.36,0.47,3.15,2,Preferred Mode
CHICAGO,IL,US,GASTONIA,NC,US,LTL,0.2,0.8,2.1,1,Preferred Mode
CHICAGO,IL,US,GLENVIEW,IL,US,LTL,0.16,2.37,1.39,33,Preferred Mode
CHICAGO,IL,US,GOODLETTSVILLE,TN,US,LTL,0.25,0.44,6.5,8,Preferred Mode
CHICAGO,IL,US,GOODYEAR,AZ,US,LTL,0.32,1.69,7.95,1,Preferred Mode
CHICAGO,IL,US,GRAIN VALLEY,MO,US,LTL,0.35,0.52,3.16,7,Preferred Mode
CHICAGO,IL,US,GRAIN VALLEY,MO,US,PARCEL,156.25,11.4,1250,1,Least Preferred Mode
CHICAGO,IL,US,GRAIN VALLEY,MO,US,TL,0.36,2.55,1.65,3,Least Preferred Mode
CHICAGO,IL,US,GRAND JUNCTION,CO,US,PARCEL,81.97,4.13,500,1,Preferred Mode
CHICAGO,IL,US,GRAND RAPIDS,MI,US,LTL,0.33,0.89,4.53,36,Preferred Mode
CHICAGO,IL,US,GRAND RAPIDS,MI,US,PARCEL,18.55,25.03,191.76,2,Least Preferred Mode
CHICAGO,IL,US,GRAND RAPIDS,MI,US,TL,1.46,6.99,12.15,14,Least Preferred Mode
CHICAGO,IL,US,GRANDVILLE,MI,US,LTL,0.42,0.69,2.1,1,Preferred Mode
CHICAGO,IL,US,GRANTSVILLE,UT,US,LTL,0.41,0.51,2.68,1,Preferred Mode
CHICAGO,IL,US,GREENFIELD,IN,US,LTL,0.17,1.62,1.76,27,Least Preferred Mode
CHICAGO,IL,US,GREENFIELD,IN,US,TL,0.09,3.67,0.7,38,Preferred Mode
CHICAGO,IL,US,GREENVILLE,SC,US,LTL,0.25,0.44,5.71,1,Preferred Mode
CHICAGO,IL,US,GREENVILLE,TN,US,TL,0.13,3.8,0.81,1,Preferred Mode
CHICAGO,IL,US,GREENWOOD,IN,US,LTL,0.36,2.35,3.69,9,Least Preferred Mode
CHICAGO,IL,US,GREENWOOD,IN,US,TL,0.03,4.26,0.56,27,Preferred Mode
CHICAGO,IL,US,GROVE CITY,OH,US,LTL,0.21,0.74,2.39,16,Preferred Mode
CHICAGO,IL,US,GROVEPORT,OH,US,LTL,0.23,0.78,3.97,26,Least Preferred Mode
CHICAGO,IL,US,GROVEPORT,OH,US,TL,0.09,3.59,0.68,56,Preferred Mode
CHICAGO,IL,US,HAINES CITY,FL,US,LTL,0.56,0.15,5.51,1,Preferred Mode
CHICAGO,IL,US,HAMPTON,GA,US,LTL,0.54,0.41,4.79,6,Preferred Mode
CHICAGO,IL,US,HARLAN,IA,US,LTL,0.36,0.32,6.36,2,Preferred Mode
CHICAGO,IL,US,HARTVILLE,OH,US,LTL,0.28,0.42,2.68,8,Preferred Mode
CHICAGO,IL,US,HATTIESBURG,MS,US,LTL,0.35,0.43,4.03,4,Preferred Mode
CHICAGO,IL,US,HATTIESBURG,MS,US,TL,0.43,2.68,2.92,1,Least Preferred Mode
CHICAGO,IL,US,HAUPPAUGE,NY,US,LTL,1.62,0.17,10.32,8,Preferred Mode
CHICAGO,IL,US,HAUPPAUGE,NY,US,PARCEL,92.59,5.72,555.56,1,Least Preferred Mode
